id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B00064GYJG,True,True,expensive_batch,,
B000C47BRE,False,True,expensive_batch,,
B000XJDHAS,False,True,expensive_batch,,
B0012N84DY,False,True,expensive_batch,,
B0014JS9UE,False,False,expensive_batch,,
B0017N8LVY,True,False,expensive_batch,,
B001GN6OT6,True,True,expensive_batch,,
B002SE85DK,False,False,expensive_batch,,
B0061YW16U,False,False,expensive_batch,,
B006EARQHU,False,False,expensive_batch,,
B0073M5GY8,True,True,expensive_batch,,
B0074ETXWQ,True,True,expensive_batch,,
B007GCR01C,False,True,expensive_batch,,
B008COW3H4,True,True,expensive_batch,,
B00BGNZUMI,False,False,expensive_batch,,
B00CJ8SEQI,True,True,expensive_batch,,
B00ETO5KWG,True,False,expensive_batch,,
B00FXH7CEM,True,True,expensive_batch,,
B00G0Q4JC8,False,False,expensive_batch,,
B00GGMWVQ2,False,False,expensive_batch,,
B00GN0CKK4,False,False,expensive_batch,,
B00HA0DVD6,False,False,expensive_batch,,
B00HR1TV64,False,True,expensive_batch,,
B00IIV1PHU,True,False,expensive_batch,,
B00K0B7GRY,True,False,expensive_batch,,
B00KLT1YZA,True,True,expensive_batch,,
B00KOGR0VM,False,False,expensive_batch,,
B00L1H2DHO,False,False,expensive_batch,,
B00LM1OMS2,True,True,expensive_batch,,
B00MG2NAB6,True,False,expensive_batch,,
B00MG5TUAS,False,True,expensive_batch,,
B00MIBINEO,False,False,expensive_batch,,
B00MRXJUBS,False,True,expensive_batch,,
B00N5SAAAY,False,False,expensive_batch,,
B00NHJJBG0,True,False,expensive_batch,,
B00NJK3Y24,True,True,expensive_batch,,
B00NUUB5CO,False,True,expensive_batch,,
B00O3TMX22,True,False,expensive_batch,,
B00OGR17W8,False,True,expensive_batch,,
B00P4ZYR5A,False,True,expensive_batch,,
B00PL41TY6,True,True,expensive_batch,,
B00Q6VV1M8,False,True,expensive_batch,,
B00SXHWIFM,True,False,expensive_batch,,
B00T2E8RZU,True,False,expensive_batch,,
B00T3MVMJY,False,True,expensive_batch,,
B00TDL4L0W,False,True,expensive_batch,,
B00VE53MN2,True,True,expensive_batch,,
B00VE53JBM,True,True,expensive_batch,,
B00WP6VJ5M,True,True,expensive_batch,,
B00WPTPNSS,False,True,expensive_batch,,
B00X2O0KY2,True,True,expensive_batch,,
B00X3EWOQI,False,True,expensive_batch,,
B00XEXEKEC,True,True,expensive_batch,,
B00Z4Z6AA0,False,False,expensive_batch,,
B00ZP52LAW,True,True,expensive_batch,,
B012A5794M,False,True,expensive_batch,,
B012I1TM7U,True,False,expensive_batch,,
B012Y1V0L0,False,False,expensive_batch,,
B013DZN1G8,False,True,expensive_batch,,
B013RMYEJK,True,False,expensive_batch,,
B014I5ELXO,False,True,expensive_batch,,
B014PE8YS6,True,False,expensive_batch,,
B014RSKTPQ,True,True,expensive_batch,,
B01519Z3U6,False,True,expensive_batch,,
B015F47N3W,False,False,expensive_batch,,
B015PNCP9U,True,False,expensive_batch,,
B015XPKDQC,True,False,expensive_batch,,
B0167JDXNS,True,False,expensive_batch,,
B016BTJ7VG,True,True,expensive_batch,,
B016BTJBXA,True,True,expensive_batch,,
B017GBYYZM,False,False,expensive_batch,,
B017QEDSAQ,False,True,expensive_batch,,
B017SNXJLS,True,True,expensive_batch,,
B017T27DVU,True,False,expensive_batch,,
B017YRLKFU,False,True,expensive_batch,,
B018S0HHSQ,True,True,expensive_batch,,
B01968O2UK,True,False,expensive_batch,,
B0196UW7MI,False,True,expensive_batch,,
B019C2HF0E,True,False,expensive_batch,,
B019IHLBSU,True,False,expensive_batch,,
B019QNLBGI,False,True,expensive_batch,,
B019VVM5P6,False,False,expensive_batch,,
B01A15YHPW,True,False,expensive_batch,,
B01A63M77O,True,False,expensive_batch,,
B01A9SPM00,True,False,expensive_batch,,
B01ABL0K4S,True,True,expensive_batch,,
B01AOG6HCY,False,True,expensive_batch,,
B01B7EXZDQ,False,False,expensive_batch,,
B01C9VCK6O,False,False,expensive_batch,,
B01CY0OGOE,True,True,expensive_batch,,
B01D1K1X9W,True,False,expensive_batch,,
B01DUJAT94,True,True,expensive_batch,,
B01DVF2PXU,False,False,expensive_batch,,
B01E7PV3H2,True,True,expensive_batch,,
B01EHRGOCO,False,False,expensive_batch,,
B01EK6XKTM,False,False,expensive_batch,,
B01F71QDIE,True,False,expensive_batch,,
B01F8JCWYE,False,False,expensive_batch,,
B01FRF2GW2,False,True,expensive_batch,,
B01GY8O4LW,False,False,expensive_batch,,
