movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0022302,1198,The Red Shadow,1932,18,"Drama,Musical,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This insipid mini operetta featuring a Eddy-McDonald prototype in a Valentino scenario is so bad it becomes an endurance exercise after five minutes. It's silly from the get go as this brevity opens two military men discussing the lack of m,Excluded by semantic condition.
tt0028757,10128,A Damsel in Distress,1937,101,"Comedy,Musical,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"""A Damsel in Distress"" is definitely not one of Fred Astaire's better musicals. But even Astaire's bad films always had some good moments.  In ""Damsel,"" Astaire is Jerry Halliday, an American musical star who is in London on a personal appe",Included: structured and semantic conditions match.
tt0029588,10509,Something to Sing About,1937,93,"Comedy,Musical",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Something to Sing About was produced at Grand National Studios where James Cagney was working while under a contract dispute with the brothers Warner. He did two films for this B studio, neither of which rank high in the Cagney credits.  On",Included: structured and semantic conditions match.
tt0029626,988,"Swing High, Swing Low",1937,92,"Comedy,Drama,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I've always liked Fred MacMurray, andalthough her career was tragically cut shortI think Carole Lombard is fun to watch. Pair these two major and attractive stars together, add top supporting players like Jean Dixon, Anthony Quinn, Doroth",Excluded by semantic condition.
tt0040869,379,That Lady in Ermine,1948,89,"Comedy,Fantasy,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The final film for Ernst Lubitsch, completed by Otto Preminger after Lubitsch's untimely death during production, is a juggling act of sophistication and silliness, romance and music, fantasy and costume dramatics. In a 19th century castle ",Excluded by semantic condition.
tt0040875,1287,Three Daring Daughters,1948,115,"Drama,Musical,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"""Three Daring Daughters"" is a sickly sweet, rose-colored look at divorce, remarriage, and single-parent living. Obviously, social issues and economic difficulty have no place in the picture perfect life of a single parent mother who feels e",Excluded by semantic condition.
tt0043980,410,Rooty Toot Toot,1951,7,"Animation,Comedy,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The films of UPA are surprisingly well rated on IMDb despite the fact that the animation quality is light-years behind that of Looney Toons, Disney and MGM at their prime. Sadly, due to rising costs in making pretty cartoons with high frame",Excluded by semantic condition.
tt0046807,603,Brigadoon,1954,108,"Fantasy,Musical,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This movie is phoniness incarnate, a straight 11 / 10 on the phoniness scale. The fakeness of the accents as well as the tightness of the cardigan spandex pants are just staggering. Yanks, although the real Scotland may be just as colourful",Excluded by semantic condition.
tt0047813,11370,An Alligator Named Daisy,1955,85,"Comedy,Musical,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"A 1957 (yes, that's the correct date) J. Arthur Rank production with James Robertson Justice, Margaret Rutherford, Wilfred Hyde White; it has to be a smash comedy, right? Oh, it's just awful. It's a one gag film: watching people be shocked ",Included: structured and semantic conditions match.
tt0049263,11377,The Girl Can't Help It,1956,98,"Comedy,Music",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"There are two kinds of 1950s musicals. First you have the glossy MGM productions with big names and great music. And then you have the minor league with a less famous cast, less famous music and second rate directors. 'The Girl Can't Help I",Included: structured and semantic conditions match.
tt0050135,426,April Love,1957,97,"Comedy,Drama,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"If you can imagine Mickey Mouse as a New York street pimp, or John Wayne as a Communist spy, then you might believe Pat Boone as a juvenile delinquent on his uncle's farm in Kentucky and you could conceivably enjoy this movie.  This film is",Excluded by semantic condition.
tt0062873,404,The Young Girls of Rochefort,1967,125,"Comedy,Drama,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Before writing this review, I went back and reread the reviews of others. This movie was a particular disappointment to me, since it features two of my favorite dancers, Gene Kelly and George Chakiris, boasts a score by the often wonderous ",Excluded by semantic condition.
tt0067546,6751,Pakeezah,1972,147,"Drama,Musical,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This typically melodramatic Bollywood film has inexplicably become a favorite of Western critics. The script is ludicrous, the acting is over-the-top, and it looks cheesy. The only reasons for watching this soap opera are the wonderful song",Included: structured and semantic conditions match.
tt0075850,411,Cinderella 2000,1977,89,"Fantasy,Musical,Sci-Fi",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This film is roughly what it sounds like: a futuristic version of the Cinderella legend but with songs and (fairly tame) sex scenes! The film is not sure what it wants to be and pretty much ends up a mess. It's more expensive looking than m,Excluded by semantic condition.
tt0078073,1130,Perceval le Gallois,1978,140,"Drama,Music,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This movie deserves credit for its original approach. It combines elements of theater, film, and epic storytelling. Unfortunately, it falls flat on all levels. The films biggest weakness is it's unwillingness to commit to anything; it has c",Excluded by semantic condition.
tt0084698,929,Smithereens,1982,93,"Drama,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Susan Seidelman seems to have had a decent career with a few top notch credits under her belt. I'm certainly glad she bounced back from this film which seems to have its admirers. I'm not one of them.  I've seen better acting in high school,Excluded by semantic condition.
tt0084931,808,"Yes, Giorgio",1982,110,"Comedy,Musical,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"An attempt at crossover to appeal to those who don't appreciate opera, exploiting the fame of one of the greatest opera singers of all time, it fails badly. All that is desirable in this movie is the opera, and one can best find a recording",Excluded by semantic condition.
tt0085497,901,EPCOT Center: The Opening Celebration,1982,50,"Comedy,Family,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Except for the Brady Variety Hour, this was some of the hokiest television I've seen in a while. The video production qualities weren't too bad, but the overall look and feel were unmistakeably early 80's. And Marie Osmond looks like she di",Excluded by semantic condition.
tt0086619,783,Yentl,1983,133,"Drama,Musical,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Barbara Streisand directs and stars in this very Jewish story.  To have a chance at obtaining an education, Babs enthusiastically disguises herself as a boy which isn't the most difficult thing to do since she already looks like a boy, anyw",Excluded by semantic condition.
tt0087171,832,Down on Us,1984,117,"Biography,Drama,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Larry Buchanan. Yep, same guy who did ""Attack of the THE Eye Creatures"" and two (count 'em: TWO) conspiracy movies about Marilyn Monroe. He's to blame, here.  Adding onto his ever-growing pile of folders left over from Oliver Stone's ""eh-I-",Excluded by semantic condition.
tt0088915,5235,A Chorus Line,1985,118,"Drama,Music,Musical",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I saw the original ""Chorus Line"" on Broadway God knows how many times and felt the passion, despair and joy come from this live experience in the theater. Michael Bennett knew he would have to re-imagine ""Chorus"" for the screen but could ne",Included: structured and semantic conditions match.
tt0090585,8875,Absolute Beginners,1986,108,"Drama,Musical,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"""Absolute Beginners"" was a film for the younger generation, a multi-time film that discussed the issues that teens were facing in Britain and how these troubled, constantly hitting each note, teen's problems can relate to the youth of tomor",Included: structured and semantic conditions match.
tt0104567,1286,Johnny Suede,1991,97,"Comedy,Drama,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This is absolutely the worst movie I've seen all year.  First, I will say that the acting was very good, and by all of the cast.  This was apparently meant to be very offbeat, and in that regard it succeeded. By the same token, the story re",Excluded by semantic condition.
tt0112605,1328,Bye Bye Birdie,1995,135,"Comedy,Drama,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Needless remake, and it can't come close to capturing the charm of the original. The extreme length causes more than a few yawn inducing parts. This version is ridiculously politically correct. The film lacks style, and mostly it lacks tale",Excluded by semantic condition.
tt0113158,900,Georgia,1995,115,"Drama,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Jennifer Jason Leigh and Mare Winningham are a good match portraying vastly different siblings, but only Winningham is able to bring something convincing or substantial to her role. Leigh, playing bar-band singer and alcoholic Sadie Flood, ",Excluded by semantic condition.
tt0126814,1064,Big Meat Eater,1982,82,"Comedy,Horror,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Terrible film made on a budget of about $9.99. Very obvious miniature sets used, poor acting and an awful storyline concerning aliens who use discarded meat from a butcher shop as fuel for their spaceship. The film contains some blood (not ",Excluded by semantic condition.
