movie_id,title,director,year,runtime,genres,review
tt0022302,The Red Shadow,Roy Mack,1932,18,"Drama,Musical,Mystery",This insipid mini operetta featuring a Eddy-McDonald prototype in a Valentino scenario is so bad it becomes an endurance exercise after five minutes. It's silly from the get go as this brevity opens two military men discussing the lack of manliness in the son of one of the officers. In under a minute he is packed off to Morrocco where he lives a double life as the Red Shadow; the leader of an Arab tribe that would rather sing than fight.<br /><br />Alexander Gray and Bernice Clare possess fine light opera voices (with little acting ability) and there's a decent bass in there as well but the acting is so haphazard scenes so ill prepared you get the feeling they are making things up as they go along.<br /><br />This two reeler was part of a larger stage production that lists six writers. With more room to spoof and warble the show may have had some entertainment values but this rushed quickie is little more than an insult to an audience waiting for the feature presentation.
tt0028757,A Damsel in Distress,George Stevens,1937,101,"Comedy,Musical,Romance","""A Damsel in Distress"" is definitely not one of Fred Astaire's better musicals. But even Astaire's bad films always had some good moments.<br /><br />In ""Damsel,"" Astaire is Jerry Halliday, an American musical star who is in London on a personal appearance tour. He meets Lady Alice Marshmorton (19-year-old Joan Fontaine), a beautiful English heiress, who hops into the back of a cab he is taking to escape a mob of admirers.<br /><br />Jerry believes that Alice is being forced into a marriage by her rich aunt. He tries to rescue her from her family's country manor house, but soon discovers that the house staff is laying bets on which suitor Lady Alice will marry. Keggs (Reginald Gardiner) the conniving butler, and Albert (Harry Watson), the bratty house boy, each take turns alternately helping and sabotaging Lady Alice's romance with Jerry to make sure they win the bet.<br /><br />This musical has numerous problems. First, there is the plot, based on a novel by P.G. Wodehouse (who co-wrote the screenplay). The story is slow, painful, and nerve-grating. When Fred is not dancing, we have to endure endless annoying scenes of (a) Fred romancing Joan Fontaine or (b) Keggs and Albert conniving against them and each other.<br /><br />The butler and the house boy are especially irritating. They are one-dimensional stock villain characters, the kind of guys you just want to punch in the mouth. You wish they would get off the screen and let Fred dance.<br /><br />Astaire suffers in the absence of his usual partner, Ginger Rogers. Joan Fontaine is a lackluster leading lady in this film, and is miscast in a musical. She has little going for her, character-wise, other than her lovely face and beautiful smile.<br /><br />George Burns and Gracie Allen are along for the ride, as Jerry's publicist and his ditzy secretary. The duo adds some sorely needed chemistry to the plot, and Gracie has some funny lines, but she is also very annoying at times.<br /><br />The direction of the movie by George Stevens is not well done. At times, the cinematography is horrible and off-focus. There are a number of outdoor scenes set on extremely foggy streets, to try to convince the audience that we are in London, not Hollywood. (They must have used tons of dry ice in this movie.) On the plus side, the songs by George and Ira Gershwin are terrific, and have become classic song standards. And of course, the dancing in the movie is exceptional, thanks to Astaire and his choreographer, Hermes Pan.<br /><br />But the musical and dance numbers are ill-used and ill-staged. At times, the cast seems to start singing and dancing because, well, it's time for them to start singing and dancing. The musical numbers seem randomly inserted into the meandering plot. (At one point, the butler steps outside the manor house and breaks into an operetta solo for no clear reason.) The numbers include:  ""I'm Dancing and I Can't Be Bothered Now"" -- Fred dances well on a foggy traffic-filled London street. He does some great ""cane-twirling"" with a rolled umbrella -- but the number ends too soon when Fred jumps on a passing double-decker bus. (In the Broadway musical, ""Crazy For You,"" Harry Groener did a much better version of this number with a group of chorus girls.)<br /><br /> ""Put Me To The Test"" -- Fred, George, and Gracie do a trio tap dance in an English cottage. George and Gracie match Fred step for step, but the number ends poorly with everyone kicking each other for no reason.<br /><br /> ""Stiff Upper Lip"" (The Fun House Number) -- At an amusement park fun house, Fred, George, and Gracie have fun dancing on the revolving floor, rotating barrel, and with the fun house mirrors. It's the best number of the movie, but it gets a little repetitious at times.<br /><br /> ""Things Are Looking Up"" -- Fred and Joan Fontaine do their one dance number together in the film, prancing around the back woods of the country manor estate. Fortunately, it's a very simple dance number because Joan is not a great dancer.<br /><br /> ""A Foggy Day in London Town"" -- Fred wanders around the foggy manor estate at night, crooning about the foggy day when he first met Joan in London. At times, he looks as if he's not sure which way he's going in the fog -- much like the musical number itself.<br /><br /> ""Nice Work If You Can Get It"" -- A great song that is misused in the movie. During a social event at the manor house, Fred gets drawn into a chorus of dour-faced singers who are haphazardly singing this song. Each time Fred joins in, the other singers look at him as if they wish he would leave. (Again, Harry Groener did a better dance number with this song in ""Crazy For You."")  ""Drum Dance Number"" -- As Fred and Joan are eloping, Fred has to stop and do one final tap dance number while banging a group of drums. As usual, it's a great dance number. But there's absolutely no need for it, except to prolong the movie.<br /><br />The most contrived moment in the film comes when Fred decides to leap off a high stone balcony at the country estate in order to prove his love for Joan Fontaine. As he leaps from the balcony, he finds a conveniently-placed trapeze -- that's right, a *trapeze* -- hanging from a nearby tree. Fred (or rather, a stuntman in Fred's clothes) grabs the trapeze and swings to the ground from it.<br /><br />The movie is worth owning on DVD for the dance numbers alone, but you feel indebted to the guy who invented the Fast Forward button on your remote. The >>FF button allows you to skip through the other, boring scenes in the film to get to the dance numbers."
tt0029588,Something to Sing About,Victor Schertzinger,1937,93,"Comedy,Musical","Something to Sing About was produced at Grand National Studios where James Cagney was working while under a contract dispute with the brothers Warner. He did two films for this B studio, neither of which rank high in the Cagney credits.<br /><br />One of the great losses to cinema is the fact that Jimmy Cagney did so few films that utilized his terrific dancing abilities. The two that come to mind immediately are Yankee Doodle Dandy and Footlight Parade. Two lesser films are The West Point Story and Never Steal Anything Small. Cagney himself said he never used to watch anything but his musicals in retirement. So why did he make so few of them?<br /><br />Well this one was all wrong. The plot of Something to Sing About concerns a hoofer who fronts for a band who's discovered and given a movie contract. There are the usual complications of a conniving studio boss and a conniving press agent played respectively and well by Gene Lockhart and William Frawley. His contract calls for a no- marriage clause, so Cagney and band girl singer lady Evelyn Daw marry in secret. Then we get the complication of a publicity driven studio romance with screen leading lady Mona Barrie. I think you can figure where this is going.<br /><br />The most disappointing thing about Something to Sing About is the lack of dance numbers for Cagney. He dances briefly at the beginning and the end of the film and nothing in the middle. Evelyn Daw had a nice singing voice and the charisma of a ham sandwich. She got the musical numbers such as they were. I'm sure the movie-going public was paying their tickets to see Cagney dance. <br /><br />Also in addition to giving him some dance numbers a female dance partner would have been nice. He danced well with Ruby Keeler in Footlight Parade and with Virginia Mayo and Doris Day in The West Point Story. Weren't Ginger Rogers, Eleanor Powell or Ruby Keeler available?<br /><br />No memorable songs came out of this. And Daw's voice is waisted as well. She has a Jeanette MacDonald soprano voice which was so out of place with a swing band.<br /><br />No wonder Cagney went running back to Warner Brothers. But they should have given him some decent musicals."
tt0029626,"Swing High, Swing Low",Mitchell Leisen,1937,92,"Comedy,Drama,Musical","I've always liked Fred MacMurray, andalthough her career was tragically cut shortI think Carole Lombard is fun to watch. Pair these two major and attractive stars together, add top supporting players like Jean Dixon, Anthony Quinn, Dorothy Lamour and Charles Butterworth, give them a romantic script, team them with noted director Mitchell Leisen and you geta mediocre movie experience.<br /><br />Skid Johnson (Fred) and Maggie (Carole) ""meet cute"" during her visit to the Panama Canal, and spend the next few weeks falling in love. Skid's a great trumpeter, so he embarks on a musical career, which is predictably meteoric in both its rise and fall. During his climb to musical stardom, he neglects Maggie, who later inspires him to start over after he's hit rock bottom. Ah, yesit's the true Hollywood happy ending, which comes none too soon.<br /><br />Stars and a director of this caliber should guarantee success, but this movie is so predictable and slow-paced that it's difficult to watch at times. The early scenes set in Panama are so draggy that they seem to go on forever, and later an alcoholic Skid just wanders endlessly in New York. Fred and Carole try their best, but the tired script and S-L-O-W direction just don't give them a chance. Even the final scene, in which Maggie encourages Skid to rise from the ashes of alcohol and disappointment, just doesn't ring true.<br /><br />This movie should be seen once to watch some early performances from stars MacMurray and Lombard. However, I guarantee that watching it will seem to take about 48 hours."
tt0040869,That Lady in Ermine,"Ernst Lubitsch, Otto Preminger",1948,89,"Comedy,Fantasy,Musical","The final film for Ernst Lubitsch, completed by Otto Preminger after Lubitsch's untimely death during production, is a juggling act of sophistication and silliness, romance and music, fantasy and costume dramatics. In a 19th century castle in Southeastern Europe, a Countess falls for her sworn enemy, the leader of the Hungarian revolt; she's aided by her ancestor, whose painted image magically comes to life. Betty Grable, in a long blonde wig adorned with flowers, has never been more beautiful, and her songs are very pleasant. Unfortunately, this script (by Samson Raphaelson, taken from an operetta by Rudolf Schanzer and E. Welisch) is awash with different ideas that fail to mesh--or entertain. The results are good-looking, but unabsorbing. *1/2 from ****"
tt0040875,Three Daring Daughters,Fred M. Wilcox,1948,115,"Drama,Musical,Romance","""Three Daring Daughters"" is a sickly sweet, rose-colored look at divorce, remarriage, and single-parent living. Obviously, social issues and economic difficulty have no place in the picture perfect life of a single parent mother who feels exhausted, takes a cruise, and then dates and marries a band conductor. Even when the ""its just a movie"" phrase excuses the script from addressing real-life problems, 'Daughters' suffers from too many incoherent high-note songs, children whose personalities are not based on real children and band leader Hose Iturbi playing himself. Isn't it bizarre that any real person would star in a film in which their supposed real self gets married? <br /><br />Admittedly, this movie was released in the nineteen forties. Only a love for old style Hollywood romance and comedy could make 'Daughters' a tolerable film."
tt0043980,Rooty Toot Toot,John Hubley,1951,7,"Animation,Comedy,Musical","The films of UPA are surprisingly well rated on IMDb despite the fact that the animation quality is light-years behind that of Looney Toons, Disney and MGM at their prime. Sadly, due to rising costs in making pretty cartoons with high frame-rates and lovely backgrounds, the UPA style (which debuted about 1950) began to dominate in the late 50s and 60s. After all, the films were dirt cheap to make and they'd received several Oscars to ""prove"" that the cartoons were now mainstream. So as a result, lousy animation was becoming the norm and this trend wasn't reversed until the 1980s.<br /><br />This UPA film is one of the early ones. The characters are very simply drawn (any simpler and they would have used stick figures) and the backgrounds were ugly--simple line drawings with colors added in a very slap-dash manner (often with a sponge and rarely completely filling the items).<br /><br />As for the story, it's a jive story with a strong jazz style attitude. Some will love this, others will just find it very, very loud. It's the traditional ""Frankie and Johnny"" story and because of the shootings and all, it's probably not a great film for the kids. Heck, because of the animation and jazz, it's not a particularly good film for me, either! Some will read my review and no doubt think I am a crank (which I am, to a degree). However, I love animated films and a little of this minimalistic UPA style goes a very, very long way and you can't seriously consider them great works of art--just very, very quickly made cartoons. Ignore the Oscars and try watching some classic cartoons or something--anything else!"
tt0046807,Brigadoon,Vincente Minnelli,1954,108,"Fantasy,Musical,Romance","This movie is phoniness incarnate, a straight 11 / 10 on the phoniness scale. The fakeness of the accents as well as the tightness of the cardigan spandex pants are just staggering. Yanks, although the real Scotland may be just as colourful, if you ever go there don't expect to be given much of a the chance to ""dance out"" controversies with the locals. Also, don't attempt to sway local opinion through the otherwise fine art of tapdancing.<br /><br />There are a couple of infectious singing-and-dancing scenes, but the plot is far too cheesy and linear, and the dialogue is often too weak. I also doubt whether anyone would want to be stuck in a timewarped 18.th-century Scottish village in the boondocks rather than gay New York City. Maybe it wasn't such a big sacrifice for that priest to have left Brigadoon, maybe he was just trying to get the hell out of that dump.<br /><br />Watch it for the fine alternative-reality view of what a Christopher Streed Day-parade in Scotland would look like on LSD. Other than that I'd only recommend it to Hollywood muscial completists."
tt0047813,An Alligator Named Daisy,J. Lee Thompson,1955,85,"Comedy,Musical,Romance","A 1957 (yes, that's the correct date) J. Arthur Rank production with James Robertson Justice, Margaret Rutherford, Wilfred Hyde White; it has to be a smash comedy, right? Oh, it's just awful. It's a one gag film: watching people be shocked at the sight of a little alligator. Music is thrown in, most inappropriately and forgettably. Jeannie Carson is a lively dancer and competent singer. But what was she doing in this film? Diana Dors is here too, providing oh-so-daring shots for use in the previews. Her acting level is not bad, but she's in the film to provide someone to leer at. Well, one must do something beside groan during this film. The movie is being sold on VHS now by people on e-Bay. Spare yourself the expense and the waste of time. A comedy without a laugh. A musical without a memorable song or dance."
tt0049263,The Girl Can't Help It,Frank Tashlin,1956,98,"Comedy,Music","There are two kinds of 1950s musicals. First you have the glossy MGM productions with big names and great music. And then you have the minor league with a less famous cast, less famous music and second rate directors. 'The Girl Can't Help It' belongs to the latter category. Neither Tom Ewell or Edmond O'Brien became famous and Jayne Mansfield was famous for her... well, never mind. Seems like every decade has its share of Bo Dereks or Pamela Andersons. The plot itself is thin as a razorblade and one can't help suspect that it is mostly an attempt to sell records for Fats Domino, Little Richard or others of the 1950s rock acts that appear in the movie. If that music appeals to you this is worth watching. If not, don't bother."
