product_id,title,brand,category,price,review
B01A0SRMJI,"Dora Bridal Women's Swimwear Knitted Crochet Tunic Cover up / Beach Dress (White, Free Size)",Dora Bridal,,,"Fit exactly as i hoped. material was actually better and soft then i expected. happy with my purchase.

too small. bad quality

Cute. Perfect for a bikini cover up. Love It ...

I was very pleased with my cover-up, the quality is great, it washes up great with no shrinking or wrinkling.

The product came in a timely manner, and fits perfectly. I was expecting a different fabric but I did not fully read the description. This is NOT cotton. I would buy from seller again, this time reading the description more clearly!

Very light, a bit large,

I returned this item because I didn't like the material. It seemed too thin and didn't stretch at all.

Very thin and cheap looking.

This is a cute coverup.

Much larger than expected and the material is very thin.

This was nothing as I expected. Had no shape and did not fit anything like the picture.

love it, but a little small

I had to give it away it was supposed to be an sx but it was huge

Absolutely love the fit of this garment. It's slightly sheer and really pretty...perfect for the beach!

The picture doesn't look like the item. From the picture it looks like it's cotton. This one is see thru and wrinkles soooo quickly. However the packaging was nice. It's just too pricey for the quality. I'm 5'1 and it was way too long. Too too long.

Just as shown! This will look amazing this summer. I am 5'7 and it covered what it needed to. I may even wear it with shorts!

Dont like the material

Love it!! Perfect length and just the right amount of sheer. Nice material.

Very cute and comfortable but a little big for 5' 4"" 160 lbs.

This looks like a cheap, thin polyester sheet with some tassels at the bottom. It looks cheap and feels cheap. For the price, I am very disappointed. I purchased this as a gift for a friend. I would be far too embarrassed to give this thing as a gift. Again, I can't stress enough that this looks so cheap!!! The quality is about equivalent to something you would pick up at the dollar store. I cannot believe anyone could give this more than a 1 or 2 star rating.

Very boxy, it didn't hang well. For reference, I'm a slim 5'10''. The length was ok, but wasn't flowy at all. I'm returning it.

Fringe is beautiful. Everyone loved the look!!

Good for bikini cover up , love it !

A bit more transparent than I'd prefer but it's a very nice product. I'm glad I bought it.

Not as see thru as expected, too wide for me.

Not sure, perhaps it's supposed to be larger? Great for the beach and light

I bought a small, but it just appeared oversized on me; it's not my style. Fabric quality itself was okay, but I returned the item since it's not what I'm looking for.

Beautiful and flattering! Looked great at the pool parties in Vegas. Hung nicely, not to clingy. I was worried being short and chunky that it would look boxy on me. Not at all!

Cheap polyester garbage

M was a good length but too wide

A little boxy but pretty

Liked the product and was able to use it recently when I was on vacation. Delivered in timely fashion.

Very pretty. Nice material. Like this because the color is neutral so matches with all swimwear."
B00IZ7ZFYG,Allegra K Ladies Batwing Sleeves Two-Way Zipper Neck Mini Dress XL Black,Allegra K,,,"send it back due placement of zipper

I love it

I had to do a return for the dress because it ran too big but I am excited to get the next size down! It was super cute!

Looks, Feels and Fits Great... At this price... it is a Fantastic Value.

Love it

Flattering for my figure. I am thick in the midsection with thin legs, shows what i want and hides what i want as well.

great seller and I love this dress

The outfits I purchase always seem to fit because I always order one size larger than my true size fit. But, that's also because I like clothes on my body a bit loose. I will say I have nothing but good things to say about Allegra K brand and Uxcell shipping brand. These companies are amazing! They provide a unique product at a reasonable price (usually with free shipping because of the quantities I order). So comfortable and of good quality. A button may of fell off here or there but always came with them all and very easy to sew back on. I do not dry any of their clothing; and because of this- the clothes never lose their shape or color. I am in love and haven't been regular store clothing shopping since I've been purchasing these brands online on Amazon. I don't usually do reviews (obviously because I end up writing a novel) but this brand deserved a review!!!

its ok

Didnt like it at all the zippers seem to fall more so i have to keep fixing them and the whole thing itself doesnt look too good, haven't worb it since i don't like it when ive tried it on.

The zipper can be kind of irritating. It will pull your hair, scratch your skin, catch on things, etc. If you're not rail-thin, this dress is not always flattering.

Live it, fits as expected. Satisfied with purchase

it was too small for a large lady, size 14"
B01DOKD9Y6,82D-8211RS-BGD Women's Rayon Span Jersey Maxi Long Dress With Elastic Waistband - Burgundy XL,82 Days,,,"I've ordered 3 dresses from this company. All fit well except this color for some reason it was shorter and tighter than the rest even though it was the same size. I didn't see any options for regular, tall, or petite so I was a bit confused as to why this dress fit so different.

I bought this dress in Burgundy. I like the fit of it very much. I'm 148lbs and 12 weeks pregnant. I bought the XL. It's a little too tight through the bust, but I wore a leopard scarf with it and it was cute. My only complaint, and it is certainly reflected in the price, is the quality of the fabric. It was already beginning to pill slightly after the first day of wear. I don't expect this dress to last more than a 6mos-year before it starts looking too worn. I washed it delicate and inside out and hung to dry. Aside from the lower quality of the fabric its a great and modest dress!

Love this dress!! It is the perfect length for me. I am 5'4"" and I can wear it with sandals :)

Color exactly as the picture, very fast delivery, I'm 5'3 of tall and I weight 250 Lb and fits perfectly fine on me because is very stretch

I wear a L/XL and bought this in an XL. It was uncomfortably tight, and I received the wrong color. I was wearing this over yoga pants in the pictures, so there is a lot of room in the skirt. It was only too tight in the waist. I will reorder this style in some other brand, and other colors, if I can find it, as it seems like it'd be comfortable in the right size."
B01F1Q3MWK,Calvin Klein Combed Cotton BONUS 4 Pairs Casual Dress Socks (Grey/Black),,,,"Great socks. Nice and comfortable, good fit too. Good quality. Calvin Klein never fails to disappoint me."
B011QXRAJS,"Miusol Women's Elegant Sleeveless Halter Black Lace Bridesmaid Maxi Dress (XX-Large, Beige)",,,,"One of my favorites!

I had to by a larger size which was still a little snug at the hips but overall a beautiful dress

I loved the dress but it was the wrong color. It was more of a peach color than a cream color like I wanted. The material was extremely soft and the dress was so comfortable.

Order 1 size up. I did and it just fit. With an under garment it fits very comfortably. Very nice material. It is stretchy so it doesn't feel like it will rip. Biggest complaint it the length. It is too short to wear with a high heel. I am going to see if a tailor can fix this. Also, it is a very light material so all undergarments need to be cream colored or they will be visible.

This wasn't painfully tight, it was snug. But it wasn't flattering at all. It is stretchy. It is also SO very see through. I saw all my undergarments and even tattoos. I purchased the beige color. I was going to use it as a back up dress for my wedding. The sash is cheap and there are no loops to hold it in place. Maybe the black is better for not showing everything.

It's a nice dress. Cute Beige color. Full lace with lining. Fit was as expected after reading the reviews. My mom is a US size 16 usually and I ordered her a XXL. Fits just right. But it's a little see-through so you have to wear something black underneath it.

I had originally purchased a big elaborate wedding dress and we ended up changing our entire wedding scheme. I purchased this dress to go better with our rustic themed wedding. I LOVE LOVE LOVE this dress. I am so happy that I was able to find this one. It fits perfectly, photographs very well and totally looks classy enough to use as a wedding dress. Its very flattering on a full figure and I'm not even sure that I will need shape wear.

AMAZING QUALITY for the price.

Beautiful dress! Fit like a glove! Just follow their size chart and you should be fine!

Beautiful dress perfect fit. Got it next day!

Very nice dress! Much heavier and nicer quality then I was expecting. Fits very well. Had to have the waist taken in a bit but material is very easy to work with. Definitely recommend buying! The only thing you may want to note is the color. It is much more ""peachy"" than I was expecting. Not a problem for me. I still love it!

Cant wait to wear my dress.

This is a beautiful dress, definitely does not look cheaply made. I'm still trying to process the price since it does not look like a cheap dress. It is way more than expected. My friend got me this champagne color to wear for my civil wedding and it's way more than expected. Just what I was looking for. I'm 185pds, 5'5 and 38d cup and the size 16 fit me like a glove. It's light weight and it's not an ichy material. It's not see thru as long as you stick to cream color under garment. The material feels really nice and it's kind of stretchy so it doesn't make you feel like you can't breath in it. Can't wait for my special day to wear my beautiful dress.

Great dress for curvy women like me but on champange color is way too transparent you will need to use something underneath but love how enhance my body shape.

Not what I was expecting. And a 2XX is very small, like a 14 probably.

Zipper would not Zip up in the back

Very poor quality not even worth 20 bucks!"
B00008JVTT,Paul Fredrick Men's Pinpoint Snap Tab Collar French Cuff Dress Shirt White 17.0/34,,,,"If you want a look that takes it back to the Old School, buy this shirt. It isn't as appreciated as it used to be, but it's just as relevant now as it was back then. Perfect with a classic black tie for job interviews. However, stay aware of the buttons leading up to the cufflinks. Sometimes they can snap off if not attended to. Other than that, a shirt of sophistication. Guaranteed.

Love the shirt. My husband loves it so much. He loves the neck and the material bar for the tie. Fits great. I recommend this product. Your husband will love it. Quality great.

Beautiful shirt. Love the snap tab collar, older ones were button tab closure which could be difficult to maneuver. Only negative is the collar which is my size but seemed a size larger.

Great shirt. Really looks nice with my suit

Fit was spot on. Only bad thing about it is that it wrinkles easily. I misread and though it was a ""no iron"" shirt, though I am very happy with its look and it feels like decent quality. Also wish it wasn't made in China!

great shirt

quality at a good price

I have nothing but good to say about the Paul Fredrick tab collar French cuff dress shirt. Shirt fits perfectly and looks very very nice!

Great quality- only type of shirts I want from now on, love that it snaps behind the tie and keeps my tie in place as well!

quite happy

Good fit, good quality. But the 100% cotton wrinkles easily.

Very nice shirt.

Very nice shirt. Fits as expected. The material is nice; light weight but not flimsy or see-through. I wish it came in a few other basic colors.

It's a great shirt, and fits me perfectly. I think it's a great buy for the price. The logistics of ordering and delivery were exactly as promised.

Pres of co..wear dress shirts and ties every day. Shirt fit great...but wrinkled fast than any shirt Ive ever seen. Will keep for only special occasions

I expected it to fit comfortably & it did

Great shirt. It popped as expected and helped me stand out amongst the crowd.

Nice shirt. Just as I expected. 5 stars.

This is a great looking, comfortable shirt, I will have to learn to tie smaller knots. The instructions are on the back of their neckties package for various styles has helped.

I say not a bad buy for not having to go into a store and try them on. THink I may buy another

Shopping through Amazon provides a large number of products to choose from and sizes difficult to find in stores. The shirt I ordered is quality and I am very pleased plus it saved me considerable time from not having to search stacks of shirts to find 171/2, 32inch sleeve.

Ive been looking for shirts like these for a while. Now that I found them Im buying in the future, and I highly recommend them if you want to look good!!!

Awesome shirt!!

like it alot

Neck size too small...

great shirts

Super hard to find this style but it is my favorite. I would recommend it highly to anyone looking for a tab collar. Heavy cotton so requires significant upkeep. Looks great on the hanger but it will be wrinkled b4 you get to wherever you are going.

Very nice dres shirt, I've been looking a pinpoint snap collar, French cuff.

Good shirt but a little too small.

Great shirt well made will buy other shirt from Paul Fredrick.

You read that right. These shorts get dirty quick and you can't get rid of the stains. Customer service also sucks too. Trust me, take a pass."
B00CBP4IW8,Embroidered Sequined Dress With Big Sleeves Purple,Back From Bali,,,"Cause it looks like a tent. I thought it would be a good bathing suit cover up, but I decided to use it as a frilly grill cover.

Cute and comfortable top!

This is a really cute cover-up! It's comfortable and just the right length for me. It's perfect for my trip to Costa Rica in May.

The color and design are very nice and it looked great on. For reference I am 5'9"" and 200lbs but very fit. It looked very sleek and complimented my curvy figure instead of making me look like I had a sack cloth on or a female version of barney the dinosaur. The on or off shoulder is a very cute feature as well. I plan on pairing it with some light pink board shorts for the beach and jean short for everyday out and about. The only downside was a very slight odor that reminded me of hot plastic, but a good wash took care of that. I am still giving 5 stars even with the odor, because it disappeared completely and I would never wear anything straight out of the bag anyway.

The one size fits great, looks great! i'm 5'9"" and this dress actually fits nicely as a large blouse!

This is no where near a dress but I expected that. I'm 5'9"" and this maybe goes mid butt. Its definitely more of a tunic style top to be worn with leggings. I ordered the purple topy for a cinco de mayo themed party and it will be a perfect fit for the occasion.

I get many compliments in this darling top. It is one of my faves.

I just recieved my order today and I love it. I'm thinking of buying one of each color.

This is a beautiful dress! I say dress because I am only 5' 2"". But it could be a tunic with jeans as well. It is getting cooler here so I can't wait to wear it with leggings and boots! The color is much deeper and the details are just lovely! I highly recommend this! I am a size 10 and my mom is a size 2, she tried it on too and it looked adorable on her too! So the one size fits all is true to this dress. My mom is going to order the black! This has moved to the top of my favorite clothes list!

I love this dress, although I wear it as a tunic since it's a little too short for someone my age (69). If I was 20, I'd definitely wear it as a dress!

I was a little wary when I purchased this top. I loved it immediately when I opened the box and put it on. It is made of good quality material and very nicely decorated. It looks great with jeans or dress pants. I would love to purchase another one in a different color."
B0163CFZSK,"Warrior Alpaca Socks - Fancy Dress Socks - Designer Series""Shoshone"" Indian Alpaca Wool Socks - Unisex",Warrior Alpaca Socks,,$19.99,I love these socks. The feel and colors are wonderful. I have neuropathy due to cancer treatment and these socks are much more comfortable to wear than cotton or wool.
B0181SEKKI,"Hellomamma Womens Cap Sleeve V-Neck Plus Size Lace Bodycon Cocktail Party Dress (XXL, 028Purple)",EAST KNITTING,,,"stretchy and fits ok

love the fit and feel.

Run small by at least 2 sizes

Nice

Pretty and fits perfectly.

Cute dress but way too small.

Very comfortable

Fits perfect material great

Garbage, do not buy

This dress is very small there was no way I could use

Very cheap material, but what do you expect for something that I got for $8. It is very nice though. Fit is good. It is pretty.

I ordered the 3 x I'm 5 7"" 180 lbs and went with the sizing online. The lace on dress is raw edged so that might be a problem with some people but real nice color"
B00NHE2DLK,"BININBOX Women's New Korean Style Fake Two Pieces Floral Dress (M, Dark Green)",BININBOX,,,"worn this several time with many compliments! might not be superior quality, but its a fun dress!

the fit was not like in the picture, I'm 5'4 and 120 lbs and I got a medium, the sleeves were too short (that's probably why she has the sleeves rolled up which is how I had to wear it). The ruffly first layer was like 3 inches higher than on the model and when i washed it one time it went up 3 more inches.. not wearable for me anymore. pretty much wore it once and that's it. I would go up a size or two if you really like it. it also took a really long time to get here and smelled kinda weird. The pinkish spots that are all over it were I guess painted on, not what i was expecting. I thought those designs would have been part of the fabric itself, just dyed pink, (if that makes sense), the painted on design made it look cheap.

I am wearing it today. Love the color, looks so cute with green tights. So comfortable and warm."
