product_id,title,brand,category,price,review
B00MBWC10W,Active Basic Women's Basic Zip Up Hoodies,Active Products,,$16.69 - $43.99,"Good, but a bit small.

I love these sweatshirts. I like things fitted so I don't mind that they run small. I usually wear a small or extra small. Medium in this fits me well. They shrink a little bit when washed. I live in these and my yoga pants. :)

It's a nice, soft hoodie but the sizes are off.

They are really small but they are nice, just wish I had ordered a larger size."
B017155YMU,Gracie Jiu-Jitsu Academia Gracie BJJ French Terry Hoodie - Green - X-Large,Gracie Jiu-Jitsu,,,"Wife loves it as it is to small for me. I bought an XL, it was tight, but after the wash it was a large. I am 6'2 and 240, usually an XL is perfect. All GU clothing fit small."
B0176AG6D6,DJT Womens Oblique Zipper Slim Fit Hoodie Jacket X-Large Dark Grey,,,,"Love this jacket! Fast delivery, fit perfect and very nice/soft material!

XL and its to small...but, I washed and hung dried, so it's mine. Didn't wash well at all little fabric is full of pilling. Don't buy not a good value.

Sturdy construction but a bit snug. I won't be able to dry it. Bought a xl and fits more like a smaller large. Still pleased with purchase. Make sure to go one size up from your usual size.

I ordered x large cause I am pretty much all boob and that size didn't even fit.....

This jacket is super cozy and definitely keeps you warm. My only complaint is that the material is extremely sensitive. After one day of wearing is I got those annoying little balls of fuzz under my arms and at the cuffs of the sleeves. I did like the jacket enough that I bought another one in a different color thinking that chances are this jacket won't last long because of the material. I think the price it a little high for the quality.

Cute and comfortable. Based on other reviews, I ordered a size up, but when fully zipped I still feel it's a tad more snug than I would like.

Wear it all the time.

I ordered the xxxl because of some of rhe reviews. It is a comfortable fit i typically wear a large.

The fit is small and kind of odd, but overall it looks cute enough to wear. I am not going to return, but I wouldn't buy again.

I bought an XL and I'll 5,6 200 lbs that's what i buy anywhere. Sleeves are a bit long. But it fits ok. Not my favorite but i like it overall. Material is warm. I did expect it a bit heavier. But is ok.

Love it! It's exactly how it looks in the picture I have the dark gray one and it's perfect and it came quick! If you don't buy it your missing out.

I like the style - bought it off season so haven't worn it yet, but it runs very small -- as I believe other's have reviewed as well.

I love this jacket! It's perfect for those chilly mornings where you need something lighter than your winter coat and more than a light jacket. I love the diagonly zip and snug fit. It would be nice if it were a little longer but overall well worth the money.

This is a great hoodie! It's a bit smaller than expected though. But comfy! I had to return it because my preggo belly couldn't fit in it lol. I was looking for something baggy enough that I could wear during my 3rd trimester. They gave me my refund no problems! I'd buy from them again for sure :)

does not fit true to size. an XL is more like a Med.

Cute sweater but too small. I'm 5'7 and 150 lbs. the xl was too snug for me. The material doesn't seem like it would be very warm.

Love it! The reviews helped a lot with what to expect it is very comfortable

Super cute, lightweight sweatshirt. Too bad ran WAY TOO small.... Had to return it.

This is the largest size that they has and it is too small. Too small in chest area. Unable to zip it up. Seems as if it was made for teenage individuals.

Fits perfect!

To small not as thick as it looks on line."
B00RK6WYCO,"I'm Not Weird I'm A Unicorn, Kids Printed Hoodie - Hot Pink/White/Transfer 7-8 Years",Print Wear Clothing,,,The material is good cotton hoodie material. It is exactly what I expected and fits my daughter perfect. I was glad that the material wasn't extra thin and cheap as I suspected it would be. I have washed it a handful of times already and haven't noticed any fading.
B00LVVJ8QY,Superfs Women Warm Long Hoodies Sweater Fleece Wool Coat Jackt Leisure Cardigan,Superfs,,,"The quality was not good. It does not look like the ones that models are wearing in the pics.

Cheap looking and that plastic tie looked even cheaper. There are no belt loops so you just hang it around the hanger and maybe lose it.

I sent this jacket back. The material ""pilled"" with lots of little ""fur balls"" all over the place. Just did not seem high quality."
B01G43F6I2,"Womens Crochet Jacket With Hood Lace Athletic Jacket Gym Jacket Track JAcket Hoodie (Small, Grey)",Shop Pretty Girl,,,"Cute hoodie. Love the lace design on the front...adds some visual interest to a typically somewhat boring piece. I ordered the gray and it's a lovely color. The material is somewhat scratchy and stiff, which is why I deducted a star, but I am hoping it gets softer in the wash."
B01268TD24,Angelliu Women's Casual Long Sleeve Hoodies Angel Wings Sweater Coat Gray,Angelliu,,,the fabric feels a bit thin but it's a good hoodie besides the occasional lint pills that stick to the wings
B017LVPSYI,Bepei® Women's Long Sleeve Crewneck Tunic Sweatshirt String Hoodie Redwine M,,,,"shrank

Different than a regular ol' sweatshirt, and I bought two of them!

Not anywhere near a sweatshirt or long as it states they are , very misleading

The medium fit as expected. Not the highest quality item, but I will keep it and wear it with a pair of leggings.

It's a nice hoodie and the length is great, I got a medium and it's a little big but not bad, will definitely wear it more in spring

Quality-nicely made; neat seams; medium-weight; not stretchy/elastic; true color; not a lint magnet Comfortable-soft; sleeves to wrist; normal-sized hood; long length; low, roomy pocket (no hunching); tagless Washes and dries well Sizing-Slim fit. I ordered my usual size and am very happy with the fit which is not tight but leaves just enough room for moving comfortably (even after washing, it is fine). If you want a roomy hoody, or if you are ""hippy"" or ""busty"", order a size up.

It was bigger than I expected, but 100% cotton so I tried to shrink it, which helped a little. The sleeves are too short. It only looks good if I scrunch them up. It's pretty thin too. I guess I was expecting more of a sweatshirt thickness. Overall, I like it enough.

Is not very good quality

For the price this is a great shirt. It fits nicely with leggings. It is not very thick but it is warm enough to wear on a cool fall day.

The cut if the torso is short. It's more like a shirt thats just a tad longer. The material is thin. Fits skin tight. Just ok. Arrived sooner than amazon said it would."
B008FXOMFS,PattyBoutik Women's Hoodie Cable Knit Sweater Dress (Black L),,,,"This dress is cute. I really like the fit. It's super cute.

I bought the shorter version of this I liked it so much I went ahead and ordered this one so comfortable.

This dress is a very good quality. The fabric seems to be one that will hold its shape. Perfect weight for cooler Florida days.

This is a clingy sweater dress, not a baggy thing that hangs on you like a sack. This will show every curve you have. It's wonderfully sexy. And long and narrow, below the knee.

You can dress this up or down. Looks FANTASTIC! Hugs you in all the right places...I can't imagine this dress not looking great on just about anyone! Don't think twice about buying it.

I am 5'4.5"" and very curvy. My hips are at least a 40"" and I would say my waist is a 28"". I'm short~waisted too, somewhere between a size 8 and a 10. I ordered a Large. This dress is amazing. I don't like clothing that's too tight, so you could say this dress is looser on me, but it still shows my curves! If you didn't mind looking super sexy in a tight dress, you could go with the medium at my size. I'm impressed with the quality. I usually don't like cable knits but this is WARM and FLATTERING. Wish it came in navy and other dark colors. I will check back in to write how it held up in the wash. I love that there's enough neck room to wear a scarf. Will go great with any boots or shoes.

This brand never fails me. Fits perfectly. Long warm snuggly and sexy. Wish it came in more colors. I am hour glass.

I like the dress and would recommend it. It is a fitted style, perfect for the winter and I love the length.

The dress is juicy, just what I wanted. I saw a dress like it in a store about 10 yrs. ago, but it was $400 and I knew I could not afford it. I just wish it came in more colors I would buy every color. Very satisfied customer. The dress hugs your body and I wore with a pair of coach boots and pocketbook.

I love everything I buy at PattyBoutik. Things fit well and look just as the picture depicts.

very cute and comfortable. Just what I was looking for. Fast shipping! I am very happy and will be ordering more from PattyBoutik.

This is warm, soft, thick, good quality and sexy without revealing too much. Easy to dress up or down. Slinky feeling, not sleazy. Hugs curves. Love it!

Perfect for fall. Warn long practical. Looks good too

LOVE this dress!! Love Patty Boutik!!!

Great fit... everyone loved it

Boots or flats,it looks great with either!

One of my favorite dresses, can't beat it's comfortability, and it's stylish too!

Love it!

Nobody can't wear this dress! That's a double negative for a double positive dress. Order your size by their measurements, and the dress will look amazing. Or shimmy your curves into a size smaller than yesterday and you look amazing. It makes you feel comfy and elegant and sexy. But Don't Freak when you open the bag. It's that kind of fabric that starts small but is meant to be filled out a bit. Or a lot. What can I say? I believe this dress is a little bit magical but that sounds silly. Great quality for a price that makes sense.

This dress is so comfortable. It's like wearing a blanket.

I have read all the reviews here and the positive ones are correct! This is an amazing dress! Comfortable and super sexy without being obnoxious!! Thank you

Bought in both colors, fit is perfect at one size bigger I'm usually a M got a L

My favorite! It cost more because the quality is exceptional . I got it in both colors!

This dress is amazing. Fits great and is very flattering. Very comfortably. I love this dress. Very well made. I will be shopping for other great finds from the PattyBoutik collecton.

Why did I wait so long to buy this dress? Maybe because sweater dresses typically make me feel like I'm burning up and don't do a lot for me. Well, the reviews are right, this dress is awesome. It was a toss up for me if I should get a medium or large based on people's reviews. I'm a size 10 and decided to just use the size chart which recommend"
B01C3A7ER6,Colored Organics Boys' or Girls' Unisex Organic Lightweight Fleece Raglan Hoodie 2T Grey,,,,"Very, very soft. Hasn't shrunk (machine wash and dry). Fits as expected. Good zipper. Light weight.

Nice weight little jacket to have on hand for the grandkids."
