movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0028057,3005,The Old Mill Pond,1936,8,"Animation,Music,Short",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Add to the list of caricatures: a Southern preacher and ""congregation,"" a torch singer (Sophie Tucker?), a dancing chorus, and The Mills Brothers -- it only makes it worse.  Contemptible burlesques of ""Negro"" performers, who themselves ofte",Included: structured and semantic conditions match.
tt0046183,3952,Peter Pan,1953,77,"Adventure,Animation,Family",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This movie makes Peter an elf in Robin Hood costume instead of a human boy in probably-not-Robin-Hood-costume and ignores all the persona features in him that really matter. This movie makes Wendy a babbling idiot. And poor Captain Hook a T,Excluded by semantic condition.
tt0067280,2392,Journey Back to Oz,1972,88,"Adventure,Animation,Comedy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"My kids picked this out at the video store...it's great to hear Liza as Dorothy cause she sounds just like her mom. But there are too many bad songs, and the animation is pretty crude compared to other cartoons of that time.",Excluded by semantic condition.
tt0077869,2230,The Lord of the Rings,1978,132,"Adventure,Animation,Fantasy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I cant describe how terrible this movie is. Am i the only one here who finds the way its animated totaly disgusting? The Men of Rohan look 100% fake with their poorly colored hair, that doesnt even come close to matching what the actors loo",Excluded by semantic condition.
tt0078480,1092,Watership Down,1978,92,"Adventure,Animation,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Probable reasons why so many people on this site have enjoyed this:  1. They might not have read the book. 2. They might enjoy gore and violence in a film. 3. They might be very young and therefore not understand the violence. 4. People mig,Excluded by semantic condition.
tt0086817,1616,Transformers,1984,30,"Action,Adventure,Animation",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Overrated and only for those people in their 20's whom wear particularly thick rose tinted glasses, who never actually saw it in the first place because they were to young. Awful animation, dialogue and a tired narrative. A real product of ",Excluded by semantic condition.
tt0087544,3108,Nausicaä of the Valley of the Wind,1984,117,"Adventure,Animation,Sci-Fi",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I am partly a fan of Miyazaki's work. I say ""partly"" because most of his films fall into two categories: brilliant, and boring. Sadly this film falls into the later category.  This film suffers from the same fundamental problems as Miyazaki",Excluded by semantic condition.
tt0090799,2091,Care Bears Movie II: A New Generation,1986,76,"Adventure,Animation,Comedy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the aged VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear a",Excluded by semantic condition.
tt0091862,4196,Robotech: The Movie,1986,87,"Action,Animation,Music",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This is an hybrid creature born at Carl Macek mind. With Robotech the second generation (Robotech Masters) and Megazone 23 into one miserable movie, that have no logic! The story is very, very bad, and you cannot forgive the action of Megaz",Excluded by semantic condition.
tt0096866,4297,The BFG,1989,91,"Adventure,Animation,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"The BFG is one of Roald Dahl's most cherished books, but in this animated adaptation the magic just isn't there. This version remains pretty faithful to Dahl's original story so one can't lay the blame on John Hambley's script. If anything ",Included: structured and semantic conditions match.
tt0096880,1895,Balance,1989,7,"Animation,Drama,Short",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This film was the recipient of the 1990 Academy award for Best Animated Short Film. Over the last few weeks, I have seen dozens of the nominees and recipients of this award from the last 30 years and I really think that this film might just",Included: structured and semantic conditions match.
tt0104534,4286,"It's Christmastime Again, Charlie Brown",1992,23,"Animation,Comedy,Family",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This does give away some of the plot, by the way. A Charlie Brown Christmas is one of those timeless classics that teach you the value Christmas and just enjoying the holiday. This, however, does not. It tries to capture the emotion of A Ch",Included: structured and semantic conditions match.
tt0110763,1166,The Pagemaster,1994,75,"Adventure,Animation,Comedy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"There is a really good movie lurking just beneath the surface of the layers upon layers of cheese that is ""the Pagemaster"".  I found this out when I watched this again this morning after neglecting it for years and years. I remember hating ",Excluded by semantic condition.
tt0112159,1858,Neon Genesis Evangelion,1995,24,"Action,Animation,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Contrary to most other commentators, I deeply hate this series.  It starts out looking interesting, with mysterious aliens and giant robots, and I kept my hopes up until the very last episode. At the end of it, I still didn't understand wha",Excluded by semantic condition.
tt0118266,1225,The New Batman Adventures,1997,30,"Action,Adventure,Animation",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"If this series supposed to be an improvement over Batman - The Animated Series, I, for one, think it failed terribly. The character drawing is lousy... (Catwoman, for instance, looks awful...) But what really annoyed me is that it made Batm",Excluded by semantic condition.
tt0144608,2925,Sinbad: Beyond the Veil of Mists,2000,85,"Action,Adventure,Animation",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This movie is not only boring, it is also really badly done. The graphics are so bad, they are not even second rate - they are dreadful. The characters do not show any facial expresssions, the voice acting is empty and without any soul, and",Excluded by semantic condition.
tt0154604,3085,The Home Front,1943,4,"Animation,Short",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Frank Tashlin's 'The Home Front' is one of the more lifeless Private Snafu shorts, a series of cartoons made as instructional films for the military. Rather than have Snafu take some inadvisable actions leading to disaster, 'The Home Front'",Excluded by semantic condition.
tt0166813,1438,Spirit: Stallion of the Cimarron,2002,83,"Adventure,Animation,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Here's the good news first. ""Spirit"" is the most visually incredible animated film in current home theater release. The artwork and effects are revolutionary, and I recommend that you give this movie a look by virtue of the visuals alone.  ",Excluded by semantic condition.
tt0166948,4825,The Adventures of the American Rabbit,1986,85,"Action,Adventure,Animation",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Imagine turning the American national anthem into a cartoon. Throw in a couple of cute animals, some terrible puns and a pair of roller skates and you'd find yourself with almost an exact replica of this film.  I remember seeing this when I",Excluded by semantic condition.
tt0167285,3350,The Mind's Eye,1990,40,"Animation,Short",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This movie was strange... I watched it while ingesting a quarter of psilcybe cubensis (mushrooms). It was really weird. Im pretty sure you are supposed to watch it high, but mushrooms weren't enough. I couldn't stop laughing.. maybe lsd wou",Included: structured and semantic conditions match.
tt0169414,2706,Arthur,1996,30,"Adventure,Animation,Comedy",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This programme bugs me! There is no humour to it and is far too serious to be called ""fun""! It's just far too educational for my liking! The characters are very stereotyped and unappealing. The plots are redundant and the morals are just re",Included: structured and semantic conditions match.
tt0235918,2947,The Fairly OddParents,2001,30,"Adventure,Animation,Comedy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I really hate this retarded show, it SUCKS! big time, and personally I think it is insulting to fairy kind (if you believe in fairies that is); I mean the people who had come up with such crap 'ought to have their heads examine huh? and als",Excluded by semantic condition.
tt0262333,812,Chronopolis,1982,52,"Animation,Drama,Fantasy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Not that I want to be mean but this movie really surprised me a lot. During the whole film, I was like...erm...what is this movie all about? I don't get the animations at all. Probably this movie will only be suitable for those who belongs ",Excluded by semantic condition.
tt0293849,2722,The Little Polar Bear,2001,78,"Adventure,Animation,Family",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This could be a cute movie for kids My grandson watched it once. he was watching it a second time I was watching some of it with him.  When the little bear gets lost on the ice burg and he is in the water he is trying to get to a piece of i,Excluded by semantic condition.
tt0311618,2280,A Tree of Palme,2002,130,"Adventure,Animation,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"The teasers for Tree of Palme try to pass it off as a sort of allegory for a fairy tale with actual meaning, then immediately start raving about the animation. I should have known what that meant.  The main character, Palme, is a good examp",Included: structured and semantic conditions match.
