movie_id,title,ground_truth,annotation_rationale,evidence_excerpt
tt0070723,Soylent Green,1,Included: structured and semantic conditions match.,"I saw Soylent Green back in 1973 when it was first released and maybe another eight times over the years on T.V. or video. It was always one of my favorite sci-fi and/or Charlton Heston films.  Recently, the Egyptian theater in L.A. had a t"
tt0080661,Dressed to Kill,1,Included: structured and semantic conditions match.,"i just finished watching Dressed to Kill,which is written and directed by Brian De Palma.the DVD had both the""R"" rated version and the unrated version.i chose the unrated version.since i have yet to view the ""R"" rated version,i can't be com"
tt0082279,The Dorm That Dripped Blood,1,Included: structured and semantic conditions match.,I'm not looking for quality; I'm just trying to get through the 74 famous video nasties that were banned in Britain. This one was initially banned and re-released in 2001 with a whole 10 seconds cut.  Some college kids spend their Christmas
tt0084133,The Incubus,1,Included: structured and semantic conditions match.,"I've finally seen THE INCUBUS after waiting 20 something odd years to see it and well, it surely wasn't worth waiting all this time to see it. THE INCUBUS is strictly by-the-number horror film: unseen killer/monster is raping and murdering "
tt0114746,12 Monkeys,1,Included: structured and semantic conditions match.,Terry Gilliam's and David Peoples' teamed up to create one of the most intelligent and creative science fiction movies of the '90's. People's proved a screenplay with bizarre twists and fantastic ideas about the nature of time  I especiall
tt0119196,The Gingerbread Man,1,Included: structured and semantic conditions match.,"There is not a single sympathetic character in this entire movie. Is it the lawyer played by Kenneth Branagh that we're supposed to be pulling for? Well, let's see -- we learn he's a sleazebag defense attorney who gets criminals off on tech"
tt0120620,Brokedown Palace,1,Included: structured and semantic conditions match.,"Two adventurous teenagers, best friends, take a trip to Thailand for one last experience before separating and going off to college. It seems like a fun time of touring an exotic land, until they meet an attractive stranger who seduces them"
tt0242998,Valentine,1,Included: structured and semantic conditions match.,"What an awesome movie! It was very scary, great acting, well-written, nice plot twists, interesting characters, very good direction, and a surprise ending that will leave you with a smile on your face. This is one popcorn horror flick that "
tt0314204,Creature Unknown,1,Included: structured and semantic conditions match.,"Really a terrible movie. It's to be expected, though. Clearly a low budget: nothing all that innovative, an actress (if you can call what she does ""acting"") who always has roles with nudity in a shower scene, a man in a reptile suit almost "
tt0430912,Basic Instinct 2,1,Included: structured and semantic conditions match.,I have no idea what people are complaining about. I saw this movie yesterday and I really liked it. Stone once again delivered a great character. She was just as good as she was in the first Basic Instinct. She still has those smart but tri
tt0492754,Salvage,1,Included: structured and semantic conditions match.,Salvage: 4 out of 10. Groundhog Day meets a Christian Coalition horror film. Okay maybe it's not that bad. But it is close.  Claire (played by Alicia Silverstonesque Lauren Currie Lewis) is stalked and possibly killed by a serial killer (Ch
tt0814314,Seven Pounds,1,Included: structured and semantic conditions match.,"First, I did like this film. It was well acted by all.  However, I don't understand comments I hear from people about a surprise ending. I knew nothing about this movie going in except a few ""gotta-see"" recommendations, but I knew where the"
