movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0024605,160,The Sphinx,1933,64,"Adventure,Crime,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Another of many nearly forgotten movies cranked out by Poverty Row in the 1930's, resurrected by the magic of DVD.  Starring stock Universal player Lionel Atwill (often a supporting actor in numerous Frankenstein movies) as a pair of twins ",Excluded by semantic condition.
tt0034328,293,Two-Faced Woman,1941,90,"Comedy,Mystery,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"It seems a shame that Greta Garbo ended her illustrious career at the age of 36 with this ridiculous mistaken-identity marital romp. Coming off the success of her first romantic comedy, Ernst Lubitsch's masterful ""Ninotchka"" (1939), where s",Excluded by semantic condition.
tt0062032,47,Succubus,1968,79,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I've come to realise from watching Euro horror, especially films made by cult luminary Jess Franco, that you can't expect a plot that makes much sense. However, Franco has gone overboard with this film; and despite a surreal atmosphere, and",Excluded by semantic condition.
tt0070723,24027,Soylent Green,1973,97,"Crime,Mystery,Sci-Fi",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I saw Soylent Green back in 1973 when it was first released and maybe another eight times over the years on T.V. or video. It was always one of my favorite sci-fi and/or Charlton Heston films.  Recently, the Egyptian theater in L.A. had a t",Included: structured and semantic conditions match.
tt0074331,250,Old Fashioned Murder,1976,72,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Curiously, Season 6 of the Columbo series contained only three episodes and there is very little evidence of quality in at least two of the scripts, based on this outing for the ""man-in-the-mac"" and also ""Fade into Murder"".  Furthermore, it",Excluded by semantic condition.
tt0080661,17595,Dressed to Kill,1980,104,"Crime,Drama,Mystery",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"i just finished watching Dressed to Kill,which is written and directed by Brian De Palma.the DVD had both the""R"" rated version and the unrated version.i chose the unrated version.since i have yet to view the ""R"" rated version,i can't be com",Included: structured and semantic conditions match.
tt0082279,6785,The Dorm That Dripped Blood,1982,88,"Horror,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,I'm not looking for quality; I'm just trying to get through the 74 famous video nasties that were banned in Britain. This one was initially banned and re-released in 2001 with a whole 10 seconds cut.  Some college kids spend their Christmas,Included: structured and semantic conditions match.
tt0084133,9640,The Incubus,1981,93,"Horror,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I've finally seen THE INCUBUS after waiting 20 something odd years to see it and well, it surely wasn't worth waiting all this time to see it. THE INCUBUS is strictly by-the-number horror film: unseen killer/monster is raping and murdering ",Included: structured and semantic conditions match.
tt0099173,10,Brain Dead,1990,85,"Horror,Mystery,Sci-Fi",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I felt brain dead, I'll tell you. This is the worst film I have ever bought. (in my ignorance I thought this was the Peter Jackson film of the same name). The performances are so terrible they are laughable. The special effects have not sto",Excluded by semantic condition.
tt0114736,249,True Crime,1995,94,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This film was so predictable, that during the entire time you're hoping that the obvious suspect is innocent, and there's some other big twist still coming. However... it doesn't. He just continues to act creepy, and she continues to ignore",Excluded by semantic condition.
tt0114746,22410,12 Monkeys,1995,129,"Mystery,Sci-Fi,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,Terry Gilliam's and David Peoples' teamed up to create one of the most intelligent and creative science fiction movies of the '90's. People's proved a screenplay with bizarre twists and fantastic ideas about the nature of time  I especiall,Included: structured and semantic conditions match.
tt0119196,6038,The Gingerbread Man,1998,114,"Crime,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"There is not a single sympathetic character in this entire movie. Is it the lawyer played by Kenneth Branagh that we're supposed to be pulling for? Well, let's see -- we learn he's a sleazebag defense attorney who gets criminals off on tech",Included: structured and semantic conditions match.
tt0119210,210,Switchback,1997,118,"Crime,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"For me, this movie just seemed to fall on its face. The main problem for me was the casting of Glover as a serial killer. I don't know whether this grows out of type-casting or simply his demeanor, but I doubt Glover could ever portray a co",Excluded by semantic condition.
tt0120620,22435,Brokedown Palace,1999,100,"Drama,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Two adventurous teenagers, best friends, take a trip to Thailand for one last experience before separating and going off to college. It seems like a fun time of touring an exotic land, until they meet an attractive stranger who seduces them",Included: structured and semantic conditions match.
tt0125510,229,Splatter University,1984,78,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"the cover of the box makes this movie look really good, don't be fooled. splatter university came out in 1984 which was the last good year for horror, but this movie sucks. the characters are so annoying. only the teacher is cool. there is ",Excluded by semantic condition.
tt0144191,108,A Face in the Fog,1936,61,"Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"From the awful death scenes to guns that fire without making sounds to a character called the Fiend. It's all tiresome, slow moving, unimaginative drivel. It was OK seeing the guy with the cape and the hunchback lurking around. Visually it ",Excluded by semantic condition.
tt0145531,14,Stigmata,1999,103,"Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I find it hard to believe that anyone would put this movie in the same context as the Exorcist. Where the Exorcist was subtle and creepy, Stigmata was blunt, clumsy, and way too formulaic.  This is one of the most visually beautiful films I",Excluded by semantic condition.
tt0163069,211,Losing Control,1998,93,"Mystery,Romance,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Well, I like to be honest with all the audiences that I bought it because of Kira's sex scenes, but unfortunately I did not see much of them. All sex scenes were short and done in haphazard manner along with all the weird and corny backgrou",Excluded by semantic condition.
tt0171363,6,The Haunting,1999,113,"Fantasy,Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Effect(s) without cause is generally not possible in the real world but in the world of Hollywood remakes, not only is it possible, it's required. The Haunting has been given the computer treatment courtesy of a 1st-class cinematographer-tu",Excluded by semantic condition.
tt0218619,12,Soul Survivors,2001,84,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Inept, boring, and incoherent supernatural ""thriller"" in which college student Cassie (Melissa Sagemiller) is the constant victim of hallucinations and nightmares after a car accident claims the life of her boyfriend Sean (Casey Affleck).  ",Excluded by semantic condition.
tt0242798,201,Proximity,2001,100,"Action,Crime,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"That is the only thing I can positive to say about this movie. Cleveland is the star, I've been there and never saw the city look this good. Beautiful river and cityscapes.  This movie moves ahead at such a pace they hope you won't notice t",Excluded by semantic condition.
tt0242998,14517,Valentine,2001,96,"Horror,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"What an awesome movie! It was very scary, great acting, well-written, nice plot twists, interesting characters, very good direction, and a surprise ending that will leave you with a smile on your face. This is one popcorn horror flick that ",Included: structured and semantic conditions match.
tt0274711,131,People I Know,2002,100,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Saw this movie in an early preview, and I cannot stress enough how bad I thought this film was. From the very beginning, the audience was groaning over Pacino's awful southern accent. Poor Al looked really, really haggard, and I can't decid",Excluded by semantic condition.
tt0288243,281,Taboo,2002,80,"Drama,Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The movie has the longest, most tortured and agonized ending of any movie I've seen in a long time. Unfortunately it starts right after the opening credits. January Jones gives such a wooden performance, I was surprised she didn't go up in ",Excluded by semantic condition.
tt0314204,4539,Creature Unknown,2004,79,"Horror,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Really a terrible movie. It's to be expected, though. Clearly a low budget: nothing all that innovative, an actress (if you can call what she does ""acting"") who always has roles with nudity in a shower scene, a man in a reptile suit almost ",Included: structured and semantic conditions match.
tt0329334,268,Bleed,2002,82,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"A killer, wearing a plastic white mask and black overcoat, is killing the friends of Hollywood producer Shawn Banning(Danny Wolske)who inherited his position when someone sliced open his former employer from crotch to chest. Perhaps the psy",Excluded by semantic condition.
tt0329934,269,Sue Thomas: F.B.Eye,2002,60,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"When watching this show you are not quite sure whether it is the story or the acting that is more annoying. First of all, the storyline of each episode is very predictable, the writers must have used every cliché possible, you can guess not",Excluded by semantic condition.
tt0346156,184,Sky Captain and the World of Tomorrow,2004,106,"Action,Adventure,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Sky Captain is possibly the best awful movie I've seen in a long while. Rife with amazing CG and special effects, studded with an A-list cast (Jude Law, Gwyneth Paltrow, Angelina Jolie and the infinitely likable Giovanni Ribisi) and racing ",Excluded by semantic condition.
tt0366292,152,One Missed Call,2003,112,"Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Acclaimed Japanese director Takashi Miike can't seem to get the wheels moving with this torpid thriller, an adaptation of Yasushi Akimoto's book concerning an evil old woman (and child abuser!) who is part of a new urban legend: if your cel",Excluded by semantic condition.
tt0375210,60,White Noise,2005,101,"Drama,Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Absolutely one of the worst movies of the year. The plot is ridiculous, the characters poorly developed, and the premise irritatingly stupid. It all begins when Michael Keaton, fresh off of doing nothing noteworthy since Batman, loses his b",Excluded by semantic condition.
tt0430912,15359,Basic Instinct 2,2006,114,"Drama,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,I have no idea what people are complaining about. I saw this movie yesterday and I really liked it. Stone once again delivered a great character. She was just as good as she was in the first Basic Instinct. She still has those smart but tri,Included: structured and semantic conditions match.
tt0450345,309,The Wicker Man,2006,102,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The Wicker Man Has Done The Impossible! It replaced Cat Woman as the worst recent movie in my steel trap cinema mind. YES it's really that bad. So bad that when sitting down to write this review I thought to myself ""If I had a choice to eit",Excluded by semantic condition.
tt0450385,271,1408,2007,104,"Fantasy,Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I don't see what everyone liked about this movie. The set-up was too long and talky, and when it was done, the main character remained as flat and opaque as he had been in the first scene. After the film finally got Cusack into the eponymou",Excluded by semantic condition.
tt0475937,101,The Abandoned,2006,99,"Horror,Mystery,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This movie is simply not worth the time or money spent. Full of clichés and a plot that makes absolutely no sense ! I cant believe that so many people have given this awful movie a 10. My guess is they are stooges of the movie maker.   If I,Excluded by semantic condition.
tt0492754,9744,Salvage,2006,80,"Horror,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,Salvage: 4 out of 10. Groundhog Day meets a Christian Coalition horror film. Okay maybe it's not that bad. But it is close.  Claire (played by Alicia Silverstonesque Lauren Currie Lewis) is stalked and possibly killed by a serial killer (Ch,Included: structured and semantic conditions match.
tt0759604,291,Out of Sight,2006,88,"Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The story is very trustworthy and powerful. The technical side of the movie is quite fine.. even the directing of it. The main problem is with the castings, that turned that movie into almost another local and regular cliché with a great la",Excluded by semantic condition.
tt0783608,65,The Walker,2007,108,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The film is bad. There is no other way to say it. The story is weak and outdated, especially for this country. I don't think most people know what a ""walker"" is or will really care. I felt as if I was watching a movie from the 70's. The sub",Excluded by semantic condition.
tt0814314,24660,Seven Pounds,2008,123,"Drama,Mystery,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"First, I did like this film. It was well acted by all.  However, I don't understand comments I hear from people about a surprise ending. I knew nothing about this movie going in except a few ""gotta-see"" recommendations, but I knew where the",Included: structured and semantic conditions match.
tt0840094,84,Five Days,2007,60,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"If you don't mind having your emotions toyed with, then you won't mind this movie. On the other hand, if you enjoy British crime mysteries, following clues and seeing how they all logically fall into place at the end, you'll be very disappo",Excluded by semantic condition.
tt0857265,213,Sleuth,2007,88,"Crime,Drama,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Harold Pinter rewrites Anthony Schaeffer's classic play about a man going to visit the husband of his lover and having it all go sideways. The original film starred Laurence Olivier and Michael Caine. Caine has the Olivier role in this vers,Excluded by semantic condition.
tt0026273,28,The Desert Trail,1935,54,Western,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Falsely accused, skirt-chasing chums John Wayne (as John Scott) and Eddy Chandler (as Kansas Charlie) change identities to become ""Alias Smith and Jones"". Mr. Wayne becomes ""John Jones"". Mr. Chandler's is supposed to be ""Rev. Smith"", but Wa",Excluded by structured conditions.
tt0026529,14454,The Informer,1935,91,"Crime,Drama",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"Maybe it's because I looked up the history of the Irish troubles in the 1920s and then the sad Civil War that engulfed the Free State after the signing of the treaty before watching this movie. Anyway, the sudden turn at the end brought tea",Excluded by structured conditions.
