id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000BMIA4U,True,True,expensive,,
B000KPVPD6,True,False,expensive,,
B001B2WLFI,True,True,expensive,,
B001W3KZQS,True,False,expensive,,
B002D4E8MW,True,False,expensive,,
B003VMTH7G,True,False,expensive,,
B0053JT13A,True,False,expensive,,
B005FD4E5Y,True,False,expensive,,
B009ETY6YY,True,True,expensive,,
B009VJV262,True,False,expensive,,
B00BH07U2I,True,True,expensive,,
B00C3CNEBA,True,True,expensive,,
B00DGXVQEC,True,False,expensive,,
B00E6FVT3C,True,False,expensive,,
B00E9ASWS4,True,False,expensive,,
B00I2GXYW0,True,False,expensive,,
B00JVL6KIK,True,True,expensive,,
B00JZ6B2WU,True,False,expensive,,
B00K58ZCY6,True,False,expensive,,
B00KMR6RY4,True,True,expensive,,
B00KWTDF42,True,False,expensive,,
B00NB0DIP0,True,False,expensive,,
B00NP9YQTE,True,False,expensive,,
B00NWN1FJ2,True,True,expensive,,
B00O9X2N68,True,False,expensive,,
B00OT69HSW,True,True,expensive,,
B00OURNH6S,True,True,expensive,,
B00OWK9NPM,True,True,expensive,,
B00QGQIX92,True,False,expensive,,
B00QQ9448S,True,False,expensive,,
B00TPK00XS,True,False,expensive,,
B00TPK047K,True,True,expensive,,
B00VNBH26A,True,True,expensive,,
B00VSC580G,True,True,expensive,,
B00X40I2G2,True,True,expensive,,
B00X7DHG3Q,True,False,expensive,,
B00XKTH19Q,True,True,expensive,,
B00Y2GDFKK,True,False,expensive,,
B011HY0PQQ,True,True,expensive,,
B0144WZTNW,True,True,expensive,,
B014ZZ0ZNM,True,True,expensive,,
B015K81ZZ0,True,False,expensive,,
B015MTR6M8,True,False,expensive,,
B015NXWGH8,True,False,expensive,,
B015OTNIWS,True,False,expensive,,
B015Q0JVBM,True,False,expensive,,
B017Z4E9IW,True,False,expensive,,
B019XDUG3U,True,False,expensive,,
B01F9B7UKC,True,False,expensive,,
B01G5ADF28,True,False,expensive,,
