product_id,title,brand,category,price
B01988BFSU,VK Women Rose Print Lace Chiffon Scarf Shawl Wrap Cappa Muffler Black,Vk,,$4.22
B01G0G3RL6,Lightweight Spring Infinity Loop Scarf(Yellow),A&A AOSHAN,,
B01H0BN0ZS,"Celtic Knot Scarf 70"" x 14"" Eire Green Wool & Chenille",Calzeat of Scotland,,
B00MS58EH6,Sheep Print Design Scarves for Women Lightweight Large Size Scarf (Denim blue),Unknown,,
B00J8AH3FS,Womens Scarf Soft Sheer Style C-Green,AM CLOTHES,,
B00BA1KHUG,fashion2100 Fabulous Large Soft Double Layer Jacquard Paisley Print Pashmina Scarf Shawl,SERENITA,,$10.99
B00PRRKF4C,"Simplicity Unisex Soft Knit Dual Tone Infinity Loop Scarf, Dark/Light Grey",,,
B00M2CX9KC,"Simplicity Soft Crochet Knit Warm Winter Infinity Circle Scarf , Dark Gold",,,
B00GB5KEIQ,Elegant Solid Color Pashmina Scarf (Teal Green),boxed-gifts,,
B015K193WY,Sumolux Winter Kids Warm Fox Animal Hats Knitted Coif Hood Scarf Beanies for Autumn Winter,Sumolux,,$16.99
B016COE8M8,"Women's Tunic Top Set - Teal Lace Three Piece Outfit - Shirt, Vest, And Scarf - Large",CATALOG CLASSICS,,
B0161N65M6,Belle Donne Women's Trendy Soft Houndstooth Square Shawl Scarf - Black Grass Green,Belle Donne,,
B00A2CN9NQ,FUR ANIMAL HATS HOODS CAT KITTY PINK WITH MITTENS UNISEX GLOVES SCARF WITH PAWS,CHIC&COZY FUR Black kitty Cat,,$18.95
B00OZA0ITY,Dark Purple Long Fabric Resin Pendant Shawl Scarf Necklace H95K09,,,
B00NUGDE4U,HUE21 Women's Thick Cable Knit Infinity Scarf One Size Grey,,,
B01GJC2BJA,Ammazona Fashion Women's handmade lace peacock scarves Chiffon Scarf Long Soft Wrap Shawl Stole Gift (A),Ammazona,,
B00FGFQ7SI,Basico Gorgeous Graphic Stylish Print Pattern Scarf Shawl Stripe 003,LUXXY,,
B00P7RDZM6,Fashion Winter Warm Girls Wool Hat/Scarf Set Women Knitted Hats Scarf White,Chericom Store-Hat,,$27.91
B005Z6CEE4,Aris A Velvet Silk Beaded Floral Square Scarf in Black,Aris A.,,
B016CX7ZEC,Ysiop Men Cashmere Solid Cozy Scarf and Hat Set for Winter Cyan,Ysiop,,
B014779X3Q,Boys Spongebob Square Pants Two Piece Set New Kids Hat And Scarf Winter Set,Exciteclothing,,
B00QNESUIQ,"Simplicity Children Winter Knitted Warm Gloves Scarf Hat Set,Red",,,
B00O4BZELG,"Caramel Cantina 4 Pack Soft Chevron Infinity Scarf (One Size, Brown Eyed Girl)",Cotton Cantina,,
B008UWO2Q8,Elegant Solid Color Crinkled Scarf With Silver Motif Cobalt Blue,,,
B00WZZKP4O,SHOLDIT Clutch Wrap - Scarf That's a Purse - Hidden Zipper Pocket - Basic Earth Sunrise Gold,Sholdit,,$22.95
B017YTPEOQ,Womens 3 in 1 Scarf & Pashmina & Blanket. Pure Cashmere/ Fleece Long Warm Fashion Scarves Shawls Wraps. Super Soft Luxurious Classic with Rich Vibrant Colors in Winter. (Grey),Ladislo,,
B01BWMIWT0,Langforth Sheer Soft Light Weight 100% Polyester Daisy Flower Print Tube Infinity Scarf Gray Valentine's Mother's Day Gift Ideas,Langforth,,
B00Q4TG5WI,FINEJO Women's Winter Faux Fur Collar Scarf Shawl Wraps Shrug Neck Warmer Stole,,,
B010NEP9P8,"DG Fashion 35"" Silk Like Neckerchief Women's Big Square Hair Scarf",DG Fashion,,
B0187Q959A,William Rast Men's Cable Knit Scarf O/S Navy,,,
B00GNJBCWM,Winter Chunky Crochet Bubble V Knit Long Ski Circle Loop Infinity Scarf Gray,SK Hat shop,,
B00RD5RFNA,Best Winter Hats Women's Solid Color Cable & Rib Stitch Knit Infinity Scarf (One Size) - Black,Best Winter Hats,,
B00JKPD0FS,Purple Box Jewelry Large 4th of July USA Flag Scarf,Jay&Amy's,,
B0192OT2CG,Lady Girls Cute Pug Dog Pattern Long Voile Scarf (Light Blue),Sankuwen,,$4.99
B00JSABFAC,Light Thin Sailor Yacht Anchor Striped Spring Summer Scarf Oblong Loop Tie Black,,,
B00P65DT02,"Leegoal(TM) Cotton and Linen Crinkle Long Scarf Shawl for Women ,Green",Leegoal,,
B00P606F26,FINEJO Women Long Knitted Tassel Edge Sweater Poncho Cape Scarf Shawl Wrap R,,,
B00OUL75RQ,Nanxson(TM) Oversized Lightweight Elegant Scarf Wrap Shawl Scarves WJ0023,Nanxson,,
B00XVDKKWQ,Lina & Lily Giraffe Animal Print Women's Large Scarf Shawl (Gray with White),Lina & Lily,,
B018NAB0DY,Fashion Women Winter Warm Knit Long Scarf Tassels Shawl Infinity & Straight,HOFISH,,
B00P65DQ3W,"Leegoal(TM) Cotton and Linen Crinkle Long Scarf Shawl for Women ,Lignt Pink",Leegoal,,
B017RFQLHG,"Glamorous Fashion Scarf - Red, White & Black Checks - 27"" x 70""",Glamorous,,$16.49
B012R58HX2,DH-MS Dress Women Silk Scarf Soft Fashion Necktie Cappa Monolayer Muffler Grey,DH-MS Dress,,
B00EZG2RZ6,SethRoberts-Striped or Plaid Cashmere Feel Men's Winter Scarf (Black and Grey and Off-White),SethRoberts,,
B00C2S6SQ8,6pcs Metal Scarf Bails Tubes Floral Bails Slides For Hang On Scarf Pendants Accessory,Fashion Jewelry,,
B00U6CC9EM,Hip Hop 50s Shop Vintage Style Sheer Chiffon Scarf (teal),Hip Hop 50s Shop,,
B016V4WAAG,Versace IT00634 ROYAL Royal Blue 100% Wool Mens Scarf,Versace,,
B00O98K4FU,Black/Hot Pink Leopard Print 100% Cashmere Winter Scarf,Zeckos,,
B0193HMHI8,"Michael Kors Striped Logo Jacquard Muffler Scarf, Black/ Grey",MICHAEL Michael Kors,,$48.99
B014Z9J430,Marvel Comics Kawaii All Over Print Viscose Scarf,,,
B01EA6W1V0,FXL Women Sleeveless Sexy Rainbow Striped Long Dress As Picture XS,FXL,,
B01H1VGTQO,"Flymall Women's Floral Printed Halter Two Piece Tankini (S, Light Blue)",Flymall,,
B009IIK9K6,"Womens Turn up Waist Long Maxi Skirt (US 6/8 (UK8/10), MOCHA)",VIP BOUTIQUE,,$2.00
B00JW0F05E,BMC Firebrick Red Denim Multi Zipper Pocket Oversized Lined Fashion Handbag Satchel Shopper Tote,b.m.c,,
B0179H7LQW,Aisport Yellow V Vendetta Mask Guy Fawkes Masquerade,Sport AI,,
B01ENK56UQ,KaKing Women's Loose Casual batwing tops Tee shirt Blouse Tops,KaKing,,
B00VH1QIFM,"Healing Crystals India Labradorite Irregular Shape Stones, 7 Piece",Healing Crystals India,,
B00W1JN3BQ,Janecrafts Women Short Sleeve Print 2 Pieces Outfit Crop Top+short Pants Jumpsuit,Janecrafts,,
B00ZQ7K4X0,"Beachcoco Women's Maternity Sleeveless Maxi Empire Waist Geo Printed Tank Dress (L, Coral)",Beachcoco,,
B00ZC70YZC,FUNOC Women/Lady Backless Casual Long Sleeve Lace Blouse T-Shirt Top,FUNOC,,
B019E0UPEM,Women's Formal Turn Down Collar Long Sleeve Pencil Evening Business Dress Medium Black,Aiyou,,
B01FZ00NVU,"Aitada Women Sexy Sleeveless Camis Crop Top Cartoon Cross Halter Top Tanks Tops (One size, 04)",Aitada,,
B00JLCP4KO,IBEAUTY DRESS Embroidery One Shoulder Plus Size Maxi Evening Dress E7784 WZ1035 US 8,IBEAUTY DRESS,,
B01GR9GNCG,"ALoveSoul Fashion Gift Dandelion Seed Wish Glass Globe Pendant Necklace,Round 23.62''",,,
B00UR9KZ7M,"SheIn Women's Street Flare Pleated Blue Midi Skirt(L, Blue)",,,
B019OLD7GE,"Polovi Women Swimsuit Halter Push Up Bandage Bikini Brazilian Exotic 15312A0, US8-10, Beige",Polovi,,
B003V2MWR8,Western Holsters and Belt with Leg Ties - Adult Accessory,WonderCostumes,,
B011IAFTIS,"Bluetime Women's Sexy Strap Cross Hollow Out Vest Basic Tank Tops Camis (M, Pink)",BLUETIME,,
B00OJW68N8,"niceeshop(TM) Baby Knit Shawl Hat Rabbit Ear Hooded Poncho Cloak Cape Coat,Red Melon",niceeshop,,
B015F40UKU,"Indrah Sexy Women Girl Lady Leopard Swimsuit Swimwear Padded Bikini Push Up Green Lepord (us size 4-6 ), M",Indrah,,
B01B172PB2,"Hot Fish Women's Batwing Sleeve V Neck Solid Bodycon Plus Size Dress, 2XL White",Hot-Fish,,
B019RV2N5M,"Marvel Official Baseball ¾ Sleeve Tshirt - Captain America Shield Splat (Medium - 42"")",,,
B00N6EM22Q,Lovaru Women's Casual Fashion Tops Women Beautiful Elegant Long-sleeved Blouses,Lovaru,,
B01H6YAL88,Creetive idea Mens Pabst Blue Ribbon Beer Logo Washed Cotton Twill Baseball Caps - Adult Unisex Adjustable Hat Red One Size,Creetive idea,,$5.11
B00NNF1CU6,FUNOC Fashion Vintage Women Floppy Wide Brim Wool Felt Fedora Cloche Hat Cap,FUNOC,,
B004QRR1Z0,"Fox Racing Unisex The Confab Sunglasses, Black-White/Gradient, One Size",,,
B00H8XSMNY,"Luvable Friends Rubber-Grip Sole Socks, Stars, 12-18 Months",Luvable Friends,,
B018F4N4RI,Carved Emily Jane Flower Fade - iPhone 5C Slim Clear Wood Case,,,
B01FQKY95A,Nulibenna Women's Boho Summer Spaghetti Strap Backless Tie Dye Maxi Dress,Nulibenna,,
B01HH4492G,Women Men Elastic Tibetan Buddhist 108 Tan Porcelain Worry Prayer Beads Mala Bracelet Necklace (Silver Tone Tree of Life),,,
B01AG33NQ8,"ANGVNS Women's Vintage Polka Dot Neck 1950'S Classical Slim Cap Sleeve Evening Dress (Black,XXL)",ANGVNS,,
B01GBHSSC2,"2 Pack Men Boxer Briefs Shorts Soft Underpants Cotton Underwear 873 (XX-Large, yellow/purple)",Laxier,,
B00SEOFD06,"Juicy Couture Malibu Nylon Mini Steffy, Black, One Size",Juicy Couture,,
B019GEEFPG,"JNCO Men's J179 Pipes Dark Stone- Leg Opening 23"" (30)",JNCO,,
B00VOOHJC8,inktastic Ovarian Women's V-Neck T-Shirt XX-Large Athletic Heather - HDD,inktastic,,
B007CM7FPM,8.5 US,Nature Breeze,,
B0179MC99Q,"Ayliss Men Women Military Webbing Nylon Belt Hypoallergenic Alloy Adjustable Buckle (One Size, Black)",Ayliss,,
B00WVDTS3Y,Polo Ralph Lauren Mens Full Zip Fleece Logo Track Jacket - XL - Navy/Red/White,Polo Ralph Lauren,,
B00IU6A92U,"LeggingsQueen Infinity Style Multi Wrap Convertible Long Dress (Jade, Medium)",,,
B01EYPIVRU,Women's Tunic Top - Aquamarine Blue Patchwork Asymmetrical Shirt - 1X,PARSLEY & SAGE/XCESSORIES PLUS,,
B01C2B636E,HOTAPEI Women Padded Printed Lattice One Piece Swimsuit Medium Pink,HOTAPEI,,
B00M3X6BHS,Etosell Women Lace Off-the-Shoulder Wedding Dress Bride Floor Length Gown L,Etosell,,
B004WPZYKA,Morenza JACK DRESS,Morenza,,
B01GOC1TPM,GAMT Unisex Square Sunglasses Vintage Full PC Frame Fashion Eyewear Black Frame Green Lens,,,
B0190DJ24C,"Plus Size Women's Faux Fur Lapel Lined Parka Coats Outdoor Winter Long Jacket,XX-Large,Camel",Rong store,,
B01EMSJ7CM,REPHYLLIS Women's Vintage Casual Flare Floral Sleeveless Party Mini Dress,REPHYLLIS,,
B016UTPF6S,GUOER Women's and Men's Scrub Cap Scrub Hat One Size Multiple Color,GUOER,,$11.98
B01CZ65IBM,"Sunglass Stop - Cute Black and Pink Rubber Frame Prescription Rx Optical Reading Readers Glasses Strength +1.00, +1.50, +1.75, +2.00, +2.50, +3.00 (Black | Pink , +1.50)",Sunglass Stop Shop,,
B015TK5AIW,Pastel by Vivienne Women's Rayon Jersey Swing Dress Medium Black,Pastel by Vivienne,,
B00X1K7PXQ,"Wave Girls Swim Shoe Aqua Socks (1, Green)",wave,,$8.99
