id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B006MHKP2S,True,False,expensive_batch,,2.0
B007Q43O88,True,False,expensive_batch,,2.0
B009ESB71A,True,False,expensive_batch,,2.0
B00B551GQ6,True,False,expensive_batch,,2.0
B00D3RPO9O,True,False,expensive_batch,,2.0
B00DKA76BS,True,False,expensive_batch,,2.0
B00EZZOE3U,True,False,expensive_batch,,2.0
B00K0MUH88,True,False,expensive_batch,,2.0
B00K8D8894,True,False,calibration_expensive,-2.0,2.0
B00KYBQMAM,True,False,calibration_expensive,0.0,2.0
B00KYPCLCQ,True,False,expensive_batch,0.0,2.0
B00LGPCYBQ,True,False,cheap,-2.0,2.0
B00MUSV3GK,True,False,calibration_expensive,2.0,2.0
B00NT2I396,True,True,cheap,2.0,2.0
B00O5GCOS6,True,False,calibration_expensive,0.0,2.0
B00O8MR7F2,True,False,calibration_expensive,0.0,2.0
B00RVZ12GI,True,False,calibration_expensive,-2.0,2.0
B00STRKLTG,True,False,cheap,-2.0,2.0
B00VFY8N2W,True,True,calibration_expensive,2.0,2.0
B00VWGHC2K,True,True,calibration_expensive,2.0,2.0
B00W6GMFI6,True,True,calibration_expensive,2.0,2.0
B00X0LAYHK,True,False,cheap,-2.0,2.0
B00XQ1BA86,True,False,expensive_batch,0.0,2.0
B010FLYXW4,True,True,cheap,2.0,2.0
B010N2B3XC,True,False,calibration_expensive,-2.0,2.0
B011N5WOFO,True,True,calibration_expensive,2.0,2.0
B0145BH5V6,True,False,calibration_expensive,0.0,2.0
B014JYM3RU,True,False,calibration_expensive,0.0,2.0
B015GQR5M8,True,True,calibration_expensive,2.0,2.0
B015N31A2K,True,True,cheap,2.0,2.0
B0177VLCEC,True,False,cheap,-2.0,2.0
B017CEAUOM,True,False,expensive_batch,0.0,2.0
B017YRLKFU,True,False,expensive_batch,,2.0
B0186ZNLYM,True,False,expensive_batch,,2.0
B018QMDR58,True,False,expensive_batch,,2.0
B019CNDCKK,True,False,expensive_batch,,2.0
B01A9BRIKO,True,False,expensive_batch,,2.0
B01ARP30KE,True,False,expensive_batch,,2.0
B01CJGA12Y,True,False,expensive_batch,,2.0
B01CVGAPRI,True,False,expensive_batch,,2.0
B01D3WHP4U,True,False,calibration_expensive,-2.0,2.0
B01DAHXW40,True,True,calibration_expensive,0.0,2.0
B01DJOI78U,True,True,cheap,2.0,2.0
B01EIS51EO,True,False,expensive_batch,0.0,2.0
B01EVXLDES,True,True,calibration_expensive,2.0,2.0
B01FLH6MHG,True,False,calibration_expensive,0.0,2.0
B01FYUTFWO,True,False,calibration_expensive,0.0,2.0
B01GSRQQII,True,False,expensive_batch,0.0,2.0
B01H47JIHC,True,False,expensive_batch,0.0,2.0
B01H9URSN0,True,False,calibration_expensive,0.0,2.0
