movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0104997,396,South Beach,1993,93,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"i don't know what they were thinking.by they,i mean anybody even remotely connected to this disaster.i've seen so bad movies,i've seen so really bad movies,and then there's this.but i will say one thing.whoever wrote the script has manged t",Excluded by semantic condition.
tt0105629,564,Toys,1992,118,"Adventure,Comedy,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well b,Excluded by semantic condition.
tt0106922,4347,Fit to Kill,1993,97,"Action,Crime,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I was unsure whether or not Andy Sidaris could repeat his success with the cinematic hit ""Malibu Express."" With his film Fit to Kill he has proved that Sidaris is a serious filmmaker and not just a one-shot director. The plot written by Sid",Included: structured and semantic conditions match.
tt0107302,439,Kalifornia,1993,117,"Crime,Drama,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Distasteful, cliched thriller has young couple doing cross-country research on America's most infamous murder sites, becoming road partners with a dim-witted young woman and her snarling boyfriend--who is an actual psycho. Arty and alienati",Excluded by semantic condition.
tt0116061,651,Death and the Compass,1992,86,Drama,True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This wilfully bizarre adaptation of Borges short story is typical Cox. His strong visual sense is, as usual, undone by the appalling half baked acting of most of the cast. The film is definitely in the surreal tradition of Bunuel's Mexican ",Excluded by semantic condition.
tt0116499,555,Have You Seen My Son,1996,120,Drama,True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This is one of those cheaply made TV Movies were the characters seem to lose all sense. The premise of the story, the kidnapping of a son by the boy's father,is very good. But the story just seems to beggar belief. Whenever the mother is ad",Excluded by semantic condition.
tt0118254,522,Ally McBeal,1997,45,"Comedy,Drama,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"What the hell is this? ""Kooky drama""? ""Lawyers in Loony Tunes Land""? The world's thinnest, most duck-faced actress (even more duck-faced and anorexic than Michelle Pfeiffer) overacts her bony butt off, making cretinous grimaces that would s",Excluded by semantic condition.
tt0119653,629,Men,1997,92,Drama,True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I hate this movie. It is a horrid movie. Sean Young's character is completely unsympathetic. Her performance is wooden at best. The storyline is completely predictable, and completely uninteresting. I would never recommend this film to anyo",Excluded by semantic condition.
tt0119792,4259,Nil by Mouth,1997,128,Drama,True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning   Ray (Ray Winstone) has a criminal past, has had problems with alcohol and is now forming a drug habit that is making him paranoid and ",Included: structured and semantic conditions match.
tt0120706,392,The General,1998,124,"Biography,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This was a disappointing film. The people seem to have no substance, the lead protagonist Martin Cahil has zero redemptive values, in fact everyone in it including Jon Voight epitomizes sleeze. I would not recommend this film to anyone. The",Excluded by semantic condition.
