movie_id,title,ground_truth,annotation_rationale,evidence_excerpt
tt0106922,Fit to Kill,1,Included: structured and semantic conditions match.,"I was unsure whether or not Andy Sidaris could repeat his success with the cinematic hit ""Malibu Express."" With his film Fit to Kill he has proved that Sidaris is a serious filmmaker and not just a one-shot director. The plot written by Sid"
tt0119792,Nil by Mouth,1,Included: structured and semantic conditions match.,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning   Ray (Ray Winstone) has a criminal past, has had problems with alcohol and is now forming a drug habit that is making him paranoid and "
tt0164877,"Sexo, pudor y lágrimas",1,Included: structured and semantic conditions match.,"I have to say I was really looking forward on watching this film and finding some new life in it that would separate it from most dull and overly crafted mexican films. I have no idea why but I trusted Sexo, Pudor y Lagrimas to be the one t"
tt0301924,Ten Tiny Love Stories,1,Included: structured and semantic conditions match.,"Contrary to another reviewer, I think that this is WELL-written, especially the more fictional it is, because greater imagination would be required; and well acted, because there were no other characters with whom to share the focus of thes"
tt0306597,Brother to Brother,1,Included: structured and semantic conditions match.,"A film about the Harlem Renaissance and one author in particular. It contrasts it with a modern day story about a young, gay, black artist.  If that sounds vague it's because the movie itself is. It's well-directed, fairly well-written and "
tt0344273,Kings and Queen,1,Included: structured and semantic conditions match.,"""Kings and Queen"" is a bloated French drama that rambles on for an interminable two hours and thirty-two minutes to no discernible point or purpose.  The film features two stories that seem unrelated at first but which eventually connect wi"
tt0346293,Hitler: The Rise of Evil,1,Included: structured and semantic conditions match.,I watched this film few times and all i can say that this is low budget rubbish and that it does not have anything to do with a real history facts. Actors performances is very poor but it is result of limited acting possibilities. Anyone wh
tt0382765,Jindabyne,1,Included: structured and semantic conditions match.,"With no fault to the actors (they all put on great performances), the overall story was not very well executed. The movie opens with a great zinger: a crazy old guy forces a young Aborigine girl's car off the road. But then, we're forced to"
tt0388769,Biarkan Bintang Menari,1,Included: structured and semantic conditions match.,What's with Indonesian musical movies? Never have I seen Indonesian musical movies like the ones made in Bollywood. They miss the spirit of the story and just a bunch of 'what they called' poetic lines.  This story about love of two kids wh
tt0455590,The Last King of Scotland,1,Included: structured and semantic conditions match.,"Before I begin, I want to briefly say that this movie in and of itself is very well made and well acted by all involved, including Whittaker, who indeed deserves his nomination. It is highly entertaining, and . . . taken in the right contex"
tt0484437,Love Sick,1,Included: structured and semantic conditions match.,"***LIGHT SPOILER ALERT*** The story sounds good and if you've read the novel, then you're probably expecting a deep and intense movie that could offer some insight for some interesting and insufficiently explored human relationships.  True "
tt0841150,Protégé,1,Included: structured and semantic conditions match.,Andy Lau stars in another cop undercover tale. Daniel Wu plays Nick who is working for the cops and is also close to the top of a drug dealing gang(Lau). The movie begins as we watch the police try to make a drug bust only to see it go to p
