tconst,review
tt0104997,"i don't know what they were thinking.by they,i mean anybody even remotely connected to this disaster.i've seen so bad movies,i've seen so really bad movies,and then there's this.but i will say one thing.whoever wrote the script has manged to put what could possibly the most inane dialogue over written,onto the screen.there is nothing good about this movie,either from a technical standpoint or any other standpoint.whoever allowed it to be made and then released should have been fired immediately.there are a few fairly well known names in this movie.actually i hesitate to use the word movie.it's more like a collection of random scenes that have no relation to another and make less than 0 sense.anyway,i fail to see why anyone with any dignity would appear in this.i got it really cheap,and i still got ripped of.even if i had gotten this movie for free,i would still have been ripped off.this is an absoluter 0/10"
tt0105629,If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.
tt0106922,"I was unsure whether or not Andy Sidaris could repeat his success with the cinematic hit ""Malibu Express."" With his film Fit to Kill he has proved that Sidaris is a serious filmmaker and not just a one-shot director. The plot written by Sidaris, which was ungratefully passed up by the Academy, is a complex screenplay involving many unseen twists and turns. The main characters composed work for a sexually based radio station known as KSXY. Cleverly, KSXY is actually their secret headquarters. In ""Fit to Kill"" they confront their long-time nemesis Kane, who is trying to steal one of Russia's most prized diamonds. A well-written screenplay is not all, excellent acting by the cast helps to ensure this film as a cult classic. Panned by the critics and the box office, this film will be appreciated in years to come. It is now suffering the same fate as Clockwork Orange and Taxi Driver did, but in the future will undoubtly become recognized. I am disappointed no critic circles have recognized Andy Sidaris's trademark filmmaking. The costumes, the special effects, all help to compliment this already beautiful piece of filmmaking. It may do you best to ignore the dismal 3 rating on this film and go out and rent it for yourself. My personal rating is 10/10. The drama is as thick as the blockbuster Runaway Bride, and the action better or equal to the cinematic masterpiece Last Action Hero. Andy, keep up the good work."
tt0107302,"Distasteful, cliched thriller has young couple doing cross-country research on America's most infamous murder sites, becoming road partners with a dim-witted young woman and her snarling boyfriend--who is an actual psycho. Arty and alienating, the film's tone alternates between pouty pseudo-irony and silly flamboyance. Handsomely-made perhaps, but ultimately laughable. Brad Pitt's performance as the low-rent killer is godawful. * from ****"
tt0116061,"This wilfully bizarre adaptation of Borges short story is typical Cox. His strong visual sense is, as usual, undone by the appalling half baked acting of most of the cast. The film is definitely in the surreal tradition of Bunuel's Mexican period, and looks at times like a poor man's take on Lars Von Trier's Elements of Crime. Cox's apparent preference for single takes, jump cuts, and ambient sound recording all work against the film's effectiveness. Worth a look but ultimately disappointing."
tt0116499,"This is one of those cheaply made TV Movies were the characters seem to lose all sense. The premise of the story, the kidnapping of a son by the boy's father,is very good. But the story just seems to beggar belief. Whenever the mother is advised not to do anything you know fine well she is going to do it. It is a bit far fetched and not worthy of a viewing."
tt0118254,"What the hell is this? ""Kooky drama""? ""Lawyers in Loony Tunes Land""? The world's thinnest, most duck-faced actress (even more duck-faced and anorexic than Michelle Pfeiffer) overacts her bony butt off, making cretinous grimaces that would shame Bugs Bunny, in one of the most animated non-animated TV series ever. This is also the most annoying one-hour-format TV show ever, hence the worst.<br /><br />All the men act like pansies, and I for one refuse to believe that even hip big-city shysters are all as delta-male-like as this sorry (short) bunch. Wuss Peter MacNicol manages to be even more irritating than Calista Flockofducks with his fake Hollywood ""shshshs"" speech impediment: it's the sort of pseudo-inability to pronounce the letter ""S"" by turning it into a moronic ""SH"" that the likes of Jon Shtewart and Christian Shlater also practice with zeal. Watching MacNicol talk, I always wonder how come his jaw doesn't dislocate... Human facial anatomy was never meant to support the pronouncing of the ""SH"" sound more than three times per second. He is a medical wonder.<br /><br />This badly conceived and written legal-drama/comedy hodgepodge also features some very 90s PC. It has POLITICAL CORRECTNESS written with huge, neon letters. Is there anything more unrealistic than a bunch of LAWYERS being full of ideals, high principles, and moral fiber? Laughable, but that's the way defense lawyers have been portrayed in Hollywood since its inception. After all, what is more noble than defending a murderer, a rapist, or a thief? When a TV series as retarded as ""Ally McBeak"" starts preaching to America about how it should run the country, then it must be time for Paris Hilton to become President. ""Ally McQuack"" is both a product of recent and large-scale Western dumbing-down and a perpetrator of it.<br /><br />Those supposed touches of ""eccentricity"", like the UNBELIEVABLY annoying musical numbers, are unconvincing and embarrassingly unfunny. This is no Monty Python. Whatever ""new"" the talent-free makers of this garbage were aiming for, they failed with honours. ""Ally McBeak"" is a highly commercialized TV venture aimed at indiscriminating yuppies, bored housewives, and bipolar lawyers. It's yet another dull ""objection overruled sustained your Honour may I call the witness"" legalistic baloney that the American audiences seem to eat up with relish for some strange reason..."
tt0119653,"I hate this movie. It is a horrid movie. Sean Young's character is completely unsympathetic. Her performance is wooden at best. The storyline is completely predictable, and completely uninteresting. I would never recommend this film to anyone. It is one of the worst movies I have ever had the misfortune to see."
tt0119792,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Ray (Ray Winstone) has a criminal past, has had problems with alcohol and is now forming a drug habit that is making him paranoid and prone to domestic violence to his wife Valerie (Kathy Burke) who tries to hold the family together but ends up coming off more like a doormat. Meanwhile, her mother Janet (Laila Morse) is aware of Ray's son, Billy (Charlie Creed-Miles) and his escalating drug habit that is sending him off the rails. The film follows these despairable characters as they tredge along with their lives.<br /><br />It is said that the British seem to enjoy being miserable, and that would include watching films that entertain them this way. Films like Nil by Mouth highlight this. It's a tale of a broken family, torn apart by crime, poverty, booze and drugs, the kind Jeremy Kyle would lap up like a three course meal. It is also essentially a tale of self destructive men, three generations apart and each copying the other, tearing a family apart and women trying to hold it together, despite not being strong enough. If you pick up a little of what it's about from the off-set, you can see it doesn't promise to be cheerful viewing from the start and it certainly doesn't disappoint in this.<br /><br />It's true what everyone said about the performances, and the lead stars, Winstone and Burke, do deliver some great acting. We see Winstone lose it with his wife, beating her senseless after some more coke induced paranoia, breaking down during a phone conversation with her and unleashing a typical arsenal of f and c words when she refuses to let him see his kid. Likewise, in a private moment, we see Burke skillfully lose her composure on a staircase, the full impact of the night before kicking in.<br /><br />This is another of those films where there's no 'plot' to follow, as such, just a real life feel of these hopeless lives carrying on from one day to the next. It's been acclaimed by many (including the Baftas!) but it really was just too grim and bleak for me. I have no right to criticize it for this, knowing what I knew about it from the off-set, but sadly this is how I found it. **"
tt0120706,"This was a disappointing film. The people seem to have no substance, the lead protagonist Martin Cahil has zero redemptive values, in fact everyone in it including Jon Voight epitomizes sleeze. I would not recommend this film to anyone. The violence is distasteful, though artfully done. The filming is to black, at least the print i saw fit this category. A disappointment."
tt0127901,"This was a truly insipid film. The performances are third rate, and the dialogue is so stilted that at times it seemed to have just rolled over and died. My reason for renting this was simple: Find a movie with scriptwriting. I needed a visual aid for my presentation, so I figured why not use a clip? Boy was I wrong. After searching my local video store, I came upon this, where it was suspiciously titled ""Starstruck"". I thought, ""What the hey"", and decided to give it a try. Well, I was very unhappy with my results. There was maybe one scene I could use, and meanwhile, I was practically falling asleep because of the sheer banality of the flick. So.....I took this back and picked up Ed Wood. There's a movie I can use as an example. Then again, anything would be presentable compared to the drivel that is ""Starfucker""."
tt0132905,"Based on one of the books by Gabriel Marquez and it might be brilliant literature, this cinema-adaption really sucks as it's more like fighting against sleep rather than enjoying some cinematographic delices. The story is about an old couple whose son died and living a life that is heavily dominated by poverty, and wherein the main character is a cock that hopefully one day brings some money for a forthcoming cockfight. I am in no mood to spill more words on this useless pretentious piece, just perhaps that you can see Salma Hayek in here, but sitting 90 minutes in front of your screen for just that? No gracias....."
