id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000JLKGDG,True,False,expensive,,
B000P949W6,True,False,expensive,,
B000S12PXG,True,True,expensive,,
B002J7Q4OI,True,True,expensive,,
B00901D2CS,True,True,expensive,,
B00AYJ5TA8,True,False,expensive,,
B00BQTC9M6,True,True,expensive,,
B00BQTC6BU,True,False,expensive,,
B00CPCCCNY,True,True,expensive,,
B00CX50MT4,True,False,expensive,,
B00DIHAV4M,True,False,expensive,,
B00KVPBTB8,True,False,expensive,,
B00MOKI3O4,True,True,expensive,,
B00NOLV4M0,True,False,expensive,,
B00PG4WDLY,True,False,expensive,,
B00QLYU6US,True,False,expensive,,
B00RNNYU44,True,False,expensive,,
B00SGZW6ZI,True,False,expensive,,
B00SMD5VUQ,True,True,expensive,,
B00SMIAD0Y,True,True,expensive,,
B00TD92OO4,True,False,expensive,,
B00TQASHU0,True,False,expensive,,
B00U8QZGF0,True,False,expensive,,
B00U8QZDUI,True,False,expensive,,
B00UAAFAOQ,True,True,expensive,,
B00UAANIXG,True,False,expensive,,
B00UADE0T4,True,True,expensive,,
B00UVVEGAI,True,False,expensive,,
B00UW15WC8,True,False,expensive,,
B00UWH2T5K,True,False,expensive,,
B00V901VR6,True,True,expensive,,
B00X5YV5CK,True,True,expensive,,
B010G0OIKQ,True,True,expensive,,
B011PMAFEC,True,False,expensive,,
B011SUN2PU,True,False,expensive,,
B012VR021G,True,False,expensive,,
B0196TKQJK,True,False,expensive,,
B019EKQ50U,True,False,expensive,,
B01AMNWS4A,True,True,expensive,,
B01B7O2Z2I,True,False,expensive,,
B01COMRFDG,True,False,expensive,,
B01D1VU234,True,False,expensive,,
B01DTZDM3Y,True,False,expensive,,
B01EBDXUEE,True,False,expensive,,
B01EIVFOZC,True,True,expensive,,
B01FLSS5RU,True,False,expensive,,
B01FTXP0X4,True,False,expensive,,
B01GOHY1AC,True,True,expensive,,
B01GOHYBQ6,True,False,expensive,,
B01HCNWOEM,True,False,expensive,,
