id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B0009MZWS4,True,False,expensive,,
B001V602U0,True,True,expensive,,
B0069UG2VQ,True,False,expensive,,
B009OLVZ8M,True,False,expensive,,
B00E3I93KS,True,True,expensive,,
B00EP4ULZ6,True,True,expensive,,
B00H8XSJJ6,True,True,expensive,,
B00HNXG5Y2,True,False,expensive,,
B00IC3SCUW,True,False,expensive,,
B00ITZ5XAK,True,False,expensive,,
B00JLFP5JG,True,False,expensive,,
B00JLFPIXE,True,False,expensive,,
B00JTYRT52,True,False,expensive,,
B00KF1ISD0,True,True,expensive,,
B00L1MNF3K,True,True,expensive,,
B00L2AYX1Y,True,False,expensive,,
B00L4F5LUE,True,True,expensive,,
B00LNBWC42,True,True,expensive,,
B00MOZ3R2C,True,False,expensive,,
B00MYSIXFU,True,False,expensive,,
B00NSXQ9WO,True,False,expensive,,
B00PLH3NHE,True,True,expensive,,
B00PVC67MM,True,False,expensive,,
B00Q5C9KYO,True,False,expensive,,
B00S0PXVSA,True,False,expensive,,
B00VIOS3EM,True,False,expensive,,
B00W0OHDKE,True,True,expensive,,
B00XIS6OYM,True,True,expensive,,
B00XNWE0OE,True,True,expensive,,
B00Y1TB1L8,True,False,expensive,,
B00Y9YI262,True,False,expensive,,
B0118DJ0A8,True,False,expensive,,
B011CFDNTG,True,False,expensive,,
B012Z1FJV6,True,True,expensive,,
B015D6D3R2,True,True,expensive,,
B015D7LN8M,True,True,expensive,,
B015I4YV34,True,True,expensive,,
B0163RTJDC,True,False,expensive,,
B01731KUGM,True,False,expensive,,
B01A9BE94W,True,False,expensive,,
B01AKGUMDI,True,False,expensive,,
B01AXGQ4SC,True,False,expensive,,
B01DF19PC4,True,True,expensive,,
B01E3EN4BA,True,True,expensive,,
B01E8JOF7M,True,True,expensive,,
B01EV8BY6K,True,True,expensive,,
B01F4IPPAM,True,False,expensive,,
B01FSXK2RE,True,True,expensive,,
B01GHVVU1I,True,True,expensive,,
B01GYK8VO6,True,False,expensive,,
