product_id,review
B01DIJ9NDY,"The item title says ""Italy Made,"" which insinuates that the product is made in Italy. It is not. It is made in China. I guess what's ""Italy Made"" is the leather, not the wallet itself. This is not just misleading, it's outright deceptive. It irks me when we are not given the correct information to make purchasing decisions. All of that aside, I don't like the design of the wallet. American bills barely fit in the bill pocket, while the credit card slots are too loose. Also, the credit card pockets are not stitched to the edge, which means that a bulky point forms in the middle of the wallet where all the cards pile together when the wallet is folded. I guess this is how they make the wallet ""slim,"" by getting that bulk farther away from where it folds, but I don't see the leather wearing nicely given this construction.

Very satistifed!"
B005MZQ7EQ,"ugliest wallet in the world,don't buy !!!!!! ugliest wallet in the world,don't buy !!!!!! fuu i hate it,hate it very much

I was hoping for something a little more compact but it is better than the taped up wallet I carried around. Real leather, and many areas to store.

Stitching was a little funny in one spot, but otherwise this is a great wallet. It has around 8 card holders, a coin pouch, 3 pockets for cash one with a zipper, a flip clear ID holder, and two misc pockets.

This was a Christmas present for my 12-year-old son. We were specifically looking for a wallet that would hold his coins as well as his bills. This has worked out great. The leather seems to be good quality, the pockets are properly sized, and there's even a zippered slot where the bills go.

I was looking for a wallet that would hold coins. Although does not have a fancy brand-name, this one is perfect for my needs, neatly built and is of high quality. Moreover, its almost half the price of a comparable branded wallet.

Excellent product. It's taken three months of heavy duty work (lol) and is still going strong....no tears or scarring or burst seams. Would recommend for now, but will see how it lasts over the year and will edit/append my review to suit.

I've had this for several months and still good as new. I love it. simple, utilitarian, excellent. Havent overloaded the coin purse so cant speak for that."
B01DI3IW9G,"This is a great product. The quality is great. Does exactly what it is supposed to do. I was not sure about the quality of the leather and the stitching at this price but it is top notch.

I use an RFID cover for my passport when traveling, but wanted something I could use as a composite wallet in those counties where I need to carry my passport with me. This works well as I can organize everything in one place and toss it in my shoulder bag.

excellent

This wallet looks very professional and holds everything well. I leave for an international trip next week and will be very proud to pull this out and show my extensive party how sophisticated i am. Will definitely recommend that they purchase one for themselves. Biggest selling feature for me is the RFID feature, the look and quality feel are gravy. I feel safer for having this on my journeys.

Just what it was described to be. Very attractive. Just a tad larger than I expected... My bad!

This Travelambo RFID Blocking Leather Passport Wallet is lightweight. It holds my passport, drivers license, credit card and has room for more cards. There's a place for money (bills). The leather is soft and color beautiful.

This RFID Passport Wallet is also a great regular wallet for me. It is beautiful. I chose brown and it is a nice saddle brown. It's not dark brown but medium brown just as I was hoping. The wallet is leather and very soft and smooth. It has pockets everywhere! There are six card slots for credit cards, ID, or even business cards. There are two pockets on the sides inside for documents, cash, paperwork of any kind, etc. The top has a really large pocket for cash or checks or both. There is a mesh pocket that is supposed to carry a passport but can carry anything. I actually slip my iPod Touch in there as it is very slim and I use it as a transmitter or my hearing aids. It's the perfect place to put it. The quality can't be beat. I have a larger travel wallet from Travelambo and it is so awesome. This one is more compact but still has plenty of room for everything I need when I travel and for me to use as a wallet in my bigger purses.. I think the retail price is amazingly good for the quality and I cannot ind one thing that I don't like about this wallet. It's so versatile, well made, and useful. **I received this product for free in exchange for my honest review. Most people will see that sentence and assume I am a shill for the company but I have no affiliation with the seller or maker and I never promise to rate anything high unless I feel it deserves to be rated high. This wallet truly deserves the 5 star rating and I think you'll agree if you buy it.

This is a beautiful travel wallet - big enough to hold your Passport without curling the edges and large enough so that it's easy to get in and out when you need to use it. The leather is soft, smooth, and has no weird odors. It's such a lovely wallet that you can use it every day, carrying it in your back pocket, bag, or purse. There is RFID-blocking technology in both the Passport section and the slots for your credit cards and ID. At this reasonable price, you can purchase one for every family member. Perfect for men or women. Highly recommended. I'm a product review blogger and I received this product in exchange for an honest review.

Overall good quality. Giving it 3 stars because the one ordered is not brown. Instead, it is more of an Orange color. I was looking for the brown color.

do not order the brown version of this. It is not like the picture (dark brown) but instead a yellowish light brown. Other than the color, this seems like a good purchase.

Great quality! Shipped overnight, going to be such a great gift for the traveler in the family. I would highly recommend this product and would buy it again!

This is like red dirt brown if anything. I'm not returning it though because it's a really nice wallet

Bought this in brown because the image shows an attractive darkish coffee color. What I got instead "
B017QBMUYO,"As advertised.

Excelent producto

Exactly what I wanted. A simple wallet with a TRD log on it. I have sinced used some red acrylic paint to fill in the letters. The stitching on it seems very well done.

Perfect thank you

If you need a super thin wallet that would be considered a minimalist then this is your wallet. High quality and feels good in your hand. Well done, made in Japan for the TRD division of Toyota. Best wallet I have ever had.

Good sized slots for cards"
B01AVKSJ0Q,"I've been using it for almost 2 weeks and I haven't gone back to original wallet. I only need to carry 5 cards max and this hold them perfectly.

Very handy front pocket wallet. I like the recycled look

This product is awesome! Excellent craftsmanship American product one of my favorite purchases!

Great quality. Got this for my Dad about a year and a half ago and he loves it and carries it every day. Jake makes great stuff. Just bought one of the Captain wallets and just as I expected it's another quality product.

Tough little guy.

Love it. Definitely better than the usual back pocket deal.

These are really nice wallets for anyone who desires a front pocket wallet. Well made

Bought it for my 19 year old nephew. He loves it! Great for young adults who do not have to carry much.

Great minimalist wallet for a few cards and ID. The material is durable and overall construction is very good. Very satisfied with this product and made in the USA makes it even better. Will be purchasing from RecycledFirefighter again.

Can only hold up to 5 cards depending its thickness, money strap works well and fits anywhere. Fits on my front pocket and back pockets its an everyday carry. Only gave it 4 stars cause i wish it could hold 2 more cards other than that is a great wallet.

Phenomenal quality and a cool use of recycled material! I have several pieces from RF and I love each one. Makes unique and thoughtful gifts as well!

I have owned this wallet for about a year now. This is a slim type of wallet/money clip. Wallet is super durable and looks great. I would buy this wallet again ( if the one I currently own ever needs replaced. Seriously I could see this thing hold up for a decade or more with daily use)"
B0096HTEMS,"high quality wallet. i am very happy about the purchase i made and i would recommend anyone to buy this product

First off, the pictures don't nearly do it justice. It is a beautiful wallet, the best I've ever seen, of higher quality then I've ever seen. The feel of the leather is just awesome. It's not made with some cheap Chinese fabric they call leather, it's straight from the cow. However, I did laugh when I read that this cowhide product was made in India, where cows are holy and they refuse to kill or eat them. The Navy emblem is very clearly embossed into the wallet, which the picture doesn't show that well which worried me, but it's great. I could not have been more pleased with this product. CuffCrazy is a very reliable seller with a wide variety of pristine quality wallets, and I've already recommended them to my friends. It's not just looks, they thought of everything in designing it. I guess the best way of describing it is that if you told me it was made by a small American businessman who paid attention to every detail and cared about his work, I'd believe you 100%. If you're an active duty, veteran, or an aspiring member of the United States Navy, do not hesitate. Get this wallet. God bless America

This is the 2nd one that I have purchased, love it buy it your husband or whomever will love it

This is a fantastic wallet!! I was very impressed with the pristine workmanship and quality of it. It is a nice, rich, dark brown color, and the emblem is very clearly imprinted. There are plenty of slots and pockets, as well as a clear ID slot on the left side; that folds open upward. It has a nice feel to it: not too large or anything, and the leather is genuine and soft. It takes a few days of being in your rear pocket for the center fold to break in, but after that its perfect (normal for leather wallets). It holds its shape and structure well, but is not stiff. Overall a very good wallet. I would recommend it to anyone looking for a nice leather bi-fold. I was not disappointed in any way. Well worth what it cost!

The card slots on the left side were not there, and the wallet in the picture is slightly different than the one I received but the build quality is great so I can't be upset!

Great gift

Beautiful quality! Soft and sturdy. We bought it for our son's high school graduation since he will be joining the Navy in the fall. I asked the seller to please mail it in time, and they went over and above when they went to USPS that morning so we can give it to our son at his pre-grad dinner party! We are so thankful!

I surprised my husband with this and he loves it.

Well made

Picture does not do it justice !! It is really really nice !! Looks like it costs way more than I paid

Great quality! I got it for my dad and he loves it!

This is a very fine slim leather billfold wallet. Yet, it has plenty of slots for various cards -- with some of easier access than others -- even a see-thru window slot for picture ID. There are two areas with billfold folding action for four actual spots to store stuff like bills and papers. The leather quality, fold-pleating and stitching are finely crafted as well as the great indented US Navy inscription +++"
B00FKFLEY6,"I've had this for a week so far. It's exactly what I was looking for as I tried to slim down my wallet. Heck, it even forced me to re-evaluate the amount of junk I carried. The only drawback is that if you're not careful, it's easy for a credit card or two to slip out accidentally depending on how you hold the wallet, unzipped, during a transaction. As an added bonus, this wallet was in my jersey pocket as I cycled in the rain but no damage at all to the outer layer. I highly recommend for those looking to simplify.

the zipper is a little tight, but that probably helps is protect the contents...very nicely made. The leather is also nice.

I have been looking for this kind of wallet solution for a while and this one hits the target!!!! Well made, perfect size and keeps my money, license and cards secure!!!!

This wallet is great for front pockets, It is perfect if you need to carry a lot of credit cards but don't want the bulk.

This is an awesome wallet! I can carry 12 cards and cash and it fits in my front pocket. It's nice and compact. IMF you're looking for a truly easy to carry small wallet, this is it.

As advertised it's very small, however you will be surprised how much it can hold. Nice leather and seems like it has a strong zipper but time will tell. I wish that the zipper went around the entire wallet allowing you to open it up completely which would certainly give you easier access to your items. This design makes it difficult to pull your cards out especially if you pack it full like I do. This ""wallet"" is basically a small ""credit card sized"" pouch, nothing more. However, I like it because it is exactly what I was looking for. The real negative that led me to rate it only three stars is that I personally feel that this ""wallet"" is way over priced for what it is.

$65 95 for a coin purse ..it is a toy..worth may be .50 cents..dont waste your money and time..this is not a WALLET..i sent it back...

Bellroy has a hit! Not only is the leather luxurious, they have carefully designed the measurements to be the absolute minimum size for credit cards and cash folded in thirds. The tangs on the zipper are carefully covered so as not to allow dust or dampness into the wallet, but also protect the interior of your pocket from snagging. I've used this for a few weeks now and absolutely love it. It takes getting used to finding the right card, or folding bills into thirds, but after a short time I've found it second nature. No regrets.

I can't belief how badly this item is advertised. 70 bucks for a change purse at best. This item shouldn't cost more than 50 cents. It is not a wallet!!!! it is the size of a SMALL change purse and I mean SMALL change purse. I would not even recommend this to my worse enemy. This is the second wallet I ordered through Amazon. NO MORE!!!!! I recommend you be very careful ordering anything of this nature from AMAZON.

I had been on a quest for a better wallet for a very long time prior to buying this one. My requirements are simple: I carry a few cards and a couple of banknotes, hate coins, and a wallet has to be as unnoticeable as possible or I better leave it at home and just put the cards and banknotes in my pocket. I only need a wallet to hold the cards and notes together. It's the first wallet that I've been carrying with me all the time and haven't ever left at home so far. It's very small, it looks good and the fact that it's closed with a zipper is great, as I always know that whatever I put inside stays inside, safe and dry.

This is the one, people. It comfortably holds 12 cards (I have 8 in the bigger pocket and 4 in the main area) as well as receipts in the smaller pocket. It is high quality and I love the weather resistant zipper. Does it kind of look like a change purse? Yup. But I love it all the same.

I had stopped carrying a wallet approximately 25 years ago. I carry my license and credit cards in a plastic case in the car which often ends up still in the car when I'm in the st"
B00Q3O92PQ,"I really like the functionality of this wallet. I only have two frequent use credit cards but I have more cards than this wallet can hold. However I had to return the wallet because they put a wrong color wallet in the box. I just put in a reorder with hope that I will get the right color. For now I am giving a 5 star rating but if they continue to send me the wrong color, I will reconsider future ratings for this wallet. There are other wallets on the market that are very compatible if not better in quality but I purchased Alpine Swiss products to support the charity of this organization.

great, holding up well.

First of all, they sent me the wrong color. I ordered it in cream and they sent me taupe. I didn't exchange it because it was actually the other color I was considering, and it's still a nice basic color. I like it because it holds a lot of cards and it's not too bulky. I can just throw it into my backpack or purse. It's pretty good quality, but I wish there was a coin compartment and it's already stained (although that might be my fault for throwing it around). All in all, it's not the best, but it's cheap and gets the job done!

Bought as a gift, she loved it. seems like a high quality item for the price.

Works well. Good material

I needed a new wallet, my old one was so old!! And wanted something a little smaller. Even though this is a little smaller, it holds a lot. I can put small pictures in it, put my change, my paper money, my credit cards. One side when you unzip it, it has a lot of slits to put really anything slim in them, the othe zip I keep my change and bills in it. I like how you can have your ID right on the side showing, I always never could find my ID!!! Now it's right there, if I need to write down my ID number I don't have to take it out, I can see it right there! Or you can put a picture in it of your sweetie :) I love the pretty color, would go with any purse color, a nice yellowish, Carmel color, the wallet feels nicely made, not cheap feel al all. I love my new wallet! Fits perfect in my purse without taking half of the room in my purse!! But still allowing me to put the things I need in my wallet.

Only holds cards & they fall out easily. No where to put cash.

I like the wallet it holds cards and cash and has a place for ID but I chose a color by the picture and what I got was not a pale yellow but a muddy brownish color not very attractive but I needed it and have to put up with the ugly color. The wallet is 5 star the description of this color stinks.

Love this little wallet. It is great for travel and everyday. The color is exactly like the picture but I like the wallet enough to purchase at least 1 more.

The women's wallets were of the same top quality as the men's by this company. However, there is not a compartment for paper money. Just two tri-fold expanding sides."
B01DDFDJBK,"so thin that you can only fit a few credit cards and maybe 2 bills as it is way to tight. I gave it away.

It's smaller than it looked but it is a very nice credit card etc. holder."
B015YOODZO,"I bought this for somebody as a gift and she loves it she has a bunch of credit cards and she used to keep them in plastic bags and now I got her organized

The cover is a tad too soft, I wish they provided some kind of lining. Holder quality is reasonable and I expect this one to last a few years.

Got this as a little gift for my wife.....she LOVES it. The leather is extra soft but she likes it that way!!

I finally found something to hold all of my credit cards, reward cards, gift cards, and business cards in one place.

The cover is really soft and gets softer with time. Would like it if it was a little harder.

1

Ordered one for my husband, he liked it very much. The leather is extremely soft and touchy. There are so many pockets you would not run out of ever. My husband has over 70 credit cards and is working on more so this was an excellent offer for the price.

Worth the price. Arrives in a nice gift box. Good quality.

Love that this is leather and yet doesn't weigh a lot while still providing lots of spaces.

Quality construction. Keeps my business cards all in one place. Fits easily into my purse.

excellent quality at this price point. much nicer cases out there but you will pay for it.

I really love this and get compliments on it often. I took off one star because some of the plastic where the cards slide in is starting to split. Otherwise, it is perfect.

Really nice item. Very soft and flexible. Holds lots of cards. I'd buy it again.

Great!

Handy. Use it all of the time.

Well worth the money

Very soft leather. Works perfectly for what I needed.

I recently started a job where I have to go to many different doctors offices over 5 counties and keeping up with their addresses and names is so much easier if I obtain a business card from them. I had a lot of trouble finding a somewhat compact size book to keep these in until I found this on Amazon and it is perfect! I love the color of it too.

Good

The cover is not as sturdy as I would like it. The product gets the job done.

Perfect, so many compliments when I pull it out to pay for something "" Love the color"", ""That's a great idea"", ""Where did you get that"". My daughter said ""Finally! Now you can stop digging in all your bags/wallets looking for your card"" Love it

The plastic pockets are ripping already, so a little bit flimsy if you take cards in an out. If you don't remove them once there in, then it's probably fine.

Love it

This product is ok but a bit too large. It has good durable workmanship.

love this. I had to buy 2- hubby took mine

Nice leather for the price

It has two buttons on top which help accommodate the thickness when the book is full. Loved the color and the cards don't slide out. Wish it had a few full size sleeve for gift certificates, but it works great and I love it....Will proly buy another one as a gift and fill it with gift cards for them! Thanks so much!

Great quality business card holder! Nice leather, well bound. Happy with purchase

beautiful soft leather and fits credit cards without being too tight

Better quality than expected. Leather is very nice and the card sleeves hold all my credit cards.

This is a beautifully made product at an incredible price. Was exactly what I was looking for.

Very soft, good quality leather. I use this to store credit cards, and it is perfect for that purposes. I like that it has two buttons for the latch so that you can select the length that best suits how thick you have stuffed the holder.

This card holder is so soft. I like it much better than an other one that I have which has a hard cover. I bought red so that I could find it in the bottom of m purse. It is great for keeping store cards and other business cards that I receive. I also tuck my coupons inside before I close it up.

Loved it!!!

perfect! Exactly what I needed!

Helps me keep all my credit cards gift cards and doctors' appointment cards organized!

Awsome product fits all credit cards and business cards etc very easy Not"
