product_id,title,brand,category,price
B01DIJ9NDY,"Ikepod Slim Note Leather Slim Wallet with minimalist design , RFID Blocking Bilfold wallet Made of Ultra Soft Full-grain Leather",IKEPOD,,
B005MZQ7EQ,Men's New Genuine Leather Flip Coin Wallet by JBG International.,JBG International,,
B01DI3IW9G,Travelambo RFID Blocking Leather Passport Holder & Travel Wallet (brown),,,
B017QBMUYO,TRD Toyota Slim Wallet Black with 4 Credit Card Slots - Genuine Leather,,,
B01AVKSJ0Q,Leather Money Clip Wallet – “Combat Boot Leather” - Recycled + Waterproof + Fireproof +Made in USA - Unique Wallets for Men (Dark Brown & Black) …,Recycled Firefighter,,
B0096HTEMS,US Navy Brown Cowhide Leather Billfold Wallet,CuffCrazed,,$24.99
B00FKFLEY6,Bellroy Men's Leather Very Protective Wallet Black,,,
B00Q3O92PQ,Alpine Swiss Womens Accordion Organizer Wallet Leather Credit Card Case ID,,,
B01DDFDJBK,YALUXE Women's Genuine Leather Card Case Wallet with Zipper Pocket ID Window Deep Blue,YALUXE,,
B015YOODZO,Esdrem Soft Leather Business Name Card Holder Book Credit Card Holder Wallet with 90 Card Pockets (Blue),Esdrem,,$13.99
B00WL6S17U,"Visconti Soft Leather Secure RFID Blocking Passport Cover Wallet - POLO 2201, Oil Tan, One Size",Visconti,,$19.99
B00J8X1ZPY,Alpine Swiss Womens Organizer Wallet Genuine Leather Clutch Black,,,
B01AU3JZHK,Motion Trend Men's RFID Wallet - Leather RFID Blocking Wallet Minimalist Black,MOTIONTREND,,
B01883CH8S,"Alpine Swiss Womens Accordion Organizer Wallet Leather Credit Card Case ID,Fern,One Size",,,
B00G9HULXE,Alpine Swiss Womens Accordion Organizer Wallet Leather Credit Card Case ID,,,
B00TBHNTU6,Michael Kors Bedford Zip Around Continental Leather Wallet,Michael Kors,,
B017WTVL0Y,Anuschka Leather RFID Wristlet Wallet & Silver Fever Keychain ( Floating Feathers),ANUSCHKA,,
B019Q10ZVM,MOSUNX Women Leather Wallet Long Purse Fashion Wallet Card Bag Handbag (Hot Pink),Mosunx,,
B017OVM6RC,YALUXE Women's Soft Leather Smartphone Wristlet Clutch Wallet with Shoulder Chain Green,YALUXE,,
B0152GD63E,"LG G Stylo Wallet Case, LG G4 Stylus Leather Case, Harryshell(TM)Butterfly Wallet Folio Leather Flip Case Cover with Credit Card Id Holder for LG G Stylo, G4 Stylus, LS770",Harryshell,,
B0119HRJWY,Microfiber Leather Business ID Passport Holder Protector Cover Card Case Wallet Purse Travel Organizer,,,
B011Y2JIR8,YAAGLE Mens Multi-purpose Business Genuine Cowhide Leather Clutch Handbag Vertical Wallet Purse Coin Pouch Pocket For Mobile Phone Keys Case Cash Money Clips,YAAGLE,,
B00XFC051O,COACH Leather Mini Studs Accordion Zip Wallet in Light Gold / Chalk White 53135,Coach,,
B00CJ8SEQI,NEEWER® Ladies Women Faux Leather Envelope Purse Clutch HandBag Card Holder Wallet With Golden Chain (Yellow),Neewer,,
B019C2HF0E,Dopobo Men's Wallat - Large Capacity Vintage Retro Crazy Horse Leather Bifold Long Wallet Checkbook / Card Organizer Purse Clutch Bag Handbag with Phone Holder & Security Chain (Light Brown),,,
B019F1ZZNG,Coach Crossgrain Leather Medium Corner Zip Wallet 53436 Metallic Purple Iris,Coach,,
B00G4SEKS0,Nocona Men's Leather Laced Basketweave Overlay Tri-Fold Wallet Med Brown One ...,Nocona Boots,,
B0074ETXWQ,Coach Penelope Leather Zippy Turnlock Wallet Wristlet Bag 45647 Black Silver,Coach,,
