product_id,title,brand,category,price
B00ZFT6W26,"Dazzle Flash® Women's White Gold Plated Austrian Crystal Elements Tennis Bracelet,Wedding Jewelry For Womens -bcw041 (6.25“)",,,
B00VHKMRB2,Sandistore 2pc Vintage Multilayer Charm Infinity Love Best Friend Wish Wrap Cuff Bracelet,,,
B00WFQJFFI,"Alex and Ani ankh Wrap Rafaelian Gold Finish Bracelet, A10EB062RG",Alex and Ani,,
B00OF92O9W,"Womens Stainless Steel Black Link Extra Strong Four Element Magnetic Bracelet, Link Removal Tool",,,
B00UJJC0OQ,Beancase(TM) Blue and White Handmade Vintage Anchor and Infinity Leather Wrap Bracelet Unisex,,,
B005CI96GY,Neptune Giftware Dark Brown Leather Cord Surf Wristband Bracelet With Metal Plate Embossed With A Cross - 0050,,,
B01C97Y07K,"Stone Studded Breath of Life Egyptian Ankh Charm Pendant Macrame Bracelet - Clear, Gold-Tone",,,
B014439LRG,Rose Gold Plated 316L Stainless Steel Hollow Tube Cuff Bangle Bracelet Expandable,,,
B00HJ8JTIU,Prosperity: Symphony of Energy Beaded Stretch Bracelet,,,
B00EBQU1WQ,Les Poulettes Jewels - Cruciani Lace Bracelet 5 Infinity Yellow Color,,,
B00L4YBJRE,Voberry Butterfly Tassel Rose Gold Titanium Steel Chain Women Barefoot Sandals Ankle Bracelet Anklet Foot Chain Jewelry (C),Voberry,,$6.90
B0163JGXG6,Punk Rock Anarchy Sign Wristband Vinyl Alternative Bracelet,,,
B00KCDSSV8,Enesco Homefront Girl - Proud Military Mom Paracord Bracelet,,,
B00ZVFQRGK,Inspired Silver Plated Heart Charm Bracelet (White Gold),Beverly Hills Silver,,$11.99
B017QVT3G2,"Celokiy Charm Beads Multistrand Black Leather 2 Braided Rope Handmade Bracelet,Adjustable",PANDORA,,
B000646BWG,Bracelet Silver Ball Rosary Sterling Silver 5.0mm with 18 inch necklace,Religious,,
B00IMLDYK2,"Catholic St. Benedict Bracelet, Black Blessing Bracelet with Silver Medals. This Bracelet Is Hand-made in Medjugorje At the Base of Apparition Hill, Where It Is Reported That the Blessed Virgin Mary Started Appearing to a Group of Children in 1981. Each Bracelet Is Made Using 10 Benedictine Medals and a ""Blessed"" Tag, and Comes Mounted on a Card Telling the Story of Medjugorje and the Powerful Benedictine Medal.",,,$24.99
B01E17AVCE,SENFAI Bracelets for Women Cute Girls Fashion Lovely Cat Bracelet Animal Jewelry Gift,SENFAI,,$9.89
B00ZQ389FY,Chrysalis Gold Plated Sun Purple Wrap Bangle Bracelet - CRBW0015GPAMET,Chrysalis,,
B00PAJPKX8,"RUBYCA 5pcs 7.5"" Lobster Clasp Eiffel Tower Paris Pendant Snake Chain European Charm Bracelet Gold Tone",RUBYCA,,$9.99
B000KM77BI,"14K WG 1.00 Carat Diamond Flower Bracelet - 7.5""",Netaya,,
B000RAUVW0,"Multicolor Ladybug 8mm Wide Magnetic Link Lady bug Bracelet 7"" Long with Fold over Clasps",,,
B00DQS2I9E,New Choice Black Silicone Rubber Anion Sports Bracelet Wrist Watch by ANLO,Unknown,,
B000M4SZII,3 Genuine Carnelian & Tiger Eye Multi Stone Chip Bracelet Set,SilverSpeck.com,,
B016HVAO06,"SusenstoneWomen Multilayer Beads, Bangle Bracelets (Red)",,,
B01AS034OA,ALPS Touch Screen Sports Digital Silicone Band LED Watch Bracelet (7 Pack),ALPS watches,,
B00XWDAKFM,Freshwater Cultured Pearls Yoga Meditation 108 Prayer Beads Mala Wrap Bracelet or Necklace with Brass Guru Bead (Oval Brass Tree of Life),,,
B007WHDKX8,"Black Leather Hawaiian Bracelet, Leather Wristband, Surfer Bracelet, #224",,,
B01092T25C,Asian Tibetan Buddhist Wood Prayer Beads Yoga Wrist Mala Stretch Bracelet with a Charm (Buddha),,,
B00JNUHBJQ,Miney & Mickey Mouse Bead Sterling Charm Fits Pandora & Similar Bracelets,EGB,,$39.99
B00200JA0O,French Wheat Chain Bracelet 2.5mm Width Sterling Silver Lobster Clasp,,,
B01FA3KCYA,Hawaiian Craftier Men's Women's Leather Cowrie Shell Beads Tribal Adjustable Wristband Bracelet (Shell Stand),,,
B0049MMH5Q,"Purple Aurora Borealis Faceted Glass Bead Stretch Bracelet 7""",,,
B00Q860IQ6,"Solid 14k Yellow Gold 3.20mm Anchor Mariner Anklet Bracelet - with Secure Lobster Lock Clasp 10""",,,
B00CIN8PV8,Tibet Meditation 8mm Red Sandalwood Prayer Mala Rosary Necklace Bracelet,,,
B00MRE0V4C,Handmade Tibetan Elastic 8mm Dark Wood 108 Prayer Beads Wrap Bracelet Mala (Circle Tree of Life),,,
B00HXI4D7I,A Personal Bracelet/necklace/keychain's Name Charm: Brooklyn,M&G,,$9.99
B000KM776S,"14kt Gold Link Bracelet with Heaven's Gift Charm - 7""",Netaya,,
B011QFBI1M,Yeshan 40pcs Antique Silver Connectors Bails Mix Beads with Pendant Fit European Charm Bracelet and DIY for Jewelry Making and Crafting,,,
B005025PF8,Sterling Silver Charm Bracelet For Euro Style Large Hole Beads 8.5 Inch,,,
B01B3U0G4U,Handmade Genuine Real Black & Brown Vintage Leather Wrist Cuff Bracelet with Retro Copper Constellation Zodiac Sign Resizable (Taurus(Blue)),,,
B00UB66XV8,Silvertone Shiny Multi Dolphin Magnetic Closure Bracelet,,,
B00ES1ENVY,Les Poulettes Jewels - Gold Plated Bracelet with Bird Feather,,,$24.00
B000J4DQVM,Sterling Silver `I LOVE YOU` Charm Bracelet,SilverSpeck.com,,
B012FJ8XHU,Giftgarden Bangle Bracelets - DIY Multilayer Braided Vintage Bracelets Woven Leather Bracelet Bangle (q1),,,
B00DYW1Q2W,Round Light Blue Simulated Pearl Stretch Bracelet 8mm,,,$9.99
B004PJPV56,"14K Yellow Gold 1.5mm Baby ID Figaro Bracelet with Spring Ring Clasp and 1"" Extension - 4.5""+1"" Inches",,,
B00DC76QII,"Chrysalis ""Mother Doll"" Gold Plated Expandable Bangle Bracelet",Chrysalis,,
B00CGDFZOK,Authentic EvesErose Highest Quality Car Jeep Automobile Charm Bead Fits Sterling EvesErose Pandora Chamilia Biagi Trollbeads European Bracelet,EGB,,$19.99
B00Q9MNOPG,1 Pair Belly Dance Arm Cuff Wrist Bracelets w/ Golden Coins - Black,,,
B00MBBKXZ8,JOVIVI Jewelry Gemstone Hexagon Beads Healing Point Chakra Good luck Finger Ring --Adjustable Size (Turquoise),,,
B018YSFD9C,"3pcs Ladies' 4 Hook 3 Rows 3/4 inch Width Spacing Bra Extender Bra Band Extender, Black + White + Beige",MAGIC UNION,,
B00L2MG29S,Harley-Davidson Boys Cap Kids,Harley-Davidson,,
B016FQKSK4,Captivating Headgear Men's Champ Fashion Kentucky Wildcats Embroidered Cap,Captivating Headgear,,
