product_id,review
B00ZFT6W26,"Bracelet really nice ! Wife loves it! reviews complain that bracelet small . My wife has very small wrist and it fit perfect . GREAT FOR SMALL WRISTS

Very very small. This should be for a child

Will be used for wedding ceremony at Hawaii in 2 weeks. My wife loves it!

For five year olds first jewelry box and I have the real kind. There is no comparison from mine and gift for a childs

Just what I wanted. This is a perfect assesory for any occasion

Very happy with this bracelet

I love it. It looks good and fits great.

This is an unsolicited review I want to say first of and then I will follow it by saying I do love this bracelet. It is small but that works for me because I have pretty small wrists however they do include and extension in the way of an additional clasp. The stones are Georgiou's!

This white gold plated tennis bracelet is gorgeous and it sparkles. It looks beautiful on and it fit me well. Luckily, I have a small wrist so I ordered the 16 centimeters but I should have gotten the 17 centimeters because the bracelet is small but thankfully it comes with an extender. The bracelet is very sturdy with a back clasp and it felt very comfortable on and looked very expensive than what it really is. The Austrian crystals really shine and dazzle too and comes in a cute box ready for gift giving. I recieved this product for testing and review purposes.

I just love all the flashing, it shine so much in the sun. All my friends love it also and so do I. I gave one to my daughter for her 18th birthday and she love it. Thanks

I got the smaller size for my granddaughter, larger for me. I've gotten many compliments. Every girl has got to have some bling

It was listed as size 7"". When received it was 6"". It was to be worn to a wedding and there was no time to send it back in time to wear, so I tried to extend it which didn't work. I will never buy anything from DF jewelry again. Lee Stanek

Love it!!"
B00VHKMRB2,"Love this 2 pcs vintage bracelet . IT just a littler hard to hook on but with a littler help is doable. I only had the chance to wear the black one and waiting for especial occasion for the brown , but so far I got a lot of compliment on it

Love these. Would be great as mother daughter bracelets. Made very well for the price.

Both of these are beautiful bracelets! They are both made of nice leather straps. The charms are attached by the leather straps being wrapped around them. They are on there very secure and not going to fall off. They are bound together at the back by metal pieces. This is a very well made bracelet. I love the look of many bracelets stacked together. I received these at a discounted rate for my honest review. I love them! I was going to use one as a gift but now I think I want to keep them both for myself!

As I reviewed these bracelets at a discounted rate for my honest and unbiased opinion, I found them to be incredibly cute. This is a perfect gift for teenage girls. One is brown leather with the words Love and Best Friends, it also has a double heart pendant. The black leather one has an eternity symbol, Best Friends, a tree, and Love. This would also be a great alternative to best friend necklaces. The quality is great. The clasps are durable and they are very easy to put on. The size is adjustable to fit most wrist sizes. I would definitely recommend these as a gift or to purchase for yourself and your best friend.

these bracelets are just gorgeous! i love them and my best friend will also! highly recommend these! i received these at a discounted rate in exchange for an honest review.

Lower quality than expected but still worth the money.

Very good for the price

Cheap quality broke easily

I bought several of these so that my daughter's could give them as gifts...loved them!

One of them broke within the first day

Nice friendship bracelets. Very stylish for young ladies and adults.

Cheap quality.

I love it.

Love the bracelets. Wish I could get the bracelet a little tighter around the wrist.

These are honestly the cutest bracelets I've seen. Very adult-like and well made. You can't beat the price either!

This is an awesome set of friendship bracelets. I'd give 4 stars, but the claps on it is weak and it broke...I fixed it by tieing it together though, so it should be okay. They sent it alot early than expected, I sent them an email asking to ship faster because Im moving, and one day later, I get it. I DEFINITLY recomend this product. Im vary clumbsy, so Iit might just be me that has problems with the clasp. You might not have any trouble. Id say buy it for you and your friends. Its awesome (:

Great deal!"
B00WFQJFFI,"Great Christmas gift!!

This was a gift for my mother and she loved it.

I Absolutely Love this bracelet. The quality is very nice and the fact that it is adjustable makes it comfortable to wear. I received it within two days and it came nicely packaged. I have a few Alex and Ani bracelets, but this one is my favorite. I recommend this seller."
B00OF92O9W,"I had to remove two links which was easy except hard to see. It is very pretty. Had to edit my review because the clasp kept coming undone. I am rough on my jewelry. We super glued it shut, if I ever have to take it off I'm in trouble.

Nice fit

My daughter wears it everyday and loves it.

I love it. The ability to adjust the length is also really cool.

Not as advertised"
B00UJJC0OQ,"I mean it was only $2 so you can't expect Claire's quality jewelry...still, it's better than I was expecting for the most part. It doesn't feel like leather and looks more like shiny cheap plastic-y pleather. The charms are lightweight. The only annoying thing is the clasp which is really big and leaves a big gap even on the tightest link, so the charms side kept slipping to the inside of my wrist. I ended up having to tie a little white thread around the clasps to tighten the bracelet but it still kept slipping so you'll have to keep readjusting the bracelet throughout the day and I don't think it would last very long with that much handling. But it looks cool and expensive from far away so if you need costume jewelry or just something for a one day outfit then this would be a good investment....buuuut it did take a month to ship so there's that too.

I love the anchor theme on this bracelet. Very happy that it is adjustable since many bracelets don't fit my larger wrist.

This bracelet is one of the cutest accessories I've ever bought, and appears as cute in real life as it does in the picture, BUT there is a flaw. I'm not saying that this happens to everyone, but the bracelet I ordered constantly comes apart at the clip. I find myself having to tighten the links constantly and I've stopped wearing mine for the time being. Four stars for quick delivery and the similarity of the bracelet and the picture, but missing one for the annoying links in the chain.

Very cute"
B005CI96GY,"Looks all right but doesn't stay tight, twists on wrist so metal plate is down, metal plate is bigger than it appears in the picture...too big in my estimation.

never got to actually wear it, it broke as soon as I tried to adjust it. I would not purchase"
B01C97Y07K,"Cord unraveled but nice overall

The bracelet was more beautiful in person. I like the wieght of the bracelet. The charm was smooth so you don't have to worry about snagging your clothes. I will definitely purchase from this company again.

I am in love with this bracelet! I am a bigger gal, so my wrists are bigger than the normal size, so bracelets are hard to find. I ordered this anyways, because I love the cross design, and hoped for the best. At first glance, I didn't think this would work, because it didn't fit me, and I didn't see where it was adjustable, so I was going to give up. However, I kept investigating it, and saw 2 little gaps, and figured out that it was adjustable! You just have to pull the strings to loosen it up, and once on, pull the opposite way to tighten it back up again! I will be wearing this a lot! The only negative to this bracelet, is the 2 long strings that hang down from it while wearing it, it's a bit annoying, but I will figure out a way to tuck in the strings so its better. I received this product at a discount in exchange for my honest review!!

I bought this bracelet for my teenage daughter who LOVES jewelry, she wanted another accessory for her vast collection. The seller offered a variety of color choices, however we stuck with a classy clear, and gold-tone. When the bracelet arrived, it was exactly as pictured, the bronze goldish color was a great contrast to the sparkle of the gems. The charm at the center of the bracelet is an Egyptian Ankh which symbolizes the breath of life. The size of the charm was 1.5"" x 1.0"" with adjustable drawstrings that can be used to either tighten or loosen the bracelet to fit many wrist sizes. Though how to loosen and tighten the bracelet was a bit difficult for me, my fashion forward daughter found it quite simple and easy. The bracelet fit my daughter well and the stones have yet to fall off. Overall, this product is a fashionable Egyptian Ankh bracelet that my daughter loves to wear as an accessory to many of her outfits. I received this product at a discount in exchange for my honest and unbiased opinion."
B014439LRG,"Not really adjustable - you must have a very small wrist to wear this - really meant for a girl, not a grown-up."
B00HJ8JTIU,"Im not sure if this rocks are real or plastic it doesn't look like real to me, it looks more plastic.

I have bought several of these bracelets from this seller. I love each and everyone of them. They are well made and lovely.

I bought one for a friend, then went on to purchase one for myself and another friend. Very well liked by the recipients.

Love it!!!

Nice bracelet I bout for my boyfriend . Very quick shipping. beautiful piece. I would recomend !!! I <3 The Potter's Stones

Just got it yesterday and from the moment I opened the package I loved it! It's so pretty and fit so comfortable, I like the size of the beads, it makes it easy to work at my computer and answer phones. The stones are natural and pretty, I can't wait until my 3 other bracelets arrive soon. And the seller was terrific and so helpful with my order being processed. I can definitely see myself purchasing more stuff from this company/seller. Thanks, Debra

Very pretty real stones . I love how heavy ( not plastic ) it is . But not too heavy to wear

Craftsmanship= Excellent Quality= Excellent Price= You get what you pay for, outstanding! Customer Service= Above and beyond When I got the bracelet it was little too large so I contacted Katherine (Potter's Stones) and received a quick reply to send back and she'd resize at no charge, priority mail it back. When it came (waited less than a week after sending it)...it fit better but I wanted it a little smaller and it didn't look like the pictured bracelet I feel in luv with. Never the less after a quick message to Katherine...again, and her kind and courteous reply, I got my resized beautiful bracelet back. Her customer service to my needs was superb!! The bracelet is exactly as pictured in her ads at my size and I couldn't be a happier buyer! Most definitely will recommend her jewelry/business to my friends, all around excellent experience, thank you Katherine and The Potter's Stones, LLC!! ....from a finicky but appreciative buyer; Christine :)

Love it! Fits perfectly. I have a 7-1/2"" wrist and it is not right or too loose. Fits like a bangle and does drop to the base of my hand but won't slip off. Stones are all bright and colorful.

The Prosperity Symphony Of Gemstone Beads Bracelet is stunning! It's exactly as depicted (even better!), appears to be well-made and will incorporate with many of my other mala bracelets. Worth the price. HIGHLY RECOMMENDED product and seller. THANKS!

The selection of gemstones and pattern of this bracelet is very nice good quality work! !

Excellent Product, very pretty

I love my bracelet! It looks wonderful. I wear it everyday!

I love it as it feels special...however, the stones do get heavy for a bracelet. I guess you have to make that call because I keep removing it after some time.

Very cute

Great product my sister bought it for her and she loves it.

Gorgeous! Loved it so much that I ordered a different bracelet, I wear them together and I hope to get more. Great quality and very beautiful. I call this one my ""lucky bracelet."" <3

The bracelet is really pretty but it is rather big on my wrist, the bead size is great.

It is beautiful but for a small in size it is a bit too big but I will keep it.

Very cute.

Love it wear it all the time.

Lovely bracelet, I wear it everyday!

Love it! It's also a very good size & has some weight to it. The string also feels very aturdy. Just hope the stones are genuine & not painted.

I love the beads and how the bracelet was made. I, personally, removed all but one of the silver beads since I have a very small wrist. Had this for almost a year now.

shipping was fast. Looks the same as picture. love it.

I love the bracelet, but I found it odd that when I first put it on I couldn't get it wet or the colors on some of the beads would stain my wrists. They are definitely sprayed with something to get them to look shiny I guess, which surprised me. I wouldn't have expected genuine beads to have dye on them. It made me question how "
B00EBQU1WQ,Nice fit and adjustable
