movie_id,title,director,year,runtime,genres,review
tt0023037,Land Without Bread,Luis Buñuel,1933,30,"Documentary,Short","This 30 minute documentary Buñuel made in the early 1930's about one of Spain's poorest regions is, in my opinion, one of his weakest films. First, let's admit that 70 years later, Spain is much richer than it was then (and when I say this, I fully admit that wealth can bring problems of its own, like excessive individualism and consumerism, though all in all wealth it's a far better condition than the extreme poverty portrayed here). And if poverty receded in Spain it was not exactly with the sort of socialism that Buñuel favored, but with Western European style capitalism. But one of the most shocking things about the movie is this: in one scene, the narrator chides that in school, children are taught the value of Pi. Teaching math to poor people, the horror!. Buñuel shortsightedness is at its most glaring here, not realizing that it is access to the latest knowledge and technology what will help the poor overcome their situation. What is he proposing? That children are taught exactly what at school? Doesn't Buñuel understand that it is the lack of modern technology that has made them poor in comparison with other people?"
tt0063665,One + One,Jean-Luc Godard,1968,115,"Documentary,Drama,Music","Firstly, this is a very dated film, non-focused in its exposition of the left wing political revolution. Honestly, when someone says that the only way to be truly revolutionary is to cease to be intellectual ( which in itself is quite nonsensical, since the answer was arrived at by precisely being intellectual) it reduces me to despair; as if we all should return to being apes in the name of equality - it is simply ridiculous. Our intellectuality is only one of many human qualities, but this does not mean we should not educate ourselves to the highest possible degree. But no doubt this non-educational message ties in with Godard's use of rock music; hence The Rolling Stones.<br /><br />The song 'Sympathy for the Devil', whose creation we witness, and from which the film takes its name, is in fact nothing special. The chord sequence, which is not especially original, was used to much better effect in Led Zeppelin's 'Thankyou'(Led Zeppelin II). Apart form that, 'Sir' Mick Jagger declaims in his usually nebulous manner (rather like Bob Dylan)- notice how the first melodic phrase is unimaginatively repeated over again to form the verse.<br /><br />Besides the fact that the Black Panthers depicted in this film, don't seem to know what they are fighting for, the most interesting scenes involve the equation of fascism with pornography; a message that in fact undermines the sexual 'liberation' of the 1960s and today ( indeed, a message that would belie the behaviour of The Rolling Stones around the time the film was made).<br /><br />No wonder, the DVD came free with The Sunday Times! For a truly profound historical exposition of left-wing sympathy, listen to Luigi Nono's masterpiece, 'Al Gran Sole carico'd'amore'."
tt0081242,No Nukes,"Danny Goldberg, Anthony Potenza, Julian Schlossberg, Barbara Kopple, Haskell Wexler",1980,103,"Documentary,Music","This movie was a real torture fest to sit through. Its first mistake is treating nuclear power as so self-evidently a 'bad thing' that it barely needs to convince the audience of it. When it does stoop to putting in its argument, it has the participants breathlessly deliver barely substantiated facts ; all that's missing is someone crying ""when is someone going to think of the children!"". While watching this movie, I kept thinking ""where'd you hear that?"" or ""that can't possibly be true"" - yet little of the info was backed up by any reliable sources. And bless 'em, the 'regular folks' in the movie came across more like Luddites than people with any understanding of the pros and cons of nuclear power; to be fair, that might be the fault of the film-makers, but equally fairly, it's a condition shared by the movie's rock stars.<br /><br />As for the performers........... Now some of these people are highly respected musicians whose music I've enjoyed, and I'm sure a few of them really did believe in this cause. But they all come across as wheezing old hippies desperately searching for something to get worked up over, now that the 60s have passed them by. Particularly embarrassing are Graham Nash and James Taylor. Nash seems to be trying too hard - he looks like he can't possibly believe the things he's being told (not that I blame him), but desperate to feel noticed and included. James Taylor performs what has to be the wimpiest protest ""anthem"" ever, ""Stand and Fight"", in the most sickeningly cheerful way you can imagine. In fact, most of the performances are pretty bland when they're not being patronizing. Nobody seems worked up by this event, as if it really doesn't mean much to them at all. It's worth noting that the driving force behind this whole event seems to be John Hall, of the band Orleans, and responsible for some of the wimpiest MOR pop of the 70s. (Remember, if you dare, ""Dance With Me"" and ""Still the One"".) It's worth noting because that's symbolic of how the cause here fails to inspire any real passion in the music. The cause is supposedly life-or-death, but everybody sleepwalks through their numbers like they're playing the Catskills. Except maybe Gil-Scott Heron - his protest number ""We Almost Lost Detroit"" is on topic at least, but delivered with all the smugness of a high-schooler impressed with how 'controversial' he's being.<br /><br />Only Bruce Springsteen's performance raises a pulse; I've never been a big fan of the Boss, but he absolutely smokes, no question. Part of me thinks he was taped separately, at another event, and edited into this movie to give wake the audience. Compared to the general blandness and air of self-satisfaction here, it's no wonder Bruce was hailed as the savior of rock'n'roll.<br /><br />But even his performance is hobbled by the lifeless concert shooting. I don't expect a lot of flashy camera movement from a '70s film, but the shots are unnecessarily static, broken up only by split-second cutaways to a back-up singer's tonsils. Now, some of this may be because the performers are lifeless to start with; and *maybe* the film-makers are more skilled at shooting documentaries than concert footage - but all you have to do is watch ""Rust Never Sleeps"" or ""The Last Waltz"" to see a movie like this done with more skill. And with more exciting musicians. <br /><br />So really, there's only two things to watch this movie for: Springsteen's stellar performance, and as a sad snapshot about a counter-culture in decline."
tt0084429,O Canada!,"William Bosche, Randy Bright",1982,18,"Documentary,Family,Short","I'm sure this was one of those ""WOAH!"" attractions in 1982 when Epcot opened, but now it's just silly. The film's message is cliché. The Circle-Vision is disorienting. And that awful song at the end is grating. And I really wish they'd install seats. After so much walking, all you want to do is sit down for a few minutes. And when you hear there's a film to see it sounds pretty glamorous! You get entertained while sitting down, right? WRONG! You're standing there for 18+ minutes leaning against a short little railing. Disney should make a newer Maelstrom like attraction to liven things up and replace this dull, lackluster film. NOT FUN. Skip it. In fact, skip Canada altogether unless you're eating there. Move directly to the United Kingdom."
tt0091125,God's Country,Louis Malle,1985,90,Documentary,"If this documentary had not been made by the famous French director, Louis Malle, I probably would have turned it off after the first 15 minutes, as it was an incredibly dull look at a very ordinary Midwestern American town in 1979. This is not exactly my idea of a fun topic and the film footage closely resembled a collection of home movies. Considering I didn't know any of these people, it was even less interesting.<br /><br />Because it was a rather dull slice of life style documentary, I wondered while watching what was the message they were trying to convey? Perhaps it was that values aren't as conservative as you might think--this was an underlying message through many of the vignettes (such as the Republicans whose son was a draft resister as well as the man and lady who thought sex outside of marriage was just fine). Or, perhaps the meaning was that there was a lot of bigotry underlying the nice home town--as several ugly ideas such as blaming Jews for financial conspiracies, anti-Black bigotry and homophobia all were briefly explored.<br /><br />The small town of 1979 was explored in great depth and an idyllic sort of world was portrayed, but when the film makers returned six years later, the mood was depressed thanks to President Reagan. This seemed very disingenuous for several reasons. First, the 1979 portion was almost 90% of the film and the final 10% only consisted of a few interviews of people that blamed the president for just about everything but acne. What about the rest of the folks of this town? Did they all see Reagan as evil or that their lives had become more negative? With only a few updates, it seemed suspicious. Second, while it is true that the national debt doubled in the intervening years, so did the gross national product. And, while Malle shows 1979 as a very optimistic period, it was far from that, as the period from 1974-1980 featured many shortages (gas, sugar, etc.), strikes, high inflation and general malaise. While I am not a huge fan of Reagan because government growth did NOT slow during his administration, the country, in general, was far more optimistic than it had been in the Ford and Carter years. While many in the media demonized Reagan (a popular sport in the 80s), the economy improved significantly and the documentary seems very one-sided and agenda driven. Had the documentary given a more thorough coverage of 1985 and hadn't seemed too negative to be believed (after all, everyone didn't have their lives get worse--this defies common sense), then I might have thought otherwise.<br /><br />Overall, not the wonderful documentary some have proclaimed it to be--ranging from a dull film in 1979 to an extremely slanted look at 1985.<br /><br />By the way, is it just me, or does the film DROP DEAD GORGEOUS seem to have been inspired, at least in part, by this film? Both are set in similar communities, but the latter film was a hilarious mockumentary without all the serious undertones."
tt0095895,Powaqqatsi,Godfrey Reggio,1988,99,"Documentary,Music","Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing ""world music"" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with ""baskets on their heads"" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for ""life in transformation.""<br /><br />But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi.<br /><br />RstJ"
tt0113270,The Haunted World of Edward D. Wood Jr.,Brett Thompson,1995,89,"Biography,Documentary,Horror","Being an independent filmmaker and a huge fan of Edward D. Wood Jr. I purchased this documentary believing that this would finally set the record straight on how gifted and brilliant Ed Wood actually was. <br /><br />What I got was a disappointing self-centered, conflictive, contradictory compilation of bitter self-aggrandizing has-beens. <br /><br />Where people DO remember Ed Wood Jr., do people actually remember the second cousin of the guy with the duct tape who knew someone who was in Plan Nine From Outer Space? <br /><br />It appears as though, the very minute there is a renewed interest in Ed Wood, these people come out of the ""Wood""work! Only to take mean spirited swipes at someone who actually gave them a chance when no-one else would! After 50 years I would suggest that many of these people should let go of the fact that they didn't get the $75 they were promised!<br /><br />Ed Wood was a brilliant creative filmmaker who knew how to entertain. In-fact that was ALL he lived for. You may giggle when you see Ed's films, but somehow you are aware that you are laughing WITH him, and not AT him. <br /><br />But, I digress... Back to the film at hand. If you are expecting a film ABOUT Edward D. Wood Jr., you won't get it here. If you want a film about cranky bitter old actors, this is the film for you!"
tt0119107,"Fast, Cheap & Out of Control",Errol Morris,1997,80,Documentary,"This makes the third Errol Morris movie I've seen, and I'm increasingly not liking his style. He seems to find very interesting and varied characters, great personalities to create documentaries for, and then with tongue-in-cheek editing make fun of everything they are about. It's never really a direct caricaturation of them and Morris seems most of the time to be saying, ""But no, no, these people are really fascinating, really!"", but there's always these subtle little canted angles and not-so-subtle editing techniques that show that Morris seems to be mocking them behind their back.<br /><br />This movie tracks four people who break the traditional boundaries of organic separation... a man who studies African hairless molerats to find that they are amazingly ant-like, a lion tamer, a man who keeps a garden full of animal-shaped shrubbery, and a robot designer. The general theme of the film seems to revolve around the question of what designates animal, human, and life features? So the title of Fast, Cheap, & Out of Control doesn't really seem to mean anything in terms of the movie... right? Except of course Morris seems just a little disturbed by these individuals' passions (he might call them ""obsessions"") making synthetic designs on life. I share not that fear and honestly don't appreciate some of the connections Morris makes in the film.<br /><br />But I stress his subtlety. With no voice-over narration and leaving the words entirely to the interviewees, it's not as if Morris ever pounds that anxiety onto the spectators' collective head. Instead he mixes circus footage and ant footage together often at times when they're taken out of the context of the circus and the ants, showing a sort of collective absurdity behind what all of these people are talking about. I don't find them absurd, I find them all very neat and interesting individuals.<br /><br />Unless, of course, he didn't intend such juxtapositions, which means he's just a bad craftsman instead of a silent subverter. Considering none of this films I've seen so far have particularly impressed me, I don't really care to find out what he's trying to do.<br /><br />--PolarisDiB"
tt0125459,Pitch,"Kenny Hotz, Spencer Rice",1997,81,Documentary,This is the worst documentary to come out of Canada ever!!!! I'm glad to see the guys haven't made another movie. All they want to do is get a movie made and it doesn't have to be the one they wrote. They keep changing the script to suite the person they're pitching. I could not get out of the theatre fast enough when I saw it at that year's Toronto Film Festival. Please never see this film.
tt0156524,The Eternal Jew,Fritz Hippler,1940,62,"Documentary,History","Having seen ""Triumph of the Will,"" I can only say this movie is ghastly, even measured against the historically low ""standards"" of the time. Naturally it's all totally fabricated and prejudicial. This is what one would expect of 1930's German propaganda. Unfortunately, the quality of the presentation, itself, is hackneyed and cheap. It's also so blatantly ridiculous that even contemporary Germans must've left the theater holding their noses. In a genre renowned for its base appeal, lack of originality and unapologetic wrong-headedness, this film doesn't even qualify as ""bad."" It would have to improve significantly to attain that status!"
