id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000FTHJS2,True,False,calibration_expensive,0.0,
B000OEFW8W,True,False,calibration_expensive,-2.0,
B002HIQWOQ,True,False,expensive_batch,2.0,
B0057RURUE,True,True,calibration_expensive,2.0,
B005B9HHEC,True,True,expensive_batch,2.0,
B006ICBKSU,True,False,expensive_batch,0.0,
B00A4OM0IW,True,False,expensive_batch,2.0,
B00A7H06NM,True,False,calibration_expensive,2.0,
B00ACNSD9K,True,False,expensive_batch,-2.0,
B00D9B7FOQ,True,True,expensive_batch,2.0,
B00G5KCOEE,True,False,expensive_batch,0.0,
B00G6MWX74,True,False,calibration_expensive,-2.0,
B00GRI74US,True,False,expensive_batch,2.0,
B00I9080Y6,True,True,calibration_expensive,2.0,
B00IKIEK14,True,False,calibration_expensive,0.0,
B00KLMFMKK,True,False,expensive_batch,0.0,
B00KYAYVPG,True,True,expensive_batch,2.0,
B00NFK3KZO,True,False,expensive_batch,-2.0,
B00RJHWHJO,True,True,calibration_expensive,0.0,
B00RNNYU44,True,False,expensive_batch,0.0,
B00RQPX35G,True,False,calibration_expensive,2.0,
B00U5L726O,True,False,expensive_batch,2.0,
B00UI87SAE,True,True,calibration_expensive,2.0,
B00UVVE95A,True,False,expensive_batch,-2.0,
B00VX9XP1S,True,True,expensive_batch,2.0,
B00ZB68S9S,True,False,calibration_expensive,2.0,
B00ZW3SH1E,True,False,expensive_batch,0.0,
B011L8G5E4,True,False,expensive_batch,2.0,
B014IW97FO,True,False,calibration_expensive,0.0,
B016X3YRKQ,True,False,expensive_batch,2.0,
B017AUO66Q,True,False,expensive_batch,0.0,
B01B5BYD2S,True,False,calibration_expensive,-2.0,
B01BSO2H0W,True,False,calibration_expensive,0.0,
B01BSO36H0,True,False,expensive_batch,2.0,
B01CGB0DKC,True,False,calibration_expensive,-2.0,
B01CJ8UHR6,True,False,expensive_batch,2.0,
B01CJOXBXW,True,False,expensive_batch,-2.0,
B01CJPQXRW,True,False,calibration_expensive,2.0,
B01CW6DUTM,True,False,expensive_batch,-2.0,
B01DTGMTKK,True,False,calibration_expensive,2.0,
B01E3MM51C,True,False,expensive_batch,2.0,
B01E42PI9W,True,False,expensive_batch,2.0,
B01EKRW5S8,True,False,expensive_batch,0.0,
B01EWJMFNO,True,False,calibration_expensive,-2.0,
B01G13Z8UQ,True,False,expensive_batch,-2.0,
B01G7GHX14,True,False,calibration_expensive,-2.0,
B01H02OKBK,True,False,expensive_batch,-2.0,
B01H6P02VS,True,False,expensive_batch,2.0,
B01HBNZHC4,True,False,calibration_expensive,2.0,
B01HGR394I,True,False,expensive_batch,0.0,
