product_id,title,brand,category,price,review
B00VVHU5NI,Inspired By Pirates of the Caribbean Movies Cursed Aztec Coin Medallion Necklace Skull Necklace New Version (antique brass color),,,$2.99,"This necklace is so perfect for my costume! Great quality and was delivered very fast! (I live in hawaii). It looks very authentic.

love it

Terrific but shipping was off by more than a week.

It's great! A little cheap feeling and the clasp is stiff, but it looks just like the one from the movie. It's perfect for costumes!

One of the better replica pieces I've seen that wasn't produced directly by Disney and is a reasonable price. The details on the coin are well done, albeit not the thickest (the coin isn't overly thick either). The necklace that it comes on is colored like the coin and made of a chain link with a semi-adjustable clasp. The ring securing the piece around the chain did slip off of it, but nothing a few minutes and a pair of pliers couldn't fix. If you are looking for a coin without the necklace part you could take this off of the chain, however you would still be left with a loop on the coin.

Nicely made.

The necklace arrived early and came in great condition. The chain is a little short for my preference, but I can easily replace it with a longer chain.

Nice! My daughter loved it

Pretty good for the price.

broke off quick, but looks good. just get a different chain

My kids LOVE it!!!!!!! Looks very real and love the map on the back as well.

The chain on this item has broken 2 times in 2 weeks. It is poor quality and I would not recommend it to anyone!

I bought this for my daughter awhile back and she loves it. Huge POTC fan! It got damaged in salt water so I purchased another to replace it. This second one arrived with the chain broken and most of the chain missing. The medallion is great! The detail is perfect for my daughter. But HIGHLY disappointed when she opened the shipping envelope only to find what you see in the included picture. I don't understand how whoever was packing this order allowed it to leave their facility with MOST OF THE CHAIN MISSING. Obviously, someone who does not care about quality and customer service. Very sad. We are returning it and will try ordering a different one from a different seller.

The clasp on the chain broke when I went to wear it the first time.

I bought this medallion to go with a costume I wore to see Pirates 5, and it's a wonderful piece. It's just not as heavy or authentic as my original one, hence the 4 stars. Other than that, it was great.

Perfect for a pirate costume.

Perfect, just what I needed for my costume!

Perfect for our pirate hat. Cool 2 sided coin.

You get what you pay for. The necklace looked great for gasperilla, but has tarnished shortly after.

very cool

Got this as a gift for my wife who loves the movies. Great piece of costume jewelry!

I got this to ""Disneybound"" as Elizabeth Swan at Disneyland last year. It was the perfect touch to my outfit and looked just like the movies.

Son loves it

EXCELLENT PRODUCT

Very cute necklace. The necklace is thinner than I expected but for the price, it's absolutely perfect.

broke the 2nd time my 16 yr old daughter wore it :(

Perfect coin necklace for my husband's pirate costume. Chain was too short, but not a problem to replace. Great quality and price.

So realistic! Great price! Worked perfectly for Halloween costume for my 13 yr old daughter!

Although I didn't end up keeping the product due to costume change, it was very nice. It is perfect for a pirate costume and even worked well for the cos play costume I was going to do. Didn't look cheap or chinsey, good product.

good costume accessory

Nice enough for cosplay, but a I was more than a bit disappointed by this item. It's extremely thin, more of a wafer than a coin,and the design it more of a shallow stamp then a carving or embossment. Would not pay this much for it again.

Very satisfied with product and shipping.

Great brought it for my friend, it came before it was supposed to and she loved it!

If you're even thinking about buying this...do it. Huge hit.

Awesome

Looks very real, not cheap looking at all.

Great color and doe"
B00KXT332A,Enjoydeal Fashion Women Lady Necklace Sweater Chain Wood Cross and Leather Strap,F&F,,$5.99,"the string is really bad...the cross is okay... but you will need to get another string...and it takes forever to ship...not worth the wait...get one the ones that have the prime option for sure

The necklace was wrapped so tight when I unwrapped it, the necklace part broke

Well manufactured. A good product at a reasonable price.

Wooden Cross has a small chipped at the end.

As expected

Just ok.

Great necklace"
B00EJ9GGA6,Fation Lover's Rings Stainless Steel Couple Necklace Promise Forever (One Pair),akezone,,$4.99,"Super small

I bought this for me and hubby we never take them off. I have bathed with mine one and there is no discoloring. he was in a car accident with his on was thrown around car it didn't break and only left a bruise/rub burn. worth the money but wish they had come in a gift box instead of a baggy

I just hope I get them

For a cheap gift, this isn't bad. I probably would have given it 2 or 3 stars if it hadn't been so cheap. The rings are smaller than I expected and it's difficult to read what is inscribed on it. If it's the thought that counts, go for it. If it's quality that counts, you get what you pay for with this.

My girlfriend loves it she wears it every day she won't take it of I love it to

Great gift to have my best friend love it. Money well spent for Christmas. I haven't had any problems with it.

I loved this set. I got one for me and my boyfriend to start the new year and it was absolutely beautiful. I give it 4 stars only because the size of the rings are a bit smaller then I expected and the chain was also small, either that or my boyfriend and I have large necks. However, I love this gift. Perfect for a couple.

my girlfriend is really happy with it and i am too. it made a good xmas gift for somebody's girlfriend or boyfriend"
B018F02EVY,Xanax Gold Bar Pill Medical Necklace,,,,"super dope necklace , compliments every time i wear it. big ups

My husband has been wearing this chain for about 4 months now. It has not tarnished. I wish I could find more jewelry like this. Great quality.

Very cool charm but the chain was kinda small and wimpy, ended up taking the clasp off and atttaching it to the charm to connect to one of my other charms"
B00OCA5BQW,Qiyun (TM) Colorful Wide Resin New Fashion Style Women Bib Choker Statement Collar Necklace,,,,"I LOVE this piece - very pretty and fancy. I haven't found anything to wear with it yet, but I can't wait. If you look closely the pieces look a little cheap, but you haven't to really look close and who is going to stare at your neck like that???? No one. It is a great statement piece and definitely a good deal for the money!!

I like how these necklaces look, but in the clear and the red stone version, the jewellery wire on the underside of both pieces poked me on my neck, horribly, until I bent it all back, and filed a few ends down. But they are cute.

It is so clear and bright that it could glow in the dark---haven't tried that yet but I'll post an update if it does! It is a fantastic buy and another piece that I've added to my collection that could stand on its own! This will not disappoint! Hubby doesn't get too excited about jewelry, but this impressed him enough for him to say: 'Wow'.

beautiful necklace , I did not find another like it in any store for the same price , it's worth .

to big and havy but ok

My wife wanted this necklace for a professional look for work. If you order, order in a month plus in advance since it's from overseas.

Looks cheap

Looks nice but the necklace is shaped for a very skinny neck. As mentioned by another reviewer it does not go all the way around my neck.

Its okay, the price is wonderful but its tarnished. I will go over it with some toothpaste and a toothbrush.

Gorgeoys

Very BEAUTIFUL and stylish will bring out any outfit. Not bad looking for the price. I bought the clear and the red one.

I received this in 10 days , not bad especially because it comes from Hong Kong . Great item for the price

Ok product for price for price.... Poor quality It does not go all the way around your neck It looks cheap

Can't count how many people compliment on this necklace

This necklace is really nice but I thought that it would have been more sparkly in person. The chain itself appears to be more chrome than silver but it is still beautiful and eye-catching.

Beautiful piece. I bought it in red and also in clear.

Not what I expected.

Gorgeous and get many compliments on it.

Very nice. My daughter likes it for dress up. Good value for the price. It is heavy. Seems like it is decent quality.

Very pretty.

great deal

Nice

Good quality and not obnoxiously shiny and cheap looking! Will add some nice twinkle to all kinds of outfits"
B00HC9M0B4,New Retro Camera Photographer Necklace in Black,qzoxx,,,"Decent necklace.for price the paint is kind of sloppy and also the chain was broken when I received it...its more costume jewelry than an everyday piece

Ok so this was a gift to one of my friends but it never came so I had to give her something else. I love this necklace but I never got it.

Very bulky and unattractive and the lens was chipped.

It took for ever to come to me and is a peice of crap . its flat not 3 demensional like the picture . it has the quality of a gum ball machine prize SHAME ON YOU !!!!!!

I recently bought this necklace from these people because I wanted a camera necklace but all of the ones I saw at the store so I came here. I bought it and then, seven months later, it still hasn't shown up. I wanted to write this review to keep you people from wasting time and money.

A great piece to wear and for others to enjoy as well. Conversation starter and fun to look at yourself when you're bored ha ha

Very disappointed. Purchased 4 as gifts for some photographers I know. Items are so badly made there is no way I'll give them. Just be warned. I purchased several ""affordable"" necklaces from Amazon one night and they were all smaller and cheaper than advertised. You get what you pay for.

I understand it's cheap but it's stapled sooooo poorly that it just looks like a quarter that was run over by a truck. It's also really big, the size of a mangled quarter. So yeah hideous piece of junk, I threw it in the trash.

A bit thinner than the picture appeared, but overall I like it. Looks just like the picture (other than the thickness of course.)

The product image is false advertisement. The necklace looks truly cheap .... not cute at all. When I ordered the necklaces, I also ordered a vintage owl necklace from the same seller as well. When the order arrived it took more than a month, and they didn't ship the owl necklace. I was so disappointed. I'm telling you ... don't waste you're money on this necklace! It's not worth it at all. Hopefully I'll be able to return these necklaces back to China.

it looks like the picture and it is so pretty :) i love it and so do all my friends they want one now :) i am very satisfied with this its gorgeous :) differently get this

If the picture is using a VERY thick chain then maybe it's accurate but it is big and cheesy. My daughter put it on her key chain instead."
B006JRLOQM,Diamond Heart & Toggle Necklace in Sterling Silver,Netaya,,,For $150.00 this necklace should be made with real sterling silver. This necklace is chipping away and flaking. Do NOT BUY THIS. not worth the money. It is a beautiful necklace but not real.
B00RV3YCTE,CC Kimico Pendant Necklace Titanium Stainless Steel Matching Set Open Your Heart Couple Necklace,,,,"This is the perfect gift! It doesn't have to be HIs and Hers. I gave this to my boyfriend and he loved it. Its durable too! I wear it in the shower and it doesn't discolor or weaken.

Cheap looking and horrible. Maybe okay for young loves but not for adults at all.

Very very nice.. My Man loves it

These two necklaces were wonderful. My boyfriend and I loved it, the only bad thing is that the chains were broken and we had to use different ones. Other than that, I would recommend.

Love this pendant bought it for my bf for v.day. Goof product you and take a shower in it and it doesn't change its color.

me and my gf love it. great for couples. so far very durable. you can wear it in the shower and it be fine

Amazing

Quick shipping, decent quality, just wished the necklace was a little better quality.

I absolutely love it! Now all there is now, is to wait for a perfect time and place to give this to the right girl:)

My gf loves it

My boyfriend love it and so do I !"
B01E6X4AY8,"Cos2be Cubic Zirconia Faith Hope Love Cross Pendant Necklace,18”",,,,"<div id=""video-block-R20KC26HH021GY"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1lRy9IshgS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1B8iuz7EmS.png"" class=""video-slate-img-url"">&nbsp;&nbsp;For a fashion jewelry, this is quite nice. It is very sparkly and considerably light. The crucifix looks slightly bent although I am not sure if that is a style or not. The lock is a lobster claw style which I believe is mostly the lock style of most necklaces nowadays. The crucifix itself is made up of silver tone alloy metal and cubic zirconia stones and they look very sparkly and large. The back of the crucifix is open and you can see the stones. They look sturdy and set that you won't have to worry that the stones would break or something. The chain is a decent length of 18 inches. I cant say that it is simple but at the same time it is also not that ostentatious. I think it is right at the middle. I have worn it with both a casual and a formal attire. My friend thought that it is real. It came in a small plastic. It would have been better if it was in a box or perhaps an organza, those little pouch things to make it a little bit more elegant, I guess. It is why I gave it a 4 star instead of a 5 star But all in all, it is a cute jewelry, but I would suggest to take it off while showering or in the pool or even exercising because they are not made for that. *Disclaimer : I received this product for free in exchange for an honest review. This does not alter my opinion in anyways.

This is a gorgeous cross. My family loves crosses and my daughter and I fought for this one as I was the last recipient. The cross is almost 1.5"" inches long and the chain is a great 18 inches. The lobster claw clasp is perfect fitting into a small jump ring. The cross itself is made up of 10 Cubic Zirconia with another in the center of the cross for a total of 11 round Cubic Zirconias. So far so good. No irritation or discoloration and the price is incredible. Disclaimer: I received a complimentary product for my honest opinion. My star ratings are exact based on Amazon's star descriptions. My reviews are 100% honest and true based on my personal opinion not on a companys description or request. No monetary compensation was offered or received.

<div id=""video-block-ROUCXK7US1H5"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1cD7dOVW0S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/812TiMYUdTS.png"" class=""video-slate-img-url"">&nbsp;This is a very pretty cross design. I would call the pendant medium sized. The cross is about 1.4 inches long. I like this size because it is not too small. The cross has little tiny crystals on it. Look closely because each round section is not just a big crystal. Half the circle is actually metal and in the center is the tiny crystal. It gives the illusion of larger crystals. I thought that was neat. The end effect is a shiny and brilliant looking front to the cross. The back of the cross is just the plain metal. The loop on top of the cross that holds it to the chain is closed. That is great so you won't loose the pendant. The included chain is about 18 inches long. It is a thin chain so it won't take too much rough tugging. It should be OK for normal use though. I like the sturdy large Lobster clasp. This is made with an alloy metal. It is a very shiny and bright Silver tone color. I make sure not to get it wet or in contact with any sweat or chemicals so it will last looking good for longer. I don't have any metal allergies so I have no problems with alloy metals. But keep that in mind if you do have metal allergies or history of turning metals green. So far so good. Beautiful cross "
B01D8OR3BI,"TOTU Stainless Steel Mens Womens Necklace Link Curb Chain Necklace with Bracelet , 10mm Width, 24”/8.5” Length",,,,"Strong, sturdy, high quality jewelry. As much as I am surprised at the quality for the cost, I am extremely impressed with these products! For years I wore a very expensive silver necklace and matching bracelet, but they eventually wore down after everyday use, and I just never got around to buying another pair. Also, the cost was too high for my desire to replace them. Although I received this product at a discount, in exchange for my honest review, I can honestly say in comparison to the expensive jewelry I've owned, they've been more than I could have hoped for. PRODUCT: The necklace and chain are identical, so they match perfectly. They are both made of very strong stainless steel, but they're not extremely heavy, (which is a huge plus) and the quality is fantastic. It's clear that these are not only made to look great, but they're also meant to last. The clasp is thicker than most bracelet/necklace clasps, so no worries about that piece breaking or falling apart. Also, because it's made of stainless steel, most people with reactions to metal or metal allergies will be able to wear the product without having to worry about the consequences. PERSONALLY: I have about a 17"" neck, and the necklace hangs down exactly where I'd prefer it to. The bracelet also fits me perfectly. I personally like a loose fit, that slides an inch or two, but not too loose that it can slide over my hand. I've had issues with bracelets that snag on things or slide up and down my arm too much. This bracelet does not do that with me. I look forward to showing these off, and wearing them quite often.

** I received this product at a discounted rate in return for an honest review ** This is a very nice set. They are thick, so they would be appropriate for a man or woman who was interested in chain jewelry. It is the type of chain that lays flat. Darker shade of silver. It was very nice. They are well built and should last a long time. They are heavy, so if you are looking for delicate pieces this is not for you. I have very small wrists so the bracelet was huge on my arm. But it would work on my ankle well enough.

This is a really nice bracelet and necklace set! It's exactly as pictured. Both the bracelet and necklace chain are very nice quality for it being stainless steel. I had gotten this as a present for my boyfriend and he loves it! It looks more expensive and pretty close to real silver. He wanted another chain cause he loves wearing chains but didn't want to loose his real silver one so this one is great for when he's at work. It has not turned his skin green at all or rusted or tarnished and he even wears it when he showers. Both chains are very sturdy. I really liked how the clasp is also in the shape of the links so it lays really nicely with the rest of the chain. This is a great set to buy for a gift or yourself. I did recieve this product at a discount in exchange for my honest and unbiased review and all opinions are my own.

Nice piece

Don't like the product, in the pictures of the items they look better and not so dull. The items fit, I don't like that are dull and just look dirty

This Chain Necklace feels very high quality and it feels very durable and doesn't feel like it's gonna break anytime soon and it has some weight to it which I like and I just like the complete style to it. Very Impressive

Its too bold. Definitely not for women. It could overcome you. More for big men! I won't keep it for myself but give it to someone.

If I could leave a 0 star I would. The item is not like what is advertised. It's not shiny! Its more like a grey piece of metal than silver. I hate it. False advertising! And I will be rereturning them

When item arrived links ans size of chain & bracelet very large-good for large person. Should include diameter size in description, waste of $. Could not give as gift

Did not receive polished stainless steel, received some kind of weird matte silver marked s. steel. Very unhappy. My husband wanted the shiny "
