product_id,title,brand,category,price
B00VVHU5NI,Inspired By Pirates of the Caribbean Movies Cursed Aztec Coin Medallion Necklace Skull Necklace New Version (antique brass color),,,$2.99
B00KXT332A,Enjoydeal Fashion Women Lady Necklace Sweater Chain Wood Cross and Leather Strap,F&F,,$5.99
B00EJ9GGA6,Fation Lover's Rings Stainless Steel Couple Necklace Promise Forever (One Pair),akezone,,$4.99
B018F02EVY,Xanax Gold Bar Pill Medical Necklace,,,
B00OCA5BQW,Qiyun (TM) Colorful Wide Resin New Fashion Style Women Bib Choker Statement Collar Necklace,,,
B00HC9M0B4,New Retro Camera Photographer Necklace in Black,qzoxx,,
B006JRLOQM,Diamond Heart & Toggle Necklace in Sterling Silver,Netaya,,
B00RV3YCTE,CC Kimico Pendant Necklace Titanium Stainless Steel Matching Set Open Your Heart Couple Necklace,,,
B01E6X4AY8,"Cos2be Cubic Zirconia Faith Hope Love Cross Pendant Necklace,18”",,,
B01D8OR3BI,"TOTU Stainless Steel Mens Womens Necklace Link Curb Chain Necklace with Bracelet , 10mm Width, 24”/8.5” Length",,,
B00LGIWXWS,Punk Goth Men Stainless Steel Polished Wing Winged Grenade Bomb Star Pendant Necklace,,,$5.29
B0071BRFWM,Stainless Steel Men's Gold Plated Large Cross Necklace on 22 Inch Ball Chain,,,
B011ISH622,Vintage Brass Ball Locket Necklace Secret Message Necklace,ASA,,$3.99
B00B2VQCGM,3D Silver Volleyball Necklace,,,
B00TGPBR4I,Flesser Womens Charm Fashion Jewelry Leaves Choker Chunky Statement Bib Collar Necklace Pendant Earring Set (Purple),,,
B01DLTJZ0C,Fashion Jewelry Blue Crystal Inlaid Turquoise Pendant Necklace Earrings Set,,,
B015ZH1S4O,Snowman Lee Teardrop of Jade Eye Punk Style Amulet Pendant Necklace,,,
B00V9042QI,"SMITCO Jewelry for Girls - Stretch Flower Necklace Ring and Bracelet Set, Ages 2-10",SMITCO,,$8.99
B014AO6QKO,TD Men Boys Vintage Retro Deadpool Black Quartz Pocket Watch Pendant Necklace Sweater Chain + Gift BOX,TD,,
B0172PCLFM,Kendra Scott Women's Kiri Necklace Rose Gold/Brown Mother Of Pearl,Kendra Scott,,
B017IEZFM8,Tagoo Tibetan Tribal Pendant Statement Necklace Red&Blue Beaded Turquoise Gold Plated for Women&Girls,,,
B00YCR6K2Y,Alkemie Music Symbols with Butterflies Cameo Pendant Necklace,,,
B00KVUGKLW,Aokdis Hot Selling 1pc Sweet Elegant Women Bohemian Necklaces Bib Choker Necklace Pendant (green),aokdis,,$5.60
B00BK6A9B8,Hand Carved Bone Stylised Maori Infinity Fish Hook Necklace with New Zealand Paua Shell,,,
