id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B0006I4WCI,True,True,cheap,2.0,2.0
B000GHY972,True,False,calibration_expensive,0.0,2.0
B000JNTKEK,True,True,cheap,2.0,2.0
B000M7MSGU,True,True,calibration_expensive,2.0,2.0
B001871AC6,True,True,cheap,2.0,2.0
B001D1IXRC,True,True,calibration_expensive,2.0,2.0
B001KYJ0PG,True,False,expensive_batch,0.0,2.0
B002DWJ8AQ,True,True,cheap,2.0,2.0
B002VHJEPM,True,True,cheap,2.0,2.0
B003BT4MGK,True,True,calibration_expensive,2.0,2.0
B003DR2NRK,True,True,cheap,2.0,2.0
B005IZHFFK,True,True,calibration_expensive,0.0,2.0
B006TMIXZM,True,True,calibration_expensive,-2.0,2.0
B0070CQDA2,True,True,expensive_batch,0.0,2.0
B0096I84QE,True,True,cheap,2.0,2.0
B0098SIEBM,True,False,expensive_batch,0.0,2.0
B00C819UWS,True,False,calibration_expensive,-2.0,2.0
B00C872X2Q,True,True,calibration_expensive,0.0,2.0
B00EN89NIK,True,True,cheap,2.0,2.0
B00G4RF7TC,True,True,cheap,2.0,2.0
B00GNH60XA,True,False,expensive_batch,,2.0
B00GSOKR50,True,True,expensive_batch,,2.0
B00JEL49EY,True,True,expensive_batch,,2.0
B00KJNQRLY,True,True,expensive_batch,,2.0
B00L46T9PQ,True,True,calibration_expensive,2.0,2.0
B00MAY3A1U,True,True,cheap,2.0,2.0
B00P8F8THS,True,False,calibration_expensive,-2.0,2.0
B00P9K7GKS,True,True,cheap,2.0,2.0
B00PIBPMNQ,True,False,expensive_batch,0.0,2.0
B00SBC7XRM,True,True,calibration_expensive,2.0,2.0
B00T3XGUMC,True,True,cheap,2.0,2.0
B00ZCHJHG4,True,True,cheap,2.0,2.0
B01120IZB2,True,True,calibration_expensive,2.0,2.0
B012A5LKOM,True,True,cheap,2.0,2.0
B013HTAWGW,True,True,calibration_expensive,2.0,2.0
B014CUGF8E,True,False,calibration_expensive,0.0,2.0
B014FCPTUY,True,True,cheap,2.0,2.0
B014T60MBC,True,True,cheap,2.0,2.0
B0152DJZ50,True,True,calibration_expensive,2.0,2.0
B017XXWPOU,True,True,cheap,2.0,2.0
B019W2M4O6,True,False,expensive_batch,0.0,2.0
B01BKULZFC,True,True,calibration_expensive,2.0,2.0
B01BTUFLKS,True,False,cheap,-2.0,2.0
B01CARPG2W,True,True,calibration_expensive,2.0,2.0
B01DLX4O7C,True,True,cheap,2.0,2.0
B01DQH70HO,True,True,cheap,2.0,2.0
B01F1JJ9O2,True,False,calibration_expensive,-2.0,2.0
B01FJSL236,True,True,cheap,2.0,2.0
B01H4JISB2,True,False,calibration_expensive,-2.0,2.0
B01HG88F6Y,True,False,calibration_expensive,0.0,2.0
