movie_id,title,director,year,runtime,genres,review
tt0032474,The Flag of Humanity,Jean Negulesco,1940,19,"Biography,Drama,Family","This was a less than exciting short film I saw between features on Turner Classic Movies recently. While the film popped out due to its very intense Technicolor, the film itself just wasn't that moving and at times the plot looked pretty cheesy--like this was made for classroom use and capturing the attention of a wider audience WASN'T even a consideration. In particular, I really hated how many times in the film things were reiterated--such as when the characters talked to her, they usually said ""Clara Barton"" instead of ""ma'am"", ""Miss Barton"" or ""Clara"". Plus, one sickly confederate soldier said that he was a ""Johnny Reb, A Confederate a Rebel,...""--almost like he was the cartoon character Mojo Jojo from the Powerpuff Girls. This was just sloppy writing--period.<br /><br />It was interesting to see John Hamilton (later, ""Perry White"" on the SUPERMAN TV show) in a beard as President Garfield. Yep--it's him under that beard."
tt0038360,Black Angel,Roy William Neill,1946,81,"Adventure,Crime,Drama","""Black Angel"" is minor whodunit, with June Vincent as a woman trying to save her husband from the electric chair after he is found guilty of killing an old acquaintance. Dan Duryea (the husband of the murdered woman) decides to help Vincent find the real culprit. Peter Lorre has one thankless role as a suspect. This film noir looks and plays like a cheap programmer, never achieving anything special. It is pleasant enough but then, at some point, it stops making sense and the solution to the mystery provokes one of those big ""give me a break"" reactions. That ending alone could have sank the film completely, but what precedes the conclusion is not very good either. Vincent is a wimpy heroine and Duryea was never very good at playing good guys. I love film noirs, but this one was a real disappointment."
tt0052564,The Angry Red Planet,Ib Melchior,1959,83,"Action,Adventure,Drama","A spaceship returns from Mars; about a couple of months earlier, a 4-person expedition had been sent to the red planet. Most of the picture is a flashback to what transpired over there. The picture is saddled by inane, melodramatic dialog, typical of many sci-fi efforts of the fifties & sixties. Note, for example, how the ship's commander (Mohr) tells another crew member to 'stay there' for no reason; as if moving to another spot inside the ship will cause a problem. Later, the commander orders two of the crew to remain in the ship while he and another go outside. The two he ordered to stay say 'no way' and follow out; I didn't have high hopes for the expedition's success by this point. There's much talk of 'ears twitching' and hugging a freeze-ray gun named 'Cleo' (short for Cleopatra, of course). It would at least be pretty funny, unintentionally, if the story didn't drag.<br /><br />There's a very slow pace to the whole thing; the astronauts spend as much time looking out the ship's window portals (which change color from red to blue), commenting on what they see, as they do outside actually exploring. The martian landscape, advertised as filmed in 'Cinemagic,' usually resembles animation cut-outs, or drawings, shot through an orange-red filter to give the illusion of interacting with the actors, who do take on an odd surrealistic appearance due to the process. But I don't think it fools anyone over 10 years old. The one clever mention I did notice was that the memories of the surviving astronaut would be tinged with unreality, so that would explain the unreal nature of the martian vista. Oh, okay...<br /><br />I was amused by some of the astronauts' actions as they begin to explore; right off the bat, they test their freeze gun on a plant, killing it, just for the hell of it. Then the female member hacks with a machete at what she thinks is a tree but turns out to be the leg of the spider-rat monster. Nice going, lady. Look up next time. No wonder the 'intelligence' on Mars gets upset and doesn't mind that one of the lower lifeforms, a giant amoeba, attacks the explorers. The acting isn't too impressive. Mohr especially, had a very annoying technique, saying a line and then abruptly erupting into a huge grin which always creeped me out - reminded me of It! the Terror From Beyond Space. The ending is fairly anti-climactic; don't expect any huge revelations beyond the 'no more expeditions' with freeze guns named Cleo."
tt0053198,The 400 Blows,François Truffaut,1959,99,"Crime,Drama","This movie bewilders me. It may be that I'm just a stupid American, but I really just don't get 400 Blows. Everything I've read about this movie has been a total rave, but I just couldn't stay interested. I'm sure that it was as revolutionary in film-making as all the critics say, but when it boils right down to it, it's just really really boring. Maybe it's the language barrier, may I'm just not ""sensitive"" or ""artsy"" enough, but whatever the case is, I hated this movie. The story itself isn't bad; it's about a young French boy who is treated unfairly by his parents and his teachers, and eventually he ends up in a juvenile facility. That in itself ought to be interesting, and it was, at first. There was nothing wrong with the dialogue, but then again it's hard to say because half of the conversations weren't subtitled and for no apparent reason, so I didn't always know what was going on. But for the dialogue we could understand, it made enough sense. The actors were believable enough, but it's hard to say what a real person would do in these situations. So you feel for the main character, but only in the sense that when he gets into trouble you think, well that sucks. The plot isn't even your typical plot. Each time he gets in trouble, he gets into more trouble than the last time, but the reasons never vary too much. And through the entire film you realize that there's nothing the main character can really do about it. So it's more like just waiting to see how it ends. The ending, by the way, was completely over my head. It's way too artsy for me, and I just didn't get it. Leading up to the end was easy enough to follow. The structure was certainly there, and it made sense as well, but everything was really drawn out. For the amount of dialogue and significant moments, the movie could have been an hour shorter. It just didn't end. Part of it was the unnecessarily long shots, none of which were especially memorable; for example, the ending was a clip of the main character running down a country road that lasted a good thirty seconds. Now, I'm sure that had some deeper meaning in it somewhere, but for the average viewer, I'd rather have gotten up to get some more food during that time. Or at least done something a little more useful than sit and watch this boy running, like doing my laundry, or taking a nap. <br /><br />Final Verdict <br /><br />The feeling throughout the whole movie was that this probably would be very moving and just amazing and that it would teach me some great life lesson, if I could only get what the director was trying to say by his unique decisions. As it was, I just felt cheated out of a good two hours of my life."
tt0062751,Boom!,Joseph Losey,1968,110,"Drama,Thriller","""Boom"" has garnered itself a something of a reputation. With heavyweights Taylor, Burton, Noel Coward, Tennessee Williams and Joseph Losey, one might be tempted to think, how bad could it be? Well, it's a lot worse than you could possibly imagine.<br /><br />The sad and disturbing fact of ""Boom"" is that is seems to signal the decline and fall of the aforementioned heavyweights. It was only director Joseph Losey who having plummeted the depths with ""Modesty Blaise"" and ""Boom"" (some may wish to add ""Secret Ceremony""), managed to recuperate and in 1970 create his best work, the wonderful ""Go-Between"".<br /><br />Saddest of all is the work of Tennesee Williams. From the mid forties until the early sixties, Williams penned a number of plays which have gained classic status, remaining in theater repertory throughout the world, many becoming much praised films. When William's muse deserted him, probably owing to his notorious substance abuse, it deserted him for good. Williams at his best is an actor's dream providing many unforgettable performances. (Were Ava Gardner or Deborah Kerr ever better than in ""Night of the Iguana"" ? ) Taylor in particular, shone in both ""Cat on a Hot Tin Roof"" and ""Suddenly Last Summer"". There is an anecdote in which supposedly Taylor asks John Gielgud whether he would teach her to play Shakespeare, to which he replied ""if you will teach me to play Tennessee Williams"". Had Gielgud seen ""Boom"" he would have held his tongue. Taylor simply has never been worse, turning in a cringe inducing performance. Despite her face photographing well, she is decidedly podgy. Besides the physical decline, from this time onwards she would basically lose credibility as a serious actress with a string of completely forgettable (and worse) roles to her credit.<br /><br />Much the same could be said of Burton. Following his short lived theatrical stardom, he won fame and fortune in Hollywood. But the body of his work from this point onwards (1968) would be unremarkable to say the least.<br /><br />Noel Coward had long ceased being a force in the theater where his drawing room comedies had been replaced by the likes of Williams and the British ""angry young men"". He seems to be enjoying himself camping it up, but barely manages to amuses, that from the man who claimed such a talent.<br /><br />The only cast member who maintains her dignity is young Joanna Shimkus, who in a few years would forego a promising screen career to become Mrs. Sidney Poitier.<br /><br />""Boom"" reeks of self indulgence; it's simply out of control. A rather sad pointer to careers gone wrong rather than a camp fun fest as some have suggested."
tt0063522,Rosemary's Baby,Roman Polanski,1968,137,"Drama,Horror","Roman Polanski has made many, many movies that are unexceptional. His fame bewilders me. Nothing stands out as a high point except Chinatown (I haven't seen 'Knife in the Water' or 'Tess'). Any contribution he's made to film concluded more than twenty years ago; his work is just embarrassing, safe and/or dull (The Pianist, Frantic, Oliver Twist, The Ninth Gate, Pirates).<br /><br />R's Baby must have signified the end of the establishment at the time it came out. It's lux-produced and fairly high concept for a 1968 'horror' movie (never show the baby). But this is just misconceived horror sap. Everything is arty to the point that the plot line becomes hopelessly clear very early (Um, thanks for that finale-destroying title), and on a clear day you can see the twist ending coming for days. It did not sustain my interest. I find that whatever this movie might have been, it is utterly derailed by the 1960's version of what femininity was. Farrow is such a chronic distracted, helpless waif/housewife. Her frailty is oversold... she's irritating in the extreme. There's no real ideas in it... nothing to consider except being the mother of the devil.<br /><br />The Dakota is barely exploited for it eerie potential."
tt0066011,Love Story,Arthur Hiller,1970,100,"Drama,Romance","I love a good sappy love story (and I'm a guy) but when I rented ""Love Story"" I prayed for the end to come as quickly and painlessly as possible and just the opposite for Ali McGraw's character.<br /><br />Ali McGraw as Jenny alienated and irritated the heck out of me within the first 15 minutes. When we learn that she has been diagnosed with a life threatening illness I couldn't help but wonder if her death would be such a terrible loss for poor Oliver or if anyone watching this film would even care. If she didn't die her grating personality would probably have pushed Oliver over the edge and eventually landed them in divorce court.<br /><br />People love this movie but it's one of the worst of the 70's."
tt0068059,Colditz,"Peter Cregeen, Viktors Ritelis, Michael Ferguson, Terence Dudley, William Slater, Philip Dudley, Ken Hannam",1972,50,"Drama,History,War","I just finished a marathon of this series, and it became agonising to watch as it progressed. From the fictionalising of the historical elements, to O'Herlihy's awful accent in later episodes, the show just slumps the further it goes. If you are looking for some low quality production generalised WW2 fluff, then I could recommend season 1, but avoid anything after that, it degenerates into being one step from a soap opera, with increasingly worse story lines and sensibility.<br /><br />The old B&W film is by far the best of any form of entertainment with the Colditz name attached to it, and even that is not what one could hope for."
tt0069446,The Master Touch,Michele Lupo,1972,112,"Action,Crime,Drama","A not bad but also not so great heist film. Kirk Douglas is a recently released from prison safe-cracker who, after turning down an offer from the Mob, decides to pull the job himself. He recruits circus gymnast Giuliano Gemma. Mayhem ensues. Douglas and Gemma soon find themselves pursued by mafia goon Romano Puppo as well as entangled in a really goofy love triangle with Douglas's infinitely patient girlfriend (Florinda Bolkan). Director Michele Lupo keeps the pace moving quickly and there's at least one excellent and creative car chase sequence involving Puppo & Gemma. Though an Italian production, most of the filming appears to have been done in Germany. Douglas is fine, not just slumming it in an Giallo quickie. The striking Bolkan gives a terrific performance. The music is by Ennio Morricone and the cinematography is by the great Tonino Delli Colli, who managed to work with everyone in Italy (from Wertmuller and Fellini to Pasolini and Leone)."
tt0070592,Massacre in Rome,George P. Cosmatos,1973,110,"Drama,History,War","very badly made film, the action/violence scenes are ridiculous.<br /><br />1 point for the presence of Burton and Mastroianni + 1 point for the real tragic event of the massacre of the innocent italians: 2/10."
