movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0027889,5802,The Lion Man,1936,67,Adventure,True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"In addition to his ""Tarzan"" series, the prolific Edgar Rice Burroughs did write many other books, although, aside from the popular ""At the Earth's Core"", few of these have been filmed. One exception is the novel entitled ""The Lad and the Li",Included: structured and semantic conditions match.
tt0028345,2578,Tarzan Escapes,1936,89,"Action,Adventure,Family",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Using tons of stock footage, not only from Trader Horn but also the first two films in the series (for example the alligator fight was used last time out) this is one of the weakest films in the MGM series. Its a huge let down after the cla",Excluded by semantic condition.
tt0043980,410,Rooty Toot Toot,1951,7,"Animation,Comedy,Musical",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The films of UPA are surprisingly well rated on IMDb despite the fact that the animation quality is light-years behind that of Looney Toons, Disney and MGM at their prime. Sadly, due to rising costs in making pretty cartoons with high frame",Excluded by semantic condition.
tt0052902,2420,The Horse Soldiers,1959,120,"Adventure,Drama,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Let me state first that I love Westerns & Civil War stories. I also consider John Ford as an excellent director. I also have the same high feelings for John Wayne & William Holden's acting ability.  I cannot remember if I saw this film when,Excluded by semantic condition.
tt0062159,378,The Projected Man,1966,77,"Horror,Sci-Fi",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I remember this film, exhibit in Barcelona (Spain) in 1970, for the time of a week. Although it could seems incredible, and I can't offer any explanation for it, this movie was exhibit in a theater dedicated to... movies of art and big qual",Included: structured and semantic conditions match.
tt0066714,800,The Six Wives of Henry VIII,1970,540,"Biography,Drama,History",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Wow, i'm a huge Henry VIII/Tudor era fan and, well, this was .... interesting. The only one I watched was the Catherine of Aragon one. And wow...just wow. I've seen bad acting before, but this reached new heights. When the actress who playe",Excluded by semantic condition.
tt0068708,2490,Home for the Holidays,1972,73,"Drama,Horror,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This TV-made thriller is all talk, little action. It works hard to set up its convoluted plot, yet the writing is so muddled the exposition is still cloudy at best. By the end, I knew no more about these characters than I did at the beginni",Excluded by semantic condition.
tt0070991,1981,Good Times,1974,30,Comedy,True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"When they killed off John Amos's character they killed the show. He was the vital part of the info structure. You had a story of an inner city family's struggling to make it the best way they knew how. They were poor, they were black, and t",Excluded by semantic condition.
tt0072417,577,A Woman Under the Influence,1974,155,"Drama,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"In A Woman Under the Influence Mabel goes crazy, but I can see why she does go crazy. If I lived the kind of life she lived with the family she has I would go crazy too. Everyone in her family is off their rocker and not completely with it.",Excluded by semantic condition.
tt0073018,1227,French Connection II,1975,119,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,What made the French Connection work so well was the relationship between Doyle (Hackman) and Russo (Scheider). In this catastrophe directed by Frankenheimer (who also brought us such gems as Raindeer Games and the Island of Dr. Moreau) the,Excluded by semantic condition.
tt0074967,2502,Nightmare in Badham County,1976,102,"Drama,Horror,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Supposedly a ""social commentary"" on racism and prison conditions in the rural South of the 1970's, ""Nightmare"" is full of bad Southern stereotypes, complete with phoney accents. Not only would it be offensive to the sensibilities of most Am",Excluded by semantic condition.
tt0075990,2580,End of the World,1977,86,"Horror,Mystery,Sci-Fi",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This film had a great cast going for it: Christopher Lee, Dean Jagger, Macdonald Carey, Lew Ayres -- solid b-movie actors all. But this downer of a movie didn't use any of them to any sort of advantage, with none of their characters even me",Included: structured and semantic conditions match.
tt0078480,1092,Watership Down,1978,92,"Adventure,Animation,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Probable reasons why so many people on this site have enjoyed this:  1. They might not have read the book. 2. They might enjoy gore and violence in a film. 3. They might be very young and therefore not understand the violence. 4. People mig,Excluded by semantic condition.
tt0079672,4674,Opening Night,1977,144,Drama,True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Sorry to go against the flow but I thought this film was unrealistic, boring and way too long. I got tired of watching Gena Rowlands long arduous battle with herself and the crisis she was experiencing. Maybe the film has some cinematic val",Included: structured and semantic conditions match.
tt0080140,937,Wise Blood,1979,106,"Comedy,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"John Huston's Wise Blood was a more horrifying misrepresentation of Flannery O'Connor's book than I could have imagined. From the utterly terrible acting performances (and don't you, ""Oh that was done on purpose, you just don't get it"" me!)",Excluded by semantic condition.
tt0081233,2155,Stage Fright,1980,82,"Horror,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Jenny Neumann (from the sexploitation flick MISTRESS OF THE APES, the American slasher HELL NIGHT and others) is Helen Selleck, an American actress who gets a lead role in an Australian stage production. She's a virgin because as a little g",Excluded by semantic condition.
tt0083170,793,Tarzan the Ape Man,1981,115,"Adventure,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"there are three kinds of bad films - the cheap, the boring, and the tasteless. the only really bad movies are boring and tasteless.   boring films are just, well, boring - if you don't leave quickly enough, you fall asleep.  tasteless films",Included: structured and semantic conditions match.
tt0086665,1178,"Auf Wiedersehen, Pet",1983,60,"Comedy,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Geordies...salt of the earth characters...bricklayers...beer...Geordies...happy go lucky...adventures working abroad...salt of the earth characters...warm wonderful people...Tyne Bridge (tear in the eye)...brown ale...salt of the earth char,Excluded by semantic condition.
tt0086817,1616,Transformers,1984,30,"Action,Adventure,Animation",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Overrated and only for those people in their 20's whom wear particularly thick rose tinted glasses, who never actually saw it in the first place because they were to young. Awful animation, dialogue and a tired narrative. A real product of ",Excluded by semantic condition.
tt0092359,492,Full House,1987,22,"Comedy,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Seriously. This is one of the most stupid family shows of all time.  Plot- A family without a mother and 3 ""dads"" raise 3 little girls in San Francisco, California.  Characters- Neat freak Danny, cartoon loving Joey, hair obsessed Jesse, sp",Excluded by semantic condition.
tt0092815,684,Daddy,1987,100,Drama,True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"My teacher taped this and showed it to us in Child Care to demonstrate how teen pregnancy affects people. It just demonstrated how teen pregnancy affects a childish jock not properly educated on how sex works and a whiny, unloved girl who t",Excluded by semantic condition.
tt0100691,4705,Stella,1990,109,"Drama,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,An unmarried woman named Stella (Bette Midler) gets pregnant by a wealthy man (Stephen Collins). He offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. Things go OK until the,Included: structured and semantic conditions match.
tt0101635,689,Curly Sue,1991,101,"Comedy,Drama,Family",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"It's hard to believe people actually LIKE this dreck! I do think kids can enjoy it, but to me it's the kind of kid film parents can't bear to sit through. Predictable plot, boring Belushi, and possibly the worst kid actor of all time. I wil",Included: structured and semantic conditions match.
tt0106064,2195,Mighty Morphin Power Rangers,1993,30,"Action,Adventure,Family",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Power Rangers, the completely awful kid's show from the 1990s still continues to disturb young children with it's complete cheesiness, and awful settings.  This show was not entertainment, it was an excuse to teach children violence in show",Excluded by semantic condition.
