movie_id,title,director,year,runtime,genres
tt0032474,The Flag of Humanity,Jean Negulesco,1940,19,"Biography,Drama,Family"
tt0038360,Black Angel,Roy William Neill,1946,81,"Adventure,Crime,Drama"
tt0052564,The Angry Red Planet,Ib Melchior,1959,83,"Action,Adventure,Drama"
tt0053198,The 400 Blows,François Truffaut,1959,99,"Crime,Drama"
tt0062751,Boom!,Joseph Losey,1968,110,"Drama,Thriller"
tt0063522,Rosemary's Baby,Roman Polanski,1968,137,"Drama,Horror"
tt0066011,Love Story,Arthur Hiller,1970,100,"Drama,Romance"
tt0068059,Colditz,"Peter Cregeen, Viktors Ritelis, Michael Ferguson, Terence Dudley, William Slater, Philip Dudley, Ken Hannam",1972,50,"Drama,History,War"
tt0069446,The Master Touch,Michele Lupo,1972,112,"Action,Crime,Drama"
tt0070592,Massacre in Rome,George P. Cosmatos,1973,110,"Drama,History,War"
tt0071477,The Execution of Private Slovik,Lamont Johnson,1974,120,"Biography,Drama"
tt0072354,Vampyres,José Ramón Larraz,1974,87,"Drama,Fantasy,Horror"
tt0074776,The Last Hard Men,Andrew V. McLaglen,1976,98,"Drama,Western"
tt0076749,Playing with Love,Pier Giuseppe Murgia,1977,94,"Drama,Romance"
tt0077275,The Brink's Job,William Friedkin,1978,104,"Comedy,Crime,Drama"
tt0078895,The Border,Christopher Leitch,1980,90,"Crime,Drama,Thriller"
tt0080140,Wise Blood,John Huston,1979,106,"Comedy,Drama"
tt0082958,The Pursuit of D.B. Cooper,"Roger Spottiswoode, Buzz Kulik",1981,100,"Adventure,Crime,Drama"
tt0083728,Chan Is Missing,Wayne Wang,1982,76,"Drama,Mystery"
tt0085863,The Lonely Lady,Peter Sasdy,1983,92,Drama
tt0086543,The 4th Man,Paul Verhoeven,1983,102,"Drama,Mystery,Thriller"
tt0087402,Hell Riders,James Bryan,1984,90,"Action,Drama"
tt0088242,Teachers,Arthur Hiller,1984,107,"Comedy,Drama"
tt0088330,Until September,Richard Marquand,1984,95,"Drama,Romance"
tt0088571,Moonlighting,"Allan Arkush, Peter Werner, Christian I. Nyby II, Paul Krasny, Dennis Dugan, Will Mackenzie, Christopher Hibler, Jay Daniel, Artie Mandelberg, Sam Weisman, Gerald Perry Finnerman, Burt Brinckerhoff, Robert Butler, Kevin Connor, Peter Crane, Christopher Leitch, Stanley Donen, Paul Lynch, Edwin Sherin, Christopher T. Welch",1985,45,"Comedy,Drama,Mystery"
tt0089491,The Lightship,Jerzy Skolimowski,1985,89,"Crime,Drama,Thriller"
tt0095853,Permanent Record,Marisa Silver,1988,91,"Drama,Music,Romance"
tt0101524,By the Sword,Jeremy Kagan,1991,91,"Adventure,Drama,Sport"
tt0102655,The Perfect Weapon,Mark DiSalle,1991,83,"Action,Crime,Drama"
tt0108000,Ruby in Paradise,Victor Nunez,1993,114,"Drama,Romance"
tt0108569,Wilder Napalm,Glenn Gordon Caron,1993,109,"Comedy,Drama,Fantasy"
tt0116953,Mad Dog Time,Larry Bishop,1996,93,"Comedy,Crime,Drama"
tt0117589,Secrets & Lies,Mike Leigh,1996,136,"Comedy,Drama"
tt0118032,Undertow,Eric Red,1996,93,"Action,Drama,Thriller"
tt0119906,Playing God,Andy Wilson,1997,94,"Crime,Drama,Thriller"
tt0120102,Seven Years in Tibet,Jean-Jacques Annaud,1997,136,"Adventure,Biography,Drama"
tt0127207,The Ramrodder,Ed Forsyth,1969,92,"Drama,Western"
tt0139362,High Art,Lisa Cholodenko,1998,101,"Drama,Romance"
tt0235166,Against All Hope,Edward T. McDougal,1982,90,"Biography,Drama"
tt0751121,Fearful Symmetry,James Whitmore Jr.,1995,44,"Adventure,Crime,Drama"
tt0031398,Gunga Din,George Stevens,1939,117,"Adventure,Comedy,War"
tt0048055,The Far Country,Anthony Mann,1954,97,"Romance,Western"
tt0067487,The Night Evelyn Came Out of the Grave,Emilio Miraglia,1971,103,"Horror,Mystery,Thriller"
tt0070991,Good Times,"Gerren Keith, Herbert Kenwith, Bob LaHendro, Donald McKayle, John Rich, Perry Rosemond",1974,30,Comedy
tt0083189,They All Laughed,Peter Bogdanovich,1981,115,"Comedy,Romance"
tt0083192,This House Possessed,William Wiard,1981,96,"Crime,Horror,Thriller"
tt0093533,Miami Golem,Alberto De Martino,1985,85,"Action,Horror,Sci-Fi"
tt0097044,Chances Are,Emile Ardolino,1989,108,"Comedy,Fantasy,Romance"
tt0097845,Massacre,Andrea Bianchi,1989,93,"Horror,Thriller"
tt0106244,Alien Intruder,Ricardo Jacques Gale,1993,120,Sci-Fi
tt0107626,My Boyfriend's Back,Bob Balaban,1993,85,"Comedy,Fantasy,Horror"
tt0118183,Within the Rock,Gary J. Tunnicliffe,1996,85,"Horror,Sci-Fi"
tt0155253,Testing the Limits,Brigitte Berman,2000,100,Drama
tt0170016,How the Grinch Stole Christmas,Ron Howard,2000,104,"Comedy,Family,Fantasy"
tt0173915,The Hugga Bunch,Gus Jekel,1985,48,"Family,Fantasy,Musical"
tt0189727,Memorial Day,Christopher Alender,1999,81,Horror
tt0207051,The Journey to Kafiristan,"Donatello Dubini, Fosco Dubini",2001,101,Drama
tt0210794,The Lady in Question,Joyce Chopra,1999,94,"Crime,Mystery,Thriller"
tt0215681,Crazy,Hans-Christian Schmid,2000,97,Drama
tt0216196,Angel of Death,Pepe Danquart,2001,91,"Drama,Thriller"
tt0218138,Dead Babies,William Marsh,2000,101,Comedy
tt0243135,Happenstance,Laurent Firode,2000,90,"Comedy,Drama,Romance"
tt0259711,Vanilla Sky,Cameron Crowe,2001,136,"Fantasy,Mystery,Romance"
tt0261545,Astitva,Mahesh Manjrekar,2000,109,Drama
tt0262396,Empire,Franc. Reyes,2002,90,"Crime,Drama,Thriller"
tt0265459,One Hour Photo,Mark Romanek,2002,96,"Drama,Thriller"
tt0284137,Gadar: Ek Prem Katha,Anil Sharma,2001,170,"Action,Drama,Romance"
tt0284717,The Crusaders,Dominique Othenin-Girard,2001,194,"Adventure,Drama"
tt0285728,Dahmer,David Jacobson,2002,101,"Biography,Crime,Drama"
tt0286975,Slashers,Maurice Devereaux,2001,99,"Comedy,Horror"
tt0297827,Checkout,Mark Foggetti,2002,100,Comedy
tt0315323,Break a Leg,Monika Mitchell,2005,98,"Comedy,Drama,Thriller"
tt0340258,My Wrongs 8245-8249 and 117,Christopher Morris,2002,12,"Comedy,Fantasy,Short"
tt0343135,Along Came Polly,John Hamburg,2004,90,"Comedy,Romance"
tt0346681,Cat's Cradle,Alexandre Stockler,2002,92,"Crime,Drama,Horror"
tt0365960,Zero Day,Ben Coccio,2002,92,Drama
tt0368268,Shiner,Christian Calson,2004,89,Drama
tt0374563,Captivity,Roland Joffé,2007,85,"Crime,Horror,Mystery"
tt0378854,Target of Opportunity,Danny Lerner,2005,88,"Action,Drama"
