movie_id,title,director,year,runtime,genres
tt0020643,Another Fine Mess,James Parrott,1930,29,"Comedy,Family,Short"
tt0023753,Alice in Wonderland,"Norman Z. McLeod, Hugh Harman, Rudolf Ising",1933,76,"Adventure,Family,Fantasy"
tt0026110,Betty Boop with Henry the Funniest Living American,"Dave Fleischer, Myron Waldman",1935,7,"Animation,Comedy,Family"
tt0027687,The Golden Arrow,Alfred E. Green,1936,68,"Comedy,Family,Romance"
tt0038033,Rockin' in the Rockies,Vernon Keays,1945,63,"Action,Comedy,Family"
tt0041259,A Connecticut Yankee in King Arthur's Court,Tay Garnett,1949,106,"Comedy,Family,Fantasy"
tt0048649,Speedy Gonzales,Friz Freleng,1955,7,"Animation,Comedy,Family"
tt0053241,Santa Claus,René Cardona,1959,94,"Comedy,Family,Fantasy"
tt0066256,Pufnstuf,Hollingsworth Morse,1970,98,"Adventure,Comedy,Family"
tt0082778,The Munsters' Revenge,Don Weis,1981,96,"Comedy,Crime,Family"
tt0088760,Baby: Secret of the Lost Legend,Bill Norton,1985,95,"Adventure,Family,Sci-Fi"
tt0089731,One Magic Christmas,Phillip Borsos,1985,89,"Family,Fantasy"
tt0091993,SpaceCamp,Harry Winer,1986,107,"Adventure,Family,Sci-Fi"
tt0098741,America's Funniest People,"Dino Vince, David Wechter, Steven J. Santos, Phil Ramuno, Brady Connell, Steven Feld, Matthew Gaven, Neil Gordon, Lloyd Thaxton",1990,30,"Comedy,Family"
tt0100419,Problem Child,Dennis Dugan,1990,81,"Comedy,Family"
tt0101635,Curly Sue,John Hughes,1991,101,"Comedy,Drama,Family"
tt0103596,3 Ninjas,Jon Turteltaub,1992,84,"Action,Comedy,Family"
tt0106064,Mighty Morphin Power Rangers,"Terence H. Winkless, Robert Hughes, John Stewart, Shuki Levy, Robert Radler, Worth Keeter, Jonathan Tzachor, Jerry P. Jacobs, Armand Garabidian, David Blyth, Adrian Carr, Jeffrey Reiner, John Blizek, Marco Garibaldi, Douglas Sloan, Vickie Bronaugh, Isaac Florentine, Larry Litton, Paul Schrier, Strathford Hamilton",1993,30,"Action,Adventure,Family"
tt0109287,Blank Check,Rupert Wainwright,1994,93,"Comedy,Crime,Family"
tt0110443,Major Payne,Nick Castle,1995,95,"Adventure,Comedy,Family"
tt0112374,Annie: A Royal Adventure!,Ian Toynton,1995,92,"Comedy,Family"
tt0116756,Kazaam,Paul Michael Glaser,1996,93,"Comedy,Family,Fantasy"
tt0117179,Night of the Twisters,Timothy Bond,1996,92,"Action,Drama,Family"
tt0118998,Doctor Dolittle,Betty Thomas,1998,85,"Comedy,Family,Fantasy"
tt0160986,Time at the Top,Jim Kaufman,1999,96,"Family,Sci-Fi"
tt0244437,The Brainiacs.com,Blair Treu,2000,101,"Comedy,Family"
tt0268288,Eva & Adam: Four Birthdays and a Fiasco,Catti Edfeldt,2001,100,"Family,Romance"
