movie_id,title,director,year,runtime,genres,review
tt0027889,The Lion Man,John P. McCarthy,1936,67,Adventure,"In addition to his ""Tarzan"" series, the prolific Edgar Rice Burroughs did write many other books, although, aside from the popular ""At the Earth's Core"", few of these have been filmed. One exception is the novel entitled ""The Lad and the Lion"", brought to the screen as ""The Lion Man"" (1936), an over-talkative, static, old-hat, slow-moving and rather dull movie, despite being filmed on real desert locations. Actually ""movie"" is the wrong word. The narrative doesn't move but proceeds at a snail's pace in an abrupt series of jerks. For instance, at least five characters are given elaborate opening scenes and then just disappear. Even more frustrating for the keen movie fan, are the characters who make an impression of sorts (like the lass who plies Hall with drugged wine) but are enacted by players who are not credited! The credited thespians generally come off worse than the unknowns. One exception is Australian actress Finis Barton who gives a good account of the kidnapped harem girl who rescues young Master Fairy. Admittedly, most of the cast are saddled with atrocious King James dialogue which has to be heard to be believed! But the way to play this rubbish is tongue-in-cheek, a stratagem which does not seem to have occurred to a single one of the film's roster of no-talent players. Maybe director J.P. McCarthy scotched that idea. Anyway, it's sad to see the lovely Kathleen Burke forced to trade lines with the likes of Richard Carlyle (her dad) and Jon Hall (her suitor). Admittedly, Mr Hall delivers his lines with marginally more conviction than Mr Carlyle, but that is no recommendation."
tt0028345,Tarzan Escapes,"Richard Thorpe, John Farrow, James C. McKay, George B. Seitz, William A. Wellman",1936,89,"Action,Adventure,Family","Using tons of stock footage, not only from Trader Horn but also the first two films in the series (for example the alligator fight was used last time out) this is one of the weakest films in the MGM series. Its a huge let down after the classic Tarzan and His Mate which is possibly the best film in the series.<br /><br />The plot has Jane's cousins coming into the jungle to tell her that she has inherited a fortune if she'll come back to claim it. They are kind of in the bind since the relative that left her the money cut them out of the will.Hiring a great white hunter, who secretly wishes to capture Tarzan and sell him, the pair heads into the jungle where they run into the usual jungle troubles (more so because of the stock footage). After lots of talk Jane decides to go back to civilization and we get long sequences of Tarzan and Jame making kissy face. Finally into the last half hour the plot to capture Tarzan is put in motion and things at last become interesting as plans go awry and things look very grim for all concerned..<br /><br />Painfully dull film is clear evidence of a troubled production. the film seems to have been assembled from several different films with the first half hour playing as an almost exact repeats of the previous film. The middle third shows signs of having to stretch things out and having plot lines that ultimately went nowhere. The last third where Tarzan is captured and the party is put into peril is the point that the film finally comes to life (it also shows signs of the graphic violence that caused much of the need to re-shoot the film). To me its a great wonder how the series managed to continue on from here since this film isn't very good (except at the end).I would be hard pressed to explain it except I would have to say that it was the relationship between Weissmuller and O'Sullivan as Tarzan and Jane which kept people coming back. Its a beautifully acted pairing and really is one of the screens great couples.<br /><br />(I should probably also mention that this is the point that the film became less real and more fantastical with the appearance of the Tarzan tree house.) I really dislike the first hour or so of this film a great deal and find it a great waste of time and energy. If you can come in towards the end I would recommend giving the film a try. Otherwise I would just skip the whole film and move on to the next film in the series."
tt0043980,Rooty Toot Toot,John Hubley,1951,7,"Animation,Comedy,Musical","The films of UPA are surprisingly well rated on IMDb despite the fact that the animation quality is light-years behind that of Looney Toons, Disney and MGM at their prime. Sadly, due to rising costs in making pretty cartoons with high frame-rates and lovely backgrounds, the UPA style (which debuted about 1950) began to dominate in the late 50s and 60s. After all, the films were dirt cheap to make and they'd received several Oscars to ""prove"" that the cartoons were now mainstream. So as a result, lousy animation was becoming the norm and this trend wasn't reversed until the 1980s.<br /><br />This UPA film is one of the early ones. The characters are very simply drawn (any simpler and they would have used stick figures) and the backgrounds were ugly--simple line drawings with colors added in a very slap-dash manner (often with a sponge and rarely completely filling the items).<br /><br />As for the story, it's a jive story with a strong jazz style attitude. Some will love this, others will just find it very, very loud. It's the traditional ""Frankie and Johnny"" story and because of the shootings and all, it's probably not a great film for the kids. Heck, because of the animation and jazz, it's not a particularly good film for me, either! Some will read my review and no doubt think I am a crank (which I am, to a degree). However, I love animated films and a little of this minimalistic UPA style goes a very, very long way and you can't seriously consider them great works of art--just very, very quickly made cartoons. Ignore the Oscars and try watching some classic cartoons or something--anything else!"
tt0052902,The Horse Soldiers,John Ford,1959,120,"Adventure,Drama,Romance","Let me state first that I love Westerns & Civil War stories. I also consider John Ford as an excellent director. I also have the same high feelings for John Wayne & William Holden's acting ability.<br /><br />I cannot remember if I saw this film when it first came out in 1959. Last night was the first time I saw it since then.<br /><br />As per my 4 rating, one can say I did not like the movie.<br /><br />I now will attempt to tell some of its shortcomings.<br /><br />John Lee Mahin who wrote the screenplay from Harold Sinclair's novel, was a very gifted writer & wrote many fine scripts, This script is poorly written & badly researched. They make mention of the awful conditions of the Andersonville prison, At the time of the movie Andersonville was not in operation. They also use rifles that were not used at the time.<br /><br />John Ford was directing films for over 40 years & won 4 Oscars. He must have been ill during the making of this.His usual style was missing. It could be that this was film in the south & east and not in Monument Valley.<br /><br />He normally had a stock company of players he used in nearly all his film, MOST were missing this time. This time only minor cowboy stars Hoot Gibson & Ken Curtiss have roles & of course Anna Lee has a small role. There were no other familiar faces except for the 3 stars. (see below) Mr. Fords stock company made most of his films the classics they were; sadly missed here.<br /><br />Now we come to the main stars John Wayne & William Holden. The Duke also must have been ill,he seemed out of place here. This sort of role usually fit his style perfectly, he was just adequate here. Wiliam Holden did the best he could, but nowhere as good as he usually was.<br /><br />It was required that there be an actress in this type of movie. Here in her first major role (second film) is Constance Towers, a very beautiful person, But not really an actress, She is still having roles on Television. Let me be kind and say she has had a long career,more based on her looks than acting talent. Also in caas as Ms. Towers servant is Tennis Star Althea Gibson.I am glad she stuck to tennis.<br /><br />The rest of the production credits were far from the usual high standard of other John Ford films There were a few military type songs supposedly done by the marching cavalry, not good at all. The action scenes were good but come at the end of film.<br /><br />Ratings *1/2* (out of 4) 47 points (out of 100) IMDb 4 (out of 10)"
tt0062159,The Projected Man,"Ian Curteis, John Croydon",1966,77,"Horror,Sci-Fi","I remember this film, exhibit in Barcelona (Spain) in 1970, for the time of a week. Although it could seems incredible, and I can't offer any explanation for it, this movie was exhibit in a theater dedicated to... movies of art and big quality (that, is, Bergman, Resnais, Malle, Buñuel, and... The Projected Man). Few people saw it (luckly people, no doubt) and no reference about this very boring SF movie can be found in the Peter Nichols Science Fiction Encyclopidie, or about the author of the original novel. Very indicative. I remember of it, after all this years, a no-story, a lot of special effects that seems ridiculous effects in fact, and no more. It seems that in some countries the running time is 90 mm. and in anothers 77 min. Well, it means only a little more of pain."
tt0066714,The Six Wives of Henry VIII,"Naomi Capon, John Glenister",1970,540,"Biography,Drama,History","Wow, i'm a huge Henry VIII/Tudor era fan and, well, this was .... interesting. The only one I watched was the Catherine of Aragon one. And wow...just wow. I've seen bad acting before, but this reached new heights. When the actress who played Catherine was umm.. crying? she wails and screams and i have to admit i rewinded many times... many, many times .... funny, funny stuff. The only person who even showed any slight sliver of talent was the actress playing Anne Boleyn (i might be prejudiced though, i do have a slight obsession with Anne Boleyn, she was a really facinating woman, read up on her, it's worth it!) Also, i have read a lot about the Tudor time period and i think that the characters weren't very acurately displayed, they were all very stereotypical. Only see this movie if you are prepared to see a very important time period, and the important lives of those involved turned into a laughing stock."
tt0068708,Home for the Holidays,John Llewellyn Moxey,1972,73,"Drama,Horror,Mystery","This TV-made thriller is all talk, little action. It works hard to set up its convoluted plot, yet the writing is so muddled the exposition is still cloudy at best. By the end, I knew no more about these characters than I did at the beginning. It has a quasi-""Ten Little Indians"" scenario, but ditches it mid-way through in favor of spotlighting Sally Field and her uncovering of a killer. Field overacts here with a gracelessness I've seldom seen from her. The early introductions are good, but the writing quickly strays off-course and eventually goes over the top. Lots of hysteria, and constant thunder and lightning effects (which adds nothing). A curious failure from producers Aaron Spelling & Leonard Goldberg. With all this talent, couldn't they give us something more than a script full of red herrings and Sally Field hiding in a closet?"
tt0070991,Good Times,"Gerren Keith, Herbert Kenwith, Bob LaHendro, Donald McKayle, John Rich, Perry Rosemond",1974,30,Comedy,"When they killed off John Amos's character they killed the show. He was the vital part of the info structure. You had a story of an inner city family's struggling to make it the best way they knew how. They were poor, they were black, and they were living proof that if you have Jesus and your family that nothing is too hard. Sure James would lose jobs and JJ would fail in school but the family always managed to find a way. <br /><br />James was the strong male role model that earned the income and disciplined the children. Florida was the strong lady that would everyone including James when he needed a shoulder to cry on or hug to make it. The kids had personalities and input which made them important as a family unit. Their neighbor Willona was also a key element because she represented not only a friend but some dear enough to be family. Things were bright, gritty, funny, and honest until they changed the course of the program. James dies and JJ took over the show. <br /><br />Flo was still mom, Thelma was blossoming into a lady and Michael was still the militant midget but JJ was the show. We were expected to believe that the family with no father or prominent bread winner was going to be able to stay in the apartment. I guess James's paycheck didn't do much for the family. They were only threatened with eviction because they said they were moving and not because no one in the house was working. I know that JJ, Flo, Thelma and even Michael eventually got jobs but come on here be for real. James worked so much that you could feel for him but the others weren't realistic at all and that's a shame.<br /><br />JJ was the comic relief but I felt the show need substance. It's OK to be funny but they had a chance to show a real family and what it took to survive in the real world and they threw it all away on a few laughs. Michael's character almost disappeared while the rest of the cast slipped into the shadows of the JJ Evan's show. I mean really, here was a guy that was failing in school, he kept getting laid off, and he painted for money in about two episodes. James had always been there to encourage his talent but Flo and the rest of the family didn't seem to care.<br /><br />Why did it take him so long to understand that painting was what he was meant to do? He could have sold painting's on the street or worked for people that print billboards and cards. (He did but something went wrong with that.) Why did he not make it and why did the others give up on their dreams? I'll tell you why, it was because they didn't have a father in their life to care and to cheer them on and their mother stopped being their to support their dreams. The show stopped teaching us about growing, building and learning and started teaching us about gimmicks and catch phrases. They should have kept James. If any show needed a father it was that one."
tt0072417,A Woman Under the Influence,John Cassavetes,1974,155,"Drama,Romance","In A Woman Under the Influence Mabel goes crazy, but I can see why she does go crazy. If I lived the kind of life she lived with the family she has I would go crazy too. Everyone in her family is off their rocker and not completely with it. She is constantly surrounded by people yelling at her and telling her what is best for herself and people that aren't the sharpest knifes in the drawer.<br /><br />To start with the one person closest to her in her life, her husband, Nick, is a little off his rocker. He is always yelling at her when he is home telling her how to live her life and to stop acting like an imbecile. The rest of the time he is working long hours at his job and he isn't there to support her when she needs support. The one person in her life that should always be there for her is never there and if he is, he is just making her feel worse. She relies on him for support and always goes to him first when she feels she is acting wrong and he does nothing to support her. When she comes home from the hospital all he does is tell her how to act, instead of comforting her, he just yells at her and tells her what to do.<br /><br />The other major people in her life are her parents. Her parents do nothing in her life for her. Mabel basically runs their lives because they are afraid to stand up to her and stand up for her. In the end she even asks her father to stand up for her and he doesn't understand, and when he does get it he still does nothing. They do nothing to help Mabel recover or to keep her from going crazy because they do nothing for her period. The only person that tries to do something for her is Nick's mom. Nick's mom is adamant about having Mabel committed. She doesn't want to have Nick deal with it so she has the doctor commit her. It seems as though everyone is against Mabel and they feel that having her committed is a good idea because then they won't have to deal with it anymore. They all want to live their own lives and do nothing for Mabel except for yell at her and make her feel like she is doing something wrong when she really isn't. That is why she went crazy, and why she had to be committed, it was her family's entire fault."
tt0073018,French Connection II,John Frankenheimer,1975,119,"Action,Crime,Drama","What made the French Connection work so well was the relationship between Doyle (Hackman) and Russo (Scheider). In this catastrophe directed by Frankenheimer (who also brought us such gems as Raindeer Games and the Island of Dr. Moreau) the movie focuses on Doyle and his singular obsession of capturing Charnier (Rey). The fictitious idea that the NYPD would allow Doyle to travel to Marseilles to find Charnier with the help of the French local authorities is laugh out loud funny. Correct me if I'm wrong, but didn't Charnier skip town with 65 pounds of pure smack!!! A street value of 32 million but yeah, let's send Doyle to find this guy, it was his pinch after all. Please!!! The story was weak. The acting was terrible (with the lone exception of Hackman, who completely overplayed his part). The direction was all over the place. Even the cuts between scenes were terrible. Do yourself a favor and watch the first installment twice and skip this one."
