id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000C47BRE,False,True,expensive_batch,,
B000JLKGDG,True,False,expensive_batch,,
B000P949W6,True,False,expensive_batch,,
B000QN4548,False,False,expensive_batch,,
B000S12PXG,True,True,expensive_batch,,
B000XSRP0W,False,True,expensive_batch,,
B001G9S6NM,False,False,expensive_batch,,
B002J7Q4OI,True,True,expensive_batch,,
B002ZDO7DQ,False,True,expensive_batch,,
B003H93O1I,False,True,expensive_batch,,
B00557Q1N8,False,False,expensive_batch,,
B005N7YWX6,False,True,expensive_batch,,
B005R1VVHI,False,True,expensive_batch,,
B008LTN9TG,False,False,expensive_batch,,
B00901D2CS,True,True,expensive_batch,,
B00AYJ5TA8,True,False,expensive_batch,,
B00B7E5PQ2,False,True,expensive_batch,,
B00BQTC9M6,True,True,expensive_batch,,
B00BQTC6BU,True,False,expensive_batch,,
B00CPCCCNY,True,True,expensive_batch,,
B00CQ1I2FQ,False,True,expensive_batch,,
B00CX50MT4,True,False,expensive_batch,,
B00DIHAV4M,True,False,expensive_batch,,
B00F9K2VF8,False,False,expensive_batch,,
B00INSZ9Y8,False,True,expensive_batch,,
B00IR4PDW6,False,False,expensive_batch,,
B00KFME0R2,False,False,expensive_batch,,
B00KVPBTB8,True,True,expensive_batch,,
B00MOKI3O4,True,True,expensive_batch,,
B00MWZ1MNA,False,False,expensive_batch,,
B00NOLV4M0,True,False,expensive_batch,,
B00P2AF2SS,False,False,expensive_batch,,
B00PG4WDLY,True,False,expensive_batch,,
B00PTZM4XW,False,False,expensive_batch,,
B00QLYU6US,True,False,expensive_batch,,
B00REQX0T6,False,False,expensive_batch,,
B00RNNYU44,True,False,expensive_batch,,
B00SGZW6ZI,True,False,expensive_batch,,
B00SMD5VUQ,True,True,expensive_batch,,
B00SMIAD0Y,True,True,expensive_batch,,
B00TD92OO4,True,False,expensive_batch,,
B00TQASHU0,True,False,expensive_batch,,
B00U2EYKDM,False,False,expensive_batch,,
B00U8QZGF0,True,False,expensive_batch,,
B00U8QZDUI,True,False,expensive_batch,,
B00UAAFAOQ,True,True,expensive_batch,,
B00UAANIXG,True,False,expensive_batch,,
B00UADE0T4,True,True,expensive_batch,,
B00UVVEGAI,True,False,expensive_batch,,
B00UW15WC8,True,False,expensive_batch,,
B00UWH2T5K,True,False,expensive_batch,,
B00V901VR6,True,True,expensive_batch,,
B00W3XL204,False,True,expensive_batch,,
B00X5YV5CK,True,True,expensive_batch,,
B00ZS7NZ2U,False,True,expensive_batch,,
B010G0OIKQ,True,True,expensive_batch,,
B010VF30F0,False,True,expensive_batch,,
B011KVK5ES,False,True,expensive_batch,,
B011PMAFEC,True,False,expensive_batch,,
B011SUN2PU,True,False,expensive_batch,,
B012VR021G,True,False,expensive_batch,,
B012VVU0MS,False,True,expensive_batch,,
B013VZAJ2Y,False,False,expensive_batch,,
B0141QEHXY,False,False,expensive_batch,,
B015JRIXIE,False,True,expensive_batch,,
B015Y0TMYK,False,False,expensive_batch,,
B0162YBVDW,False,False,expensive_batch,,
B016ICD5I2,False,True,expensive_batch,,
B017LZ47QO,False,True,expensive_batch,,
B0180FAENE,False,True,expensive_batch,,
B01829Y7CW,False,False,expensive_batch,,
B0196TKQJK,True,False,expensive_batch,,
B019EKQ50U,True,False,expensive_batch,,
B01AMNWS4A,True,True,expensive_batch,,
B01AQR2ZHM,False,True,expensive_batch,,
B01B48ZBZU,False,False,expensive_batch,,
B01B7O2Z2I,True,False,expensive_batch,,
B01BUK70HE,False,False,expensive_batch,,
B01C2T1AA0,False,False,expensive_batch,,
B01CBV04F6,False,False,expensive_batch,,
B01CHBMI8G,False,True,expensive_batch,,
B01COMRFDG,True,False,expensive_batch,,
B01CRWC5MO,False,False,expensive_batch,,
B01D1VU234,True,False,expensive_batch,,
B01D4UMLK4,False,False,expensive_batch,,
B01DIMG08W,False,True,expensive_batch,,
B01DTZDM3Y,True,False,expensive_batch,,
B01DUZC6XU,False,False,expensive_batch,,
B01DXT2X5Y,False,True,expensive_batch,,
B01E73TU10,False,False,expensive_batch,,
B01EBDXUEE,True,False,expensive_batch,,
B01EIVFOZC,True,True,expensive_batch,,
B01FAYP2A8,False,True,expensive_batch,,
B01FKAYOH4,False,True,expensive_batch,,
B01FLSS5RU,True,False,expensive_batch,,
B01FTXP0X4,True,False,expensive_batch,,
B01GIAHKK8,False,False,expensive_batch,,
B01GOHY1AC,True,True,expensive_batch,,
B01GOHYBQ6,True,False,expensive_batch,,
B01HCNWOEM,True,False,expensive_batch,,
