movie_id,title,director,year,runtime,genres,review
tt0024605,The Sphinx,Phil Rosen,1933,64,"Adventure,Crime,Mystery","Another of many nearly forgotten movies cranked out by Poverty Row in the 1930's, resurrected by the magic of DVD.<br /><br />Starring stock Universal player Lionel Atwill (often a supporting actor in numerous Frankenstein movies) as a pair of twins involved in a murder racket. One kills the victims (stockbrokers involved in a scam) and asks witnesses for the exact time, while the other is deaf and is proved ""innocent"" because he could not have spoken to witnesses.<br /><br />Of course, where it falls apart is if it was a congenital deafness, wouldn't they both be deaf? Oh, well.<br /><br />Atwill does a pretty good job here, faking being deaf and mute. Unfortunately, no one else here can really act worth a darn."
tt0034328,Two-Faced Woman,George Cukor,1941,90,"Comedy,Mystery,Romance","It seems a shame that Greta Garbo ended her illustrious career at the age of 36 with this ridiculous mistaken-identity marital romp. Coming off the success of her first romantic comedy, Ernst Lubitsch's masterful ""Ninotchka"" (1939), where she was ideally cast as an austere Russian envoy, Garbo is reunited with her leading man Melvyn Douglas for a sitcom-level story that has her playing Karin Borg, a plain-Jane ski instructor who impulsively marries publishing executive Larry Blake when he becomes smitten with her. Once he makes clear that work is his priority, Karin inadvertently decides to masquerade as her high-living twin sister Katherine to test her husband's fidelity when he is back in Manhattan.<br /><br />It's surprising that this infamous 1941 misfire was directed by George Cukor, who led Garbo to her greatest dramatic performance in 1937's ""Camille"", because this is as unflattering a vehicle as one could imagine for the screen legend. Only someone with Carole Lombard's natural sense of ease and mischief could have gotten away with the shenanigans presented in the by-the-numbers script by S.N. Behrman, Salka Viertel and George Oppenheimer. MGM's intent behind this comedy was to contemporize and Americanize Garbo's image for wartime audiences whom the studio heads felt were not interested in the tragic period characters she favored in the thirties.<br /><br />However, Garbo appears ill-at-ease mostly as the bogus party girl Katherine and especially compared to expert farceurs like Douglas and Constance Bennett as romantic rival Griselda. Photographed unflatteringly by Joseph Ruttenberg, Garbo looks tired in many scenes and downright hideous in her teased hairdo for the ""chica-choca"" dance sequence. The story ends conventionally but with the addition of a lengthy physical sequence where Larry tries to maneuver his skis on a series of mountain cliffs that unfortunately reminds me of Sonny Bono's death. Roland Young and Ruth Gordon (in a rare appearance at this point of her career) show up in comic supporting roles as Douglas' associates. This movie is not yet on DVD, and I wouldn't consider it priority for transfer as it represents a curio in Garbo's otherwise legendary career. She was reportedly quite unhappy during the filming. I can see why."
tt0062032,Succubus,Jesús Franco,1968,79,"Horror,Mystery,Thriller","I've come to realise from watching Euro horror, especially films made by cult luminary Jess Franco, that you can't expect a plot that makes much sense. However, Franco has gone overboard with this film; and despite a surreal atmosphere, and the film's reputation as one of the director's best - Succubus is unfortunately is a truly awful film. I've got to admit that I saw the American cut version, which runs at about 76 minutes; but unless it was just the logic that was cut, I'm sure the longer European version is just as boring. The plot has something to do with a woman marauding around; practicing S&M and talking rubbish, and it's all really boring. There's no gore and the sex is dull, and most of the runtime is taken up by boring dialogue and despite the fact that this is a short film; I had difficulty making it all the way to the end. I have to say that the locations look good and Franco has done a good job of using his surreal atmosphere; but the positive elements end there. Jess Franco is definitely a talented director that has made some classic trash films - but this looks like it was one he made for the money, and overall I recommend skipping it and seeing some of the director's more interesting works."
tt0070723,Soylent Green,Richard Fleischer,1973,97,"Crime,Mystery,Sci-Fi","I saw Soylent Green back in 1973 when it was first released and maybe another eight times over the years on T.V. or video. It was always one of my favorite sci-fi and/or Charlton Heston films.<br /><br />Recently, the Egyptian theater in L.A. had a twelve film Charlton Heston retrospective. I flew in from out of state to see six of the films over a two day period. Soylent Green looked great on the large Egyptian screen with a perfect new print. From its opening montage to the going home scene to the great ending the film was fantastic.<br /><br />Charlton Heston as a cop who lives in a dog eat dog world with few natural resources left and no understanding as to how the world used to be and Eddie Robinson as a man who remembers the past are both great.<br /><br />Their chemistry together is wonderful. The film also looks so much better in a great 35mm print. Fleisher really knows how to fill the screen,and the cinematoraphy, writing, music used, and everything about it works. The film is also very powerful in its bleak and very possible view of the future. Just think how the world population grew, the rain forest that disappeared, resources used up, green house effect getting worse since 1973. I just wonder why this film has not played in theaters all these years. Its reputation should be better.<br /><br />Speaking of reputations, often people speak as if Charlton Heston is not a great actor. Seeing him in El-Cid, Soylent Green, The Warlord, The Omega Man, Will Penny, and Major Dundee back to back I am convinced he is one of our best actors. Of course he made about a dozen other great films and for those that care you know what they are.<br /><br />"
tt0074331,Old Fashioned Murder,Robert Douglas,1976,72,"Crime,Drama,Mystery","Curiously, Season 6 of the Columbo series contained only three episodes and there is very little evidence of quality in at least two of the scripts, based on this outing for the ""man-in-the-mac"" and also ""Fade into Murder"".<br /><br />Furthermore, it is not a coincidence that Peter S. Feibleman penned both the aforementioned scripts (incidentally he plays the part of the murdered security guard here).<br /><br />This adventure is very rarely compelling and many of the performers just look disinterested with the material. The story is rather weakly developed with some protracted periods of boring conversation.<br /><br />Columbo is also shadowed by a colleague here(similar to ""Last Salute to the Commodore"") but the entertainment value is minimal. To add to this, Celeste's Holm characterisation, which is intended to provide comedy, induces embarrassment rather than laughs.<br /><br />The script wavers off to deal with the family history and the murderess does enough to gift Columbo the case, though there is never a credible discussion relating to the motives of her crime.<br /><br />Ironically, what turns out to be, arguably, Columbo's worst adventure produces the funniest moment in the series. He quizzes a male hairdresser and has a haircut/manicure at the same time. The next 5 minutes are hilarious - it's just that Columbo's hair is so perfectly groomed, then he can't afford to pay the bill and then, when he makes enquiries at a jewellers he keeps glancing in the mirror to admire his hairstyle!<br /><br />Sadly, this is the only decent moment from a script that looks like it has been cobbled together in ten minutes. <br /><br />For Columbo completionists only."
tt0080661,Dressed to Kill,Brian De Palma,1980,104,"Crime,Drama,Mystery","i just finished watching Dressed to Kill,which is written and directed by Brian De Palma.the DVD had both the""R"" rated version and the unrated version.i chose the unrated version.since i have yet to view the ""R"" rated version,i can't be completely sure of the difference.there is however a very graphic graphic female nudity including a scene of explicit expression of self gratification in this version.i guess you could call this scene soft core porn.if this sort of thing may offend you,i would suggest you view the ""R"" rated version.but i digress.Any comment from here on refers to the unrated version.this is a murder mystery/ psychological horror/suspense movie.there is very little violence and blood.there is however one death sequence of note.the act of the killing itself is fairly graphic.however the blood it self does not look real.it is reminiscent of how a 70's slasher film would look.i believe this is done deliberately to offset the violence of the act itself,to give the scene a low budget feel.most of the violence,or rather possibility of such,is implied.the film is very well paced.as far as i can tell every scene had a purpose,which i find very rare when compared to many of today's films. anyway,i also thought the acting was good,especially Angie Dickinson.and Micheal Cane turns in a quietly understated performance in his role,which works brilliantly in this case.the movie also has one great twist in it,in my mind,although some people might find it predictable.the only complaint(and it's really more of an observation)i have is that i thought the character played by Nancy Allen could have been fleshed out more,especially considering she has a fair amount of screen time.but i think she does a good job with what she is given.and this doesn't really take away from the quality of the film.the film also has a strong moral to it,which is even more relevant today.but the movie doesn't hit you over the head with it.i also really liked the musical score,composed by Pino Dinaggioi felt it was very similar to the music in the original Psycho.to me,this music really elevated the movie.i thought this movie was brilliant.for me,Dressed to Kill(1980)is 10/10"
tt0082279,The Dorm That Dripped Blood,"Stephen Carpenter, Jeffrey Obrow",1982,88,"Horror,Mystery,Thriller","I'm not looking for quality; I'm just trying to get through the 74 famous video nasties that were banned in Britain. This one was initially banned and re-released in 2001 with a whole 10 seconds cut.<br /><br />Some college kids spend their Christmas vacation preparing a dorm for renovation. There are some creepy characters lurking about along with the four kids. Which of them is the slasher? The actual killings are not very gory, so this video nastie is not really nasty. There is the requisite flashing of the boobies, but it has nothing to do with the college kids.<br /><br />I had a suspect very quickly and I turned out to be right. Maybe I've seen too many of these. The end twist was clever; I have to give the writers credit for that bit of originality."
tt0084133,The Incubus,John Hough,1981,93,"Horror,Mystery,Thriller","I've finally seen THE INCUBUS after waiting 20 something odd years to see it and well, it surely wasn't worth waiting all this time to see it. THE INCUBUS is strictly by-the-number horror film: unseen killer/monster is raping and murdering women in a small town. <br /><br />The film goes like this: movie opens with killing; then blah blah blah; more blah blah blah; then another killing; even more blah blah blah; continuing with blah blah blah; yet another killing (surprising, huh?); blah blah blah, etc...<br /><br />The film is totally predictable from beginning to end. Even the stupid ""big"" red-herring used throughout the movie wouldn't convince a 5 year old. And I figured out the secret identity of the incubus the moment I saw the character, so when the ""shocking"" surprise ending arrived, I wasn't shocked or surprised. In fact, it was so funny that I kept on chuckling days after I saw the movie. It's so silly!<br /><br />Anyway, the film is so by-the-number that the ""rock band"" sequence is one of the few stand-out moments in this dreary flick. It's a stand-out scene not necessarily because it's good but because it's so funny and pointless: the movie playing on the big screen shows a rock video-like moment with a guy in red leather pants getting his obviously fake long hair cut, all of this edited with scenes of a girl who is being attacked in the movie theater's washroom by the incubus. The best thing I could say about this film is the cinematography, which I actually liked. But aside from that, there's almost nothing worth mentioning about THE INCUBUS, except that it's unintentionally hilarious."
tt0099173,Brain Dead,Adam Simon,1990,85,"Horror,Mystery,Sci-Fi","I felt brain dead, I'll tell you. This is the worst film I have ever bought. (in my ignorance I thought this was the Peter Jackson film of the same name). The performances are so terrible they are laughable. The special effects have not stood the test of time and look dire. The script promotes that kind of TV movie, stare into the middle distance kind of acting. The cast look as if they have been taking lessons from Joey Tribbiani, they have one look each, and stick to it. Plus I have never been confused by a movie until I sat down to watch this. The is it a dream or no plot is so terrible that frustration sets in within a few minutes. Avoid like a plague."
tt0114736,True Crime,Pat Verducci,1995,94,"Crime,Drama,Mystery","This film was so predictable, that during the entire time you're hoping that the obvious suspect is innocent, and there's some other big twist still coming. However... it doesn't. He just continues to act creepy, and she continues to ignore it. Mary found very incriminating evidence at his place, and she still trusted him? And what was that ""baiting the trap""? There was no trap. She confronted him, he said ""excuse me. I have to go kill someone"" He left, and that was the end of it. They make attempts to use other suspects, (like that one older carnival girl at the end) but they're completely underdeveloped. Actually, all the characters are underdeveloped. They have no depth, and the setting is just plain strange... who hangs out in a recycling factory?? Its choppy and nothing is well developed. For example: When she leaves his place after having the beer, and he finds the pics and she runs out and he catches her and they end up having sex in that car... what was that? Her reactions weren't portrayed. In the car she acted scared like it could have been practically rape- but then all we see is her showering the next morning. booooooooo It could have been so much better.. sooo much better."
